article_num,article_sha256,quiz_task_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,01cc39ab-4c15-438d-8418-5f09945391fd,Probability Specialist V4,Probability Specialist V4,1,0,ordinal,U,0.7369655941662062,0.7369655941662062,U,U,U,0.3684827970831031,2,3,U,Does the text make any claims with great confidence? Highlight the relevant part.,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,01cc39ab-4c15-438d-8418-5f09945391fd,Probability Specialist V4,Probability Specialist V4,2,0,ordinal,U,0.84799690655495,0.84799690655495,U,U,U,0.423998453277475,2,5,U,To what extent does the confidence seem justified?,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,01cc39ab-4c15-438d-8418-5f09945391fd,Probability Specialist V4,Probability Specialist V4,5,0,ordinal,U,0.7369655941662062,0.7369655941662062,U,U,U,0.3684827970831031,2,3,U,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,01cc39ab-4c15-438d-8418-5f09945391fd,Probability Specialist V4,Probability Specialist V4,6,0,ordinal,U,1.0,1.0,U,U,U,0.5,2,3,U,Are any numbers given?,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,01cc39ab-4c15-438d-8418-5f09945391fd,Probability Specialist V4,Probability Specialist V4,7,0,ordinal,U,0.84799690655495,0.84799690655495,U,U,U,0.423998453277475,2,5,U,"Since a number is given, is a comparison number for a similar case given for context?",U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,01cc39ab-4c15-438d-8418-5f09945391fd,Probability Specialist V4,Probability Specialist V4,10,0,ordinal,U,0.7369655941662062,0.7369655941662062,U,U,U,0.3684827970831031,2,3,U,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,01cc39ab-4c15-438d-8418-5f09945391fd,Probability Specialist V4,Probability Specialist V4,11,0,ordinal,U,0.5849625007211562,0.5849625007211562,U,U,U,0.2924812503605781,2,4,U,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,01cc39ab-4c15-438d-8418-5f09945391fd,Probability Specialist V4,Probability Specialist V4,12,0,ordinal,U,1.0,1.0,U,U,U,0.5,1,4,U,Does the text acknowledge the possibility of additional evidence that would (check all that apply):,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,01cc39ab-4c15-438d-8418-5f09945391fd,Probability Specialist V4,Probability Specialist V4,14,0,ordinal,U,0.84799690655495,0.84799690655495,U,U,U,0.423998453277475,2,10,U,"How confident are you about your answers, on the whole?",U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,Probability Specialist V4,1,XXX,ordinal,2,0.7236271874695049,0.7236271874695049,"[8155, 8156, 8157, 8158, 8159, 8160, 8161, 8162, 8163, 8164, 8165, 8166]",0.3554763304302424,0.3554763304302424,0.5395517589498737,12,3,also tend to,Does the text make any claims with great confidence? Highlight the relevant part.,Maybe
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,Probability Specialist V4,2,XXX,ordinal,3,0.6774443898168746,0.6774443898168746,[],NA,NA,0.6774443898168746,12,5,NA,To what extent does the confidence seem justified?,Somewhat justified
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,Probability Specialist V4,5,XXX,ordinal,3,0.5992703995259135,0.5992703995259135,L,L,L,0.29963519976295677,12,3,N/A,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,Probability Specialist V4,6,XXX,ordinal,1,1.0,1.0,[],NA,NA,1.0,12,3,NA,Are any numbers given?,No
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,Probability Specialist V4,11,XXX,ordinal,3,0.7298829227732895,0.7298829227732895,L,L,L,0.36494146138664474,12,4,N/A,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,I can't tell
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,Probability Specialist V4,12,XXX,ordinal,1,0.9805691028936556,0.9805691028936556,L,L,L,0.4902845514468278,3,4,N/A,Does the text acknowledge the possibility of additional evidence that would (check all that apply):,Change the claim fundamentally
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,Probability Specialist V4,14,XXX,ordinal,5,0.7760715164508507,0.7760715164508507,[],NA,NA,0.7760715164508507,12,10,NA,"How confident are you about your answers, on the whole?",5: 50-50
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0ebc9dea-3bc3-4837-8c22-41ed930f4fec,Probability Specialist V4,Probability Specialist V4,1,0,ordinal,U,0.7369655941662062,0.7369655941662062,U,U,U,0.3684827970831031,2,3,U,Does the text make any claims with great confidence? Highlight the relevant part.,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0ebc9dea-3bc3-4837-8c22-41ed930f4fec,Probability Specialist V4,Probability Specialist V4,2,0,ordinal,U,0.84799690655495,0.84799690655495,U,U,U,0.423998453277475,2,5,U,To what extent does the confidence seem justified?,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0ebc9dea-3bc3-4837-8c22-41ed930f4fec,Probability Specialist V4,Probability Specialist V4,5,0,ordinal,U,0.4150374992788439,0.4150374992788439,U,U,U,0.20751874963942196,2,3,U,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0ebc9dea-3bc3-4837-8c22-41ed930f4fec,Probability Specialist V4,Probability Specialist V4,6,0,ordinal,U,0.7369655941662062,0.7369655941662062,U,U,U,0.3684827970831031,2,3,U,Are any numbers given?,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0ebc9dea-3bc3-4837-8c22-41ed930f4fec,Probability Specialist V4,Probability Specialist V4,7,0,ordinal,U,0.6780719051126377,0.6780719051126377,U,U,U,0.33903595255631885,2,5,U,"Since a number is given, is a comparison number for a similar case given for context?",U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0ebc9dea-3bc3-4837-8c22-41ed930f4fec,Probability Specialist V4,Probability Specialist V4,10,0,ordinal,U,0.4150374992788439,0.4150374992788439,U,U,U,0.20751874963942196,2,3,U,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0ebc9dea-3bc3-4837-8c22-41ed930f4fec,Probability Specialist V4,Probability Specialist V4,11,0,ordinal,U,0.5849625007211562,0.5849625007211562,U,U,U,0.2924812503605781,2,4,U,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0ebc9dea-3bc3-4837-8c22-41ed930f4fec,Probability Specialist V4,Probability Specialist V4,12,0,ordinal,U,1.0,1.0,U,U,U,0.5,1,4,U,Does the text acknowledge the possibility of additional evidence that would (check all that apply):,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0ebc9dea-3bc3-4837-8c22-41ed930f4fec,Probability Specialist V4,Probability Specialist V4,14,0,ordinal,U,0.925999418556223,0.925999418556223,U,U,U,0.4629997092781115,2,10,U,"How confident are you about your answers, on the whole?",U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,2865558d-1d6c-48af-8f25-35371e8c8301,Probability Specialist V4,Probability Specialist V4,1,0,ordinal,M,0.765859972576889,0.765859972576889,M,M,M,0.3829299862884445,3,3,M,Does the text make any claims with great confidence? Highlight the relevant part.,M
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,2865558d-1d6c-48af-8f25-35371e8c8301,Probability Specialist V4,Probability Specialist V4,2,0,ordinal,M,0.7853812700750918,0.7853812700750918,M,M,M,0.3926906350375459,3,5,M,To what extent does the confidence seem justified?,M
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,2865558d-1d6c-48af-8f25-35371e8c8301,Probability Specialist V4,Probability Specialist V4,5,XXX,ordinal,3,0.9871114450218768,0.9871114450218768,L,L,L,0.4935557225109384,3,3,N/A,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,2865558d-1d6c-48af-8f25-35371e8c8301,Probability Specialist V4,Probability Specialist V4,6,XXX,ordinal,1,1.0,1.0,[],NA,NA,1.0,3,3,NA,Are any numbers given?,No
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,2865558d-1d6c-48af-8f25-35371e8c8301,Probability Specialist V4,Probability Specialist V4,11,XXX,ordinal,3,0.8286346099994961,0.8286346099994961,[],NA,NA,0.8286346099994961,3,4,NA,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,I can't tell
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,2865558d-1d6c-48af-8f25-35371e8c8301,Probability Specialist V4,Probability Specialist V4,14,XXX,ordinal,5,0.8986646043699666,0.8986646043699666,[],NA,NA,0.8986646043699666,3,10,NA,"How confident are you about your answers, on the whole?",5: 50-50
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,357b1074-a6aa-4e5d-9204-cd754231fed2,Probability Specialist V4,Probability Specialist V4,1,0,ordinal,U,1.0,1.0,U,U,U,0.5,2,3,U,Does the text make any claims with great confidence? Highlight the relevant part.,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,357b1074-a6aa-4e5d-9204-cd754231fed2,Probability Specialist V4,Probability Specialist V4,2,0,ordinal,U,0.9708536543404835,0.9708536543404835,U,U,U,0.48542682717024177,2,5,U,To what extent does the confidence seem justified?,U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,357b1074-a6aa-4e5d-9204-cd754231fed2,Probability Specialist V4,Probability Specialist V4,5,0,ordinal,U,0.4150374992788439,0.4150374992788439,U,U,U,0.20751874963942196,2,3,U,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",U
1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,357b1074-a6aa-4e5d-9204-cd754231fed2,Probability Specialist V4,Probability Specialist V4,6,0,ordinal,U,0.4150374992788439,0.4150374992788439,U,U,U,0.20751874963942196,2,3,U,Are any numbers given?,U
