Article ID,Credibility Indicator ID,Credibilty Indicator Category,Credibility Indicator Name,Points,Indices of Label in Article,Start,End,target_text
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Inappropriate slang,-0.4239984532774749,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Denigration,-0.5,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Writing errors,-1.6951797627815943,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Well-balanced,0.403677461028802,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Well-balanced,0.5,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Well-balanced,0.403677461028802,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Exaggeration,-2.5,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Exaggeration,-1.25,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Inappropriately emotional,-4.5,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Writing errors,-2.5,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Other problematic tone,-3.75,"[1164, 1165, 1166, 1167, 1168, 1169, 1170, 1171, 1172, 1173, 1174, 1175, 1176, 1177]",1164,1177,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Other problematic tone,0,"[1595, 1596, 1597, 1598, 1599, 1600, 1601, 1602, 1603, 1604, 1605, 1606, 1607, 1608, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616]",1595,1616,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Other problematic tone,0,"[1669, 1670, 1671, 1672, 1673, 1674, 1675, 1676, 1677, 1678, 1679, 1680, 1681, 1682, 1683, 1684, 1685, 1686, 1687, 1688, 1689, 1690, 1691, 1692, 1693, 1694, 1695, 1696, 1697, 1698, 1699, 1700, 1701, 1702, 1703, 1704, 1705, 1706, 1707, 1708, 1709, 1710, 1711, 1712, 1713, 1714, 1715, 1716, 1717, 1718, 1719, 1720, 1721, 1722]",1669,1722,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Other problematic tone,0,"[1774, 1775, 1776, 1777, 1778, 1779, 1780, 1781, 1782, 1783, 1784, 1785, 1786, 1787]",1774,1788,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,L0,Language,Other problematic tone,-2.5,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,P0,Probability,Inappropriate confidence,-0.631517202916897,"[485, 486, 487, 488, 489, 490, 491, 492, 493, 494]",485,495,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,P0,Probability,Doesn’t acknowledge uncertainty,-1.6041849272347897,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,P0,Probability,Doesn’t acknowledge uncertainty,-2.0,[],-1,-1,nan
86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,P0,Probability,Doesn’t acknowledge uncertainty,-1.6041849272347897,[],-1,-1,nan
,,,,,,,,
