schema_namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,task_uuid,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,submitted_tua
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,4f3bca38-79d9-4a37-aebd-db9a33657fe8,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2467,896b08c1-6d02-4bd5-886d-5e6045370fc3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,2442,5b5b1f55-a1e5-4dec-9499-f1649f6960e4,3,4,ccf6b83e-7ee3-418f-8082-a83e38428abd,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:37:34.295809,2019-11-13 21:38:54.226314,79.930505,Reasoning Specialist V4,T1.Q1,Does the passage contain... (check all that apply):,T1.Q1.A6,None of the above,dbc1959f-22a2-4a14-afe9-7b470563fc14,eb5245f1-4c83-48b4-952b-f612766a903f,None of the above,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,4f3bca38-79d9-4a37-aebd-db9a33657fe8,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2467,896b08c1-6d02-4bd5-886d-5e6045370fc3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,2442,5b5b1f55-a1e5-4dec-9499-f1649f6960e4,3,4,ccf6b83e-7ee3-418f-8082-a83e38428abd,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:37:34.295809,2019-11-13 21:38:54.226314,79.930505,Reasoning Specialist V4,T1.Q9,"How difficult was this task for you, on the whole?",T1.Q9.A3,3,cf96f03f-a18b-448e-81f2-67015c432b63,1393d778-43b2-490a-a319-196b527a6436,3,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,4f3bca38-79d9-4a37-aebd-db9a33657fe8,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2467,896b08c1-6d02-4bd5-886d-5e6045370fc3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,2442,5b5b1f55-a1e5-4dec-9499-f1649f6960e4,3,4,ccf6b83e-7ee3-418f-8082-a83e38428abd,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:37:34.295809,2019-11-13 21:38:54.226314,79.930505,Reasoning Specialist V4,T1.Q10,"How confident are you about your answers, on the whole?",T1.Q10.A6,6,eb339ff2-62c0-4a21-9ff6-c0007cbfdc55,a312ba84-ebb2-4add-8ad4-5ab077e63516,6,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,157ece74-6d01-4de4-8280-c5e9c4768e25,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,06b27adb-cf0f-4a79-a062-5bdd5e2b95d2,3,4,bb533622-e445-40c5-8848-7310cd999719,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:37:34.559996,2019-11-13 21:40:16.621784,162.061788,Reasoning Specialist V4,T1.Q1,Does the passage contain... (check all that apply):,T1.Q1.A2,An evaluative judgment (claims about something being good or bad),a3d7ad1c-1637-4cf8-904a-541a3dd4ed24,600d75c4-1c9f-46a1-b82e-8b8702c2172f,An evaluative judgment (claims about something being good or bad),1,1,"[{""case_number"": 1, ""text"": ""As three of America\u2019s biggest networks, these outlets have each become embroiled in controversy in 2019 following multiple separate reports that they have played a part in covering up some of the world\u2019s most powerful rape and pedophile rings"", ""answer_id"": 4743, ""end"": 560, ""start"": 318}]"
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,157ece74-6d01-4de4-8280-c5e9c4768e25,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,06b27adb-cf0f-4a79-a062-5bdd5e2b95d2,3,4,bb533622-e445-40c5-8848-7310cd999719,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:37:34.559996,2019-11-13 21:40:16.621784,162.061788,Reasoning Specialist V4,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,T1.Q3.A7,No appeals to biases,e9fd1ec5-235c-42b6-855c-b8efd0297c42,87dbca0d-902f-49f8-bb31-1d0442a1aac3,No appeals to biases,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,157ece74-6d01-4de4-8280-c5e9c4768e25,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,06b27adb-cf0f-4a79-a062-5bdd5e2b95d2,3,4,bb533622-e445-40c5-8848-7310cd999719,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:37:34.559996,2019-11-13 21:40:16.621784,162.061788,Reasoning Specialist V4,T1.Q9,"How difficult was this task for you, on the whole?",T1.Q9.A4,4,be3ef7ad-280a-4448-8d04-289a57a967ec,1cbc402b-55fd-458b-9a73-03d98f47c8ec,4,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,157ece74-6d01-4de4-8280-c5e9c4768e25,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,06b27adb-cf0f-4a79-a062-5bdd5e2b95d2,3,4,bb533622-e445-40c5-8848-7310cd999719,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:37:34.559996,2019-11-13 21:40:16.621784,162.061788,Reasoning Specialist V4,T1.Q10,"How confident are you about your answers, on the whole?",T1.Q10.A6,6,eb339ff2-62c0-4a21-9ff6-c0007cbfdc55,42482d0c-20a2-4a2b-8ee4-e4c5cde70e3d,6,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,c3be92ee-3e6f-48d4-b097-a3801a1d99e4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2469,aa4b5aaf-adef-427e-b1d5-a2bd43bb4047,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,395fdb52-691a-4d42-a0bd-0dd6ebf8f024,3,4,fdcfafb1-a8e5-41cb-bcfe-8bac110007c9,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:38:54.496513,2019-11-13 21:41:14.426214,139.929701,Reasoning Specialist V4,T1.Q1,Does the passage contain... (check all that apply):,T1.Q1.A6,None of the above,dbc1959f-22a2-4a14-afe9-7b470563fc14,77c0d29f-d9c7-4aeb-8454-7b4547e93b04,None of the above,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,c3be92ee-3e6f-48d4-b097-a3801a1d99e4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2469,aa4b5aaf-adef-427e-b1d5-a2bd43bb4047,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,395fdb52-691a-4d42-a0bd-0dd6ebf8f024,3,4,fdcfafb1-a8e5-41cb-bcfe-8bac110007c9,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:38:54.496513,2019-11-13 21:41:14.426214,139.929701,Reasoning Specialist V4,T1.Q9,"How difficult was this task for you, on the whole?",T1.Q9.A4,4,be3ef7ad-280a-4448-8d04-289a57a967ec,290efecd-7e1a-4005-91e4-53c8dbcaa4b1,4,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,c3be92ee-3e6f-48d4-b097-a3801a1d99e4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2469,aa4b5aaf-adef-427e-b1d5-a2bd43bb4047,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,395fdb52-691a-4d42-a0bd-0dd6ebf8f024,3,4,fdcfafb1-a8e5-41cb-bcfe-8bac110007c9,12d9718f-030a-487e-872c-46372f945e17,2019-11-13 21:38:54.496513,2019-11-13 21:41:14.426214,139.929701,Reasoning Specialist V4,T1.Q10,"How confident are you about your answers, on the whole?",T1.Q10.A7,7,b52a8b58-54e4-4362-9272-e4fe92559ae4,5645481f-a90b-4774-8a6f-2fc054e5b6ea,7,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,4f3bca38-79d9-4a37-aebd-db9a33657fe8,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2467,896b08c1-6d02-4bd5-886d-5e6045370fc3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,2442,5b5b1f55-a1e5-4dec-9499-f1649f6960e4,3,4,1ef11ef2-4e33-42be-91b2-ec9250fc8c00,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:16:46.525040,2019-11-13 22:18:17.894846,91.369806,Reasoning Specialist V4,T1.Q1,Does the passage contain... (check all that apply):,T1.Q1.A5,Arguments or quotes from both sides,70b43066-c1d4-4b85-935e-62ba5be15578,d28fca9a-9359-49ce-82d5-4d80e3270dfc,Arguments or quotes from both sides,1,2,"[{""case_number"": 1, ""text"": ""I do not recall discussing WikiLeaks with him"", ""answer_id"": 4746, ""end"": 1369, ""start"": 1324}, {""case_number"": 1, ""text"": ""more information would be coming"", ""answer_id"": 4746, ""end"": 1160, ""start"": 1128}]"
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,4f3bca38-79d9-4a37-aebd-db9a33657fe8,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2467,896b08c1-6d02-4bd5-886d-5e6045370fc3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,2442,5b5b1f55-a1e5-4dec-9499-f1649f6960e4,3,4,1ef11ef2-4e33-42be-91b2-ec9250fc8c00,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:16:46.525040,2019-11-13 22:18:17.894846,91.369806,Reasoning Specialist V4,T1.Q9,"How difficult was this task for you, on the whole?",T1.Q9.A2,2,669c039c-500b-4046-a096-e5bab0f17827,62943293-11ad-45e3-931e-9a793cbdafb3,2,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,4f3bca38-79d9-4a37-aebd-db9a33657fe8,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2467,896b08c1-6d02-4bd5-886d-5e6045370fc3,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,2442,5b5b1f55-a1e5-4dec-9499-f1649f6960e4,3,4,1ef11ef2-4e33-42be-91b2-ec9250fc8c00,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:16:46.525040,2019-11-13 22:18:17.894846,91.369806,Reasoning Specialist V4,T1.Q10,"How confident are you about your answers, on the whole?",T1.Q10.A8,8,2db75b7e-f2c2-4ea7-a88e-db0caa1dc7f4,77b7d573-2bff-4036-8359-a7808e6410b8,8,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,157ece74-6d01-4de4-8280-c5e9c4768e25,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,06b27adb-cf0f-4a79-a062-5bdd5e2b95d2,3,4,f57efa08-3613-4118-89cb-0c23b5b6ca34,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:16:46.655055,2019-11-13 22:20:17.214057,210.559002,Reasoning Specialist V4,T1.Q1,Does the passage contain... (check all that apply):,T1.Q1.A6,None of the above,dbc1959f-22a2-4a14-afe9-7b470563fc14,775fee3e-98b4-4496-9d6e-8184c26045ff,None of the above,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,157ece74-6d01-4de4-8280-c5e9c4768e25,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,06b27adb-cf0f-4a79-a062-5bdd5e2b95d2,3,4,f57efa08-3613-4118-89cb-0c23b5b6ca34,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:16:46.655055,2019-11-13 22:20:17.214057,210.559002,Reasoning Specialist V4,T1.Q9,"How difficult was this task for you, on the whole?",T1.Q9.A9,9,750fed5b-fc16-4313-bf63-7011ac6dcc64,4cef4c84-e5f0-4b49-8a4b-e95b42250558,9,0,0,[]
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,ff62dc00-85e0-4d67-acf4-13bc60ac04a4,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2468,157ece74-6d01-4de4-8280-c5e9c4768e25,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,06b27adb-cf0f-4a79-a062-5bdd5e2b95d2,3,4,f57efa08-3613-4118-89cb-0c23b5b6ca34,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:16:46.655055,2019-11-13 22:20:17.214057,210.559002,Reasoning Specialist V4,T1.Q10,"How confident are you about your answers, on the whole?",T1.Q10.A2,2,d7b53b03-a34e-48e5-aa11-8f93a36ee33a,4c2c9355-6468-46bd-a82f-bd44d814d507,2,0,0,[]
