article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,3d2ef8e4-6aa6-401d-988f-40612ce49f28,Semantics2020_03,Language,1,,{},1,164,198,a retelling of the 2005 CIA report
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,090a112f-e19f-4f84-8058-28660c9f75ac,Semantics2020_03,Language,3,,{},4,341,348,COVID19
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,090a112f-e19f-4f84-8058-28660c9f75ac,Semantics2020_03,Language,3,,{},4,871,879,COVID-19
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,090a112f-e19f-4f84-8058-28660c9f75ac,Semantics2020_03,Language,3,,{},4,259,261,"\u201d."
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,090a112f-e19f-4f84-8058-28660c9f75ac,Semantics2020_03,Language,3,,{},4,527,530,"\u201d ."
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,a01c764d-1b95-46b5-a83b-111d9ab0c844,Semantics2020_03,Language,4,,{},1,418,431,was voiced by
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,cc697ff1-ab8b-4797-a833-775558e27d33,Semantics2020_03,Language,6,,{},1,739,756,surprisingly true
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,c0417cbe-e272-4faf-a4e4-95696e41e9e3,Semantics2020_03,Language,10,,{},1,1540,1562,quoted Visao as saying
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,20b2a14e-e354-441a-b055-b767520a4594,Semantics2020_03,Language,11,,{},1,1565,1600,No one will be ready for a pandemic
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,75596826-e944-437c-9d18-71d79ae07adb,Semantics2020_03,Probability,1,,{},1,1326,1343,likely candidates
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,5ff8b7aa-390d-4878-99e6-532e4bdfcc68,Semantics2020_03,Probability,5,,{},1,1762,1777,will need weeks
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,7bfe5829-7c95-4574-8a8c-5c22a0d2d0a0,Semantics2020_03,Probability,6,,{},3,1850,1855,could
CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3885,3113cf9a-d876-49a7-845d-36472205d2a9,Covid_Semantics1.0.adjudicated,b471eb8f-686e-43dc-a620-506af7e3fb6f,Adjudicator Nick Adams HLTR source task 854 article number 2005 project 185,True,ec2f8acd-f57b-4033-94ba-7d454a30c1ec,7bfe5829-7c95-4574-8a8c-5c22a0d2d0a0,Semantics2020_03,Probability,6,,{},3,2013,2022,can carry
