article_num,article_sha256,task_uuid,schema_namespace,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content
100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,072df47b-75cd-4108-b468-d0242c8322e1,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,086c7c0a-40ad-479e-bee0-6896d4ec3d33,Argument relevance,1,ordinal,1,0.9408975423966092,0.9408975423966092,[],NA,NA,0.9408975423966092,0.5,0.5,3,6,NA,How important is the argument in bolded text to the overall article?,It is the main argument of the entire article
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,1c83e500-6720-43f3-9a63-495916a1072d,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
100002,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,20351b47-0f7a-441a-920b-905854416942,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,26b7fd1a-1be1-4150-bab7-98931839d974,Argument relevance,1,ordinal,1,0.9057883220162936,0.9057883220162936,"[1035, 1036, 1037, 1038, 1039, 1040, 1041, 1042, 1043, 1044, 1045, 1046, 1047, 1048, 1049, 1050, 1051, 1052, 1053, 1054, 1055, 1056, 1057, 1058, 1059, 1060, 1061, 1062, 1063, 1064, 1065, 1066, 1067, 1068, 1069, 1070, 1071, 1072, 1073, 1074, 1075, 1076, 1077, 1078, 1079, 1080, 1081, 1082, 1083, 1084, 1085, 1086, 1087, 1088, 1089, 1090, 1091, 1092, 1093, 1094, 1095, 1096, 1097, 1098, 1099, 1100, 1101, 1102, 1103, 1104, 1105, 1106, 1107, 1108, 1109, 1110, 1111, 1112, 1113, 1114, 1115, 1116, 1117, 1118, 1119, 1120, 1121, 1122, 1123, 1124, 1125, 1126, 1127, 1128, 1129, 1130, 1131, 1132, 1133, 1134, 1135, 1136, 1137, 1138, 1139, 1140, 1141, 1142, 1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152, 1153, 1154, 1155, 1156, 1157, 1158, 1159, 1160, 1161, 1162, 1163, 1164, 1165, 1166, 1167, 1168, 1169, 1170, 1171, 1172, 1173, 1174, 1175, 1176, 1177, 1178, 1179]",0.7345654524752683,0.7345654524752683,0.8201768872457809,0.5,0.5,4,6,Trump has basically declared that we will no longer be the piggy bank of the world. We are free traders. All we seek is free and reciprocal trade,How important is the argument in bolded text to the overall article?,It is the main argument of the entire article
100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,2945fb96-45a2-40b8-a9e1-54806cd5eea8,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,390a3c0d-34ac-49ef-86fd-b8eddc84e63a,Argument relevance,1,ordinal,3,0.8883835593912472,0.8883835593912472,[],NA,NA,0.8883835593912472,0.5,0.5,3,6,NA,How important is the argument in bolded text to the overall article?,It is an argument that the author has only limited interest in supporting or refuting
100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,39594f29-7475-4ade-975d-8dd7a96586b9,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,429a2ea2-b686-4096-80ff-8e6df6a9bbea,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,45383be5-c10f-4f75-b592-9a35d78f493d,Argument relevance,1,ordinal,2,0.874469117916141,0.874469117916141,L,L,L,0.4372345589580705,0.5,0.5,4,6,N/A,How important is the argument in bolded text to the overall article?,It is one of a few arguments the author wants the audience to agree with
100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,609641ec-9a44-49ef-b4b6-54d5e5ad6c8a,Argument relevance,1,ordinal,1,0.8883835593912472,0.8883835593912472,[],NA,NA,0.8883835593912472,0.5,0.5,3,6,NA,How important is the argument in bolded text to the overall article?,It is the main argument of the entire article
100002,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,774b6b88-567a-49fe-a63e-a502f20b6419,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
100003,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,87f1cb9f-97c1-4392-bfb7-03eaf13918d9,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,8f7d5511-2cbb-4662-ae62-4d4d4cd6c21c,Argument relevance,1,ordinal,M,0.765859972576889,0.765859972576889,M,M,M,0.3829299862884445,0.5,0.5,3,6,M,How important is the argument in bolded text to the overall article?,M
100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,95f9e9a1-771e-4b66-ac26-88d22b81643c,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,a28cd465-35d2-4f2b-8f5f-344b9e4ff1af,Argument relevance,1,ordinal,2,0.874469117916141,0.874469117916141,"[5172, 5173, 5174, 5175, 5176, 5177, 5178, 5179, 5180, 5181, 5182, 5183, 5184, 5185, 5186, 5187, 5188, 5189, 5190, 5191, 5192, 5193, 5194, 5195, 5196, 5197, 5198, 5199, 5200, 5201, 5202, 5203, 5204, 5205, 5206, 5207, 5208, 5209, 5210, 5211, 5212, 5213, 5214, 5215, 5216, 5217, 5218, 5219, 5220, 5221, 5222, 5223, 5224, 5225, 5226, 5227, 5228, 5229, 5230, 5231, 5232, 5233, 5234, 5235, 5236, 5237, 5238, 5239, 5240, 5241, 5242, 5243, 5244, 5245, 5246, 5247, 5248, 5249, 5250, 5251, 5252, 5253, 5254, 5255, 5256, 5257, 5258, 5259, 5260, 5261, 5262, 5263, 5264, 5265, 5266, 5267, 5268, 5269, 5270, 5271, 5272, 5273, 5274, 5275, 5276, 5277, 5278, 5279, 5280, 5281, 5282, 5283, 5284, 5285, 5286, 5287, 5288, 5289, 5290, 5291, 5292, 5293, 5294, 5295, 5296, 5297, 5298, 5299, 5300, 5301, 5302, 5303, 5304, 5305, 5306, 5307, 5308, 5309, 5310, 5311, 5312, 5313, 5314, 5315, 5316, 5317, 5318, 5319, 5320, 5321, 5322, 5323, 5324, 5325, 5326, 5327, 5328, 5329, 5330, 5331, 5332, 5333, 5334, 5335, 5336, 5337, 5338, 5339, 5340, 5341, 5342, 5343, 5344, 5345, 5346, 5347, 5348, 5349, 5350, 5351, 5352, 5353, 5354, 5355, 5356, 5357, 5358, 5359, 5360, 5361, 5362, 5363, 5364, 5365, 5366, 5367, 5368, 5369, 5370, 5371, 5372, 5373, 5374, 5375, 5376, 5377, 5378, 5379, 5380, 5381]",0.8917750940416455,0.8917750940416455,0.8831221059788932,0.5,0.5,4,6,"Patients should ask their physicians, ‘What are the side effects of me taking this opioid and do you think my pain could be treated effectively [another way], because I know how dangerous these medicines can be",How important is the argument in bolded text to the overall article?,It is one of a few arguments the author wants the audience to agree with
100002,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,b54212ef-47bb-4455-8705-3992e5a3151f,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
100000,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,cc392552-ef17-4a13-bfb9-f9ec1fbc0609,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
100002,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,cca48212-7b0d-4e75-a981-a624022baae4,Argument relevance,1,ordinal,U,0.9708536543404835,0.9708536543404835,U,U,U,0.48542682717024177,0.5,0.5,2,6,U,How important is the argument in bolded text to the overall article?,U
100003,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,d553bc0c-3ea5-4b27-82b4-ac679e1accf0,Argument relevance,1,ordinal,1,0.9740917395500914,0.9740917395500914,[],NA,NA,0.9740917395500914,0.5,0.5,3,6,NA,How important is the argument in bolded text to the overall article?,It is the main argument of the entire article
100003,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,db264344-de27-4bbc-bdad-58809df009b5,Argument relevance,1,ordinal,2,0.8883835593912472,0.8883835593912472,[],NA,NA,0.8883835593912472,0.5,0.5,3,6,NA,How important is the argument in bolded text to the overall article?,It is one of a few arguments the author wants the audience to agree with
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e273fcef-f5a5-40c0-bcc2-8f240ed3469e,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
100002,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,e44e0dce-f689-4ca8-88e5-332074f56994,Argument relevance,1,ordinal,2,0.8883835593912472,0.8883835593912472,[],NA,NA,0.8883835593912472,0.5,0.5,3,6,NA,How important is the argument in bolded text to the overall article?,It is one of a few arguments the author wants the audience to agree with
100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,f3a41cc2-1598-455b-8817-ad9dfb78ba0a,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f8b7e728-7c83-44da-8f11-7ecedd2fc322,Argument relevance,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,6,U,How important is the argument in bolded text to the overall article?,U
100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,fc0539f4-75ea-41af-b43c-2029d22d022d,Argument relevance,1,ordinal,3,0.8334701898431784,0.8334701898431784,"[1539, 1540, 1541, 1542, 1543, 1544, 1545, 1546, 1547, 1548, 1549, 1550, 1551, 1552, 1553, 1554, 1555, 1556, 1557, 1558, 1559, 1560, 1561, 1562, 1563, 1564, 1565, 1566, 1567, 1568, 1569, 1570, 1571, 1572, 1573, 1574, 1575, 1576, 1577, 1578, 1579, 1580, 1581, 1582, 1583, 1584, 1585, 1586, 1587, 1588, 1589, 1590, 1591, 1592, 1593, 1594, 1595, 1596, 1597, 1598, 1599, 1600, 1601, 1602, 1603, 1604, 1605, 1606, 1607, 1608, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616, 1617, 1618, 1619, 1620, 1621, 1622, 1623, 1624, 1625, 1626, 1627, 1628, 1629, 1630, 1631, 1632, 1633, 1634, 1635, 1636, 1637, 1638, 1639, 1640, 1641, 1642, 1643, 1644, 1645, 1646, 1647, 1648, 1649, 1650, 1651, 1652, 1653, 1654, 1655, 1656, 1657, 1658, 1659, 1660, 1661, 1662, 1663, 1664, 1665, 1666, 1667, 1668]",0.6096807466459708,0.6096807466459708,0.7215754682445746,0.5,0.5,5,6,Abbott is also up for reelection this year. An average of polls show him with a sizable lead over Democratic candidate Lupe Valdez,How important is the argument in bolded text to the overall article?,It is an argument that the author has only limited interest in supporting or refuting
