schema_namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
ArgumentRelevance_2019_04_16,101378d4de4ac771fe9860657086b245ca47a1dac0316f3a1825b7fe66625157,1f2f3bc4-adc6-4c3c-8293-6ae84c5f693f,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",27a632fa-7dd5-468f-a120-21eb3c4716c2,T1.Q1,The bolded argument is....,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,7e2739de-127d-43ea-9f51-c9f3c6b3ec35,T1.Q1.A1,The main argument of the article,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
ArgumentRelevance_2019_04_16,101378d4de4ac771fe9860657086b245ca47a1dac0316f3a1825b7fe66625157,1f2f3bc4-adc6-4c3c-8293-6ae84c5f693f,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",27a632fa-7dd5-468f-a120-21eb3c4716c2,T1.Q1,The bolded argument is....,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,ea011d00-6ee6-4afb-b939-5f2838fa87d0,T1.Q1.A2,One of several key arguments,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
ArgumentRelevance_2019_04_16,101378d4de4ac771fe9860657086b245ca47a1dac0316f3a1825b7fe66625157,1f2f3bc4-adc6-4c3c-8293-6ae84c5f693f,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",27a632fa-7dd5-468f-a120-21eb3c4716c2,T1.Q1,The bolded argument is....,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,f999a3ad-5b3d-43df-968b-67200e324f8c,T1.Q1.A3,A minor or side argument,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
ArgumentRelevance_2019_04_16,101378d4de4ac771fe9860657086b245ca47a1dac0316f3a1825b7fe66625157,1f2f3bc4-adc6-4c3c-8293-6ae84c5f693f,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",27a632fa-7dd5-468f-a120-21eb3c4716c2,T1.Q1,The bolded argument is....,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,e69ee74f-c015-4a5d-b73c-8948433f2fa5,T1.Q1.A4,Irrelevant to the main argument(s) of the article,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
ArgumentRelevance_2019_04_16,101378d4de4ac771fe9860657086b245ca47a1dac0316f3a1825b7fe66625157,1f2f3bc4-adc6-4c3c-8293-6ae84c5f693f,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",27a632fa-7dd5-468f-a120-21eb3c4716c2,T1.Q1,The bolded argument is....,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,eb701106-1628-4c4e-8cc8-0f5894351354,T1.Q1.A5,Effectively undermined by the main argument(s) of the article,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
ArgumentRelevance_2019_04_16,101378d4de4ac771fe9860657086b245ca47a1dac0316f3a1825b7fe66625157,1f2f3bc4-adc6-4c3c-8293-6ae84c5f693f,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",27a632fa-7dd5-468f-a120-21eb3c4716c2,T1.Q1,The bolded argument is....,CHECKBOX,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",6,90594e62-8d6d-4972-be54-28badac7645e,T1.Q1.A6,Successfully undermines the author's main argument,,1,1,"{""case_numbers"": true, ""highlight"": true, ""version"": ""4"", ""require_highlight"": true}"
ArgumentRelevance_2019_04_16,101378d4de4ac771fe9860657086b245ca47a1dac0316f3a1825b7fe66625157,1f2f3bc4-adc6-4c3c-8293-6ae84c5f693f,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",45c79f8f-5134-42cb-83b0-5c56279a1a34,T1.Q2,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,ff88ffa6-a98f-4437-9f6b-da891e477499,T1.Q2.A1,1: Easier than anything I've ever done in a classroom setting,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
ArgumentRelevance_2019_04_16,101378d4de4ac771fe9860657086b245ca47a1dac0316f3a1825b7fe66625157,1f2f3bc4-adc6-4c3c-8293-6ae84c5f693f,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",45c79f8f-5134-42cb-83b0-5c56279a1a34,T1.Q2,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,b840eb21-2518-4515-bd15-9c8922bd74bf,T1.Q2.A2,2,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
ArgumentRelevance_2019_04_16,101378d4de4ac771fe9860657086b245ca47a1dac0316f3a1825b7fe66625157,1f2f3bc4-adc6-4c3c-8293-6ae84c5f693f,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",45c79f8f-5134-42cb-83b0-5c56279a1a34,T1.Q2,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,4dfe8ad3-0410-4197-9067-534256ae42fa,T1.Q2.A3,3,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
ArgumentRelevance_2019_04_16,101378d4de4ac771fe9860657086b245ca47a1dac0316f3a1825b7fe66625157,1f2f3bc4-adc6-4c3c-8293-6ae84c5f693f,Argument relevance,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",45c79f8f-5134-42cb-83b0-5c56279a1a34,T1.Q2,"How difficult was this task for you, on the whole?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",10,21a39b7e-8510-4cf2-85bf-5a1895e8a21f,T1.Q2.A4,4,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
