schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q2.A1,T1.Q2.A2,T1.Q2.A3,T1.Q3.A1,T1.Q3.A2,T1.Q3.A3,T1.Q3.A4,T1.Q3.A5,T1.Q3.A6,T1.Q3.A7,T1.Q3.A8,T1.Q3.A9,T1.Q4,T1.Q5,T1.Q6,T1.Q7,T1.Q8,T1.Q9,T1.Q11,T1.Q12,T1.Q13,T1.Q14,T1.Q15,T1.Q16
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,dff21724-57ba-41a6-ad49-015f9e02dcbc,e1ae8875-a398-4dde-8f4e-4b21109784e3,2018-08-29 18:34:18.673902,2018-08-29 18:47:37.554308,798.880406,"T1.Q2, T1.Q3, T1.Q5, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,1,1,0,0,0,0,1,0,0,,Slightly representative,,,"They are not saying that greater surface area causes autism, but that it is a predictor that may have the same underlying cause. Seems like strong evidence for that much, although it may be more true for children with a genetic predisposition towards autism, perhaps not for all.",Somewhat less likely,Yes,Very Unlikely,Somewhat Unlikely,"Yes, expicitly",5: Middling difficulty,8
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,d4f7b0b6-3ae7-4122-ba02-947458877ad3,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-08-26 23:07:58.069315,2018-08-26 23:17:37.662585,579.59327,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,1,1,0,1,1,0,1,0,0,,Fairly representative,Can't tell; not enough info,,small sample size,Somewhat less likely,Yes,Somewhat Unlikely,Somewhat Unlikely,"Yes, expicitly",3,7
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,23e690b2-f2e5-4d7e-a0ef-9c96791b38a2,e4a2f20b-0ee3-4d4c-a622-e392d1150ec8,2018-08-27 05:08:47.959608,2018-08-27 05:11:32.030603,164.070995,"T1.Q2, T1.Q11, T1.Q14, T1.Q15, T1.Q16",0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,No,,,"Yes, implicitly",2,10: 100% certain about all my answers
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,352ef187-11fa-477b-97b2-5baf50f2295c,f9143626-bfe0-4e69-b652-6d1525ab4eb0,2018-08-28 02:02:03.124936,2018-08-28 02:02:24.884404,21.759468,"T1.Q2, T1.Q11, T1.Q14, T1.Q15, T1.Q16",0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,No,,,"No, not at all",4,2
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,d1c1f145-0d92-4d27-a2ea-97dc24cc5ba2,6ae640df-8dbc-4401-ae14-0636d2c0d086,2018-08-28 18:59:21.537195,2018-08-28 19:09:19.713150,598.175955,"T1.Q2, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,Yes,Somewhat Unlikely,Not Sure,"Yes, expicitly",4,8
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,b0988b90-4f36-49a3-ba86-5b79075023cb,fed45769-aa61-4b8b-847e-a9c799acce15,2018-08-28 19:13:48.053488,2018-08-28 19:25:30.205737,702.152249,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,0,0,0,0,1,0,0,0,0,,Somewhat representative,Appropriate control,Can't tell; not enough info,Genetics,Equally likely,Yes,Neither Likely nor Unlikely,Somewhat Unlikely,"Yes, implicitly",7,7
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,68e3de65-4b93-4eeb-bd32-a67f62f0f1e2,d55a5d06-7f8d-4450-bee1-e293f6265840,2018-08-28 22:51:27.478941,2018-08-28 22:54:29.685834,182.206893,"T1.Q2, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,Yes,Somewhat Likely,Somewhat Unlikely,"Yes, implicitly",3,8
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,3d6cb47d-0a1d-4538-a082-837bdcd783c3,aa967b51-e15e-4210-862a-18ffbb6aac7b,2018-08-28 22:47:40.889364,2018-08-28 22:59:53.455490,732.566126,"T1.Q2, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,Yes,Neither Likely nor Unlikely,Very Unlikely,"Yes, expicitly",3,9
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,a87e243f-4afb-4935-9151-3bace319e85d,5c1e8c1e-0766-425a-a122-eabf8998349d,2018-08-29 05:57:12.462978,2018-08-29 06:30:40.509540,2008.046562,"T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,1,0,1,0,0,0,1,0,1,0,0,,Somewhat representative,Can't tell; not enough info,,Small sample size,Somewhat less likely,Yes,Somewhat Unlikely,Very Unlikely,"Yes, implicitly",6,7
EvidenceSpecialist_2018_08_24.1,16bce7d8c21dc827d03e08ebd67c420f718c2dad9ed50311c825fddddca7b06e,d2de0341-c711-40d0-9790-176e94e84c67,https://pe.goodlylabs.org/project/Demo1Evi/task/1253,18,17,SSSPETest3-Demo1,1721,1721SSSArticle.txt,dbbab7ece1d8402b23783838539eb009f3064910120403ced379ee8185421ec9,cd4d5143-486e-40ad-b9b6-f31a7e5357c0,e44f5799-6915-45fd-874e-060f6afedcb9,2018-08-28 06:45:28.021852,2018-08-28 06:50:18.096912,290.07506,"T1.Q2, T1.Q3, T1.Q8, T1.Q9, T1.Q11, T1.Q12, T1.Q13, T1.Q14, T1.Q15, T1.Q16",1,0,0,0,0,0,1,0,0,0,0,0,,,,,we intervene all the time anyway,Much less likely,Yes,Somewhat Likely,Not Sure,"Yes, expicitly",5: Middling difficulty,6
