article_num,article_sha256,task_uuid,schema_namespace,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5e6be628-7355-4fc3-91be-da7710171cc2,Probability,1,ordinal,1,0.8020924636173948,0.8020924636173948,L,L,L,0.4010462318086974,0.5,0.5,4,3,N/A,Does the text make any claims with great confidence? Highlight the relevant part.,Yes
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5e6be628-7355-4fc3-91be-da7710171cc2,Probability,2,ordinal,3,0.8390359525563189,0.8390359525563189,[],NA,NA,0.8390359525563189,0.5,0.5,4,5,NA,To what extent does the confidence (or lack thereof) seem justified?,Somewhat justified
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5e6be628-7355-4fc3-91be-da7710171cc2,Probability,3,ordinal,1,0.8020924636173948,0.8020924636173948,L,L,L,0.4010462318086974,0.5,0.5,4,3,N/A,Does the text acknowledge that the favored theory is in any way uncertain?,"Yes, explicitly"
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5e6be628-7355-4fc3-91be-da7710171cc2,Probability,4,ordinal,6,0.9559032884214784,0.9559032884214784,L,L,L,0.4779516442107392,0.5,0.5,4,6,N/A,"If a number is given, are relevant comparison numbers given to provide context?","Proportion to comparison number given (e.g. ""twice as many,"" ""4% more"")"
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5e6be628-7355-4fc3-91be-da7710171cc2,Probability,5,ordinal,1,0.8020924636173948,0.8020924636173948,L,L,L,0.4010462318086974,0.5,0.5,4,3,N/A,"Does the text present any numbers with more precision than is justified? (e.g., an exact number as if it was definitely exactly right, when it can only be an estimate.)",Yes
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5e6be628-7355-4fc3-91be-da7710171cc2,Probability,6,ordinal,1,0.8073549220576041,0.8073549220576041,L,L,L,0.40367746102880203,0.5,0.5,4,4,N/A,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly"
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5e6be628-7355-4fc3-91be-da7710171cc2,Probability,7,ordinal,3,0.796641282313959,0.796641282313959,L,L,L,0.3983206411569795,0.5,0.5,4,5,N/A,Does the text acknowledge the possibility of additional evidence that would (check all that apply):,Add evidence to the claim
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5e6be628-7355-4fc3-91be-da7710171cc2,Probability,8,ordinal,9,0.8061752848319717,0.8061752848319717,[],NA,NA,0.8061752848319717,0.5,0.5,4,10,NA,"How confident are you about your answers, on the whole?",9
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5e6be628-7355-4fc3-91be-da7710171cc2,Probability,9,0,0,0,0,0,0,0,0.0,0.5,0.5,0,0,0,Please let us know if you have suggestions for how we might improve this task or its interface. Thank you for participating!,zero
100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,f7899f8e-96e5-46ee-a901-c03dc83eec28,Probability,1,ordinal,U,1.0,1.0,U,U,U,0.5,0.5,0.5,1,3,U,Does the text make any claims with great confidence? Highlight the relevant part.,U
