Article ID,Credibility Indicator ID,Credibilty Indicator Category,Credibility Indicator Name,Points,Indices of Label in Article,Start,End,target_text
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,E0,Evidence,Quality of evidence,0.0,L,-1,-1,nan
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,E0,Evidence,Sample representativeness,0.0,L,-1,-1,nan
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,E0,Evidence,Alternative explanation,0.0,-1,-1,-1,nan
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,E0,Evidence,Alternative explanation,0.0,-1,-1,-1,nan
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,E0,Evidence,Statistical uncertainty,-0.8526671436161601,L,-1,-1,nan
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,E0,Evidence,Systematic uncertainty,-0.4171583424838258,-1,-1,-1,nan
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,E0,Evidence,Open to evidence,-1.5237860395527745,-1,-1,-1,nan
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,L0,Language,Other problematic tone,-1.0053621015675982,-1,-1,-1,nan
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,L0,Language,Well-balanced,0.27450770252034723,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025, 2026, 2027, 2028, 2029, 2030, 2031, 2032, 2033, 2034, 2035, 2036, 2037, 2038, 2039, 2040, 2041, 2042, 2043, 2044, 2045, 2046, 2047, 2048, 2049, 2050, 2051, 2052, 2053, 2054, 2055, 2056, 2057, 2058, 2059, 2060, 2061, 2062, 2063, 2064, 2065, 2066, 2067, 2068, 2069, 2070, 2071, 2072, 2073, 2074, 2075, 2076, 2077, 2078, 2079, 2080, 2081, 2082, 2083, 2084, 2085, 2086, 2087, 2088, 2089, 2090, 2091, 2092, 2093, 2094, 2095, 2096, 2097, 2098, 2099, 2100, 2101, 2102, 2103, 2104, 2105, 2106, 2107, 2108, 2109, 2110, 2111, 2112, 2113, 2114, 2115, 2116, 2117, 2118, 2119, 2120, 2121, 2122, 2123, 2124, 2125, 2126, 2127, 2128, 2129, 2130, 2131, 2132, 2133, 2134, 2135, 2136, 2137, 2138, 2139, 2140, 2141, 2142, 2143, 2144, 2145, 2146, 2147, 2148, 2149, 2150, 2151, 2152, 2153, 2154, 2155, 2156, 2157, 2158, 2159, 2160, 2161, 2162, 2163, 2164, 2165, 2166, 2167, 2168, 2169, 2170, 2171, 2172, 2173, 2174]",2005,2175,The scans also showed that the changes were more dramatic in the astronauts who spent months aboard the ISS as opposed to those who only had brief trips aboard the shuttle
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,P0,Probability,Inappropriate confidence,-0.41346135809942336,-1,-1,-1,nan
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,P0,Probability,False precision,-0.5356603597245225,"[1314, 1315, 1316, 1317, 1318]",1314,1318,could//may//believes
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,P0,Probability,False precision,0,"[1540, 1541, 1542]",1540,1542,could//may//believes
c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,P0,Probability,False precision,0,"[1888, 1889, 1890, 1891, 1892, 1893, 1894]",1888,1895,could//may//believes
