,article_num,article_sha256,article_id,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
0,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,bdd80524-b482-4f27-9ac4-cf371f5893dd,75596826-e944-437c-9d18-71d79ae07adb,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,1,da7862b6-36a1-4e8b-8acd-ae75e1cd516b,ordinal,1,0.5666966351737253,0.5666966351737253,[],,,0.5666966351737253,4,3,,Does the text make any claims with great confidence? Highlight the relevant part.,Yes,True
29,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,2ebf155a-18e2-4552-a0b4-440877df74cb,77321210-1b14-4112-b775-b52423c41919,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,6,9641a3b1-9b19-46f9-b1f7-80b79bf5d6a1,nominal,1,0.5,0.16666666666666669,[],,,0.5,6,5,,Are any numbers given?,No,True
19,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,1ec3b603-ba25-42f7-8404-bf47fcdf1f2b,7bfe5829-7c95-4574-8a8c-5c22a0d2d0a0,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,6,9641a3b1-9b19-46f9-b1f7-80b79bf5d6a1,nominal,1,0.75,0.5,[],,,0.75,4,5,,Are any numbers given?,No,True
3,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,bdd80524-b482-4f27-9ac4-cf371f5893dd,75596826-e944-437c-9d18-71d79ae07adb,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,6,9641a3b1-9b19-46f9-b1f7-80b79bf5d6a1,nominal,1,1.0,1.0,[],,,1.0,4,5,,Are any numbers given?,No,True
11,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3b5cdc96-0bb8-4b25-90b6-6766682b70b9,5ff8b7aa-390d-4878-99e6-532e4bdfcc68,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,6,9641a3b1-9b19-46f9-b1f7-80b79bf5d6a1,nominal,1,1.0,1.0,[],,,1.0,4,5,,Are any numbers given?,No,True
39,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,18115c41-fbba-4943-bcd5-19b272390f85,2cbd3c90-8772-4867-bff9-e88229887b5f,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,6,cebf597c-b0ec-4e43-b83c-5a3e1c7caf7c,nominal,2,0.8,0.6000000000000001,[],,,0.8,5,5,,Are any numbers given?,"Yes, one number",True
7,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,bdd80524-b482-4f27-9ac4-cf371f5893dd,75596826-e944-437c-9d18-71d79ae07adb,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,14,4d91272d-68e3-48bf-9741-67110f84be88,ordinal,4,0.6637520722235215,0.6637520722235215,[],,,0.6637520722235215,4,10,,"How confident are you about your answers, on the whole?",4,True
40,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,18115c41-fbba-4943-bcd5-19b272390f85,2cbd3c90-8772-4867-bff9-e88229887b5f,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,7,5dea56a7-545d-41f0-a567-0608412c3653,nominal,1,0.5,0.25,[],,,0.5,4,5,,"Since a number is given, is a comparison number (i.e. a baseline number) for a similar case given for context?",No numbers given,True
41,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,18115c41-fbba-4943-bcd5-19b272390f85,2cbd3c90-8772-4867-bff9-e88229887b5f,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,10,5274cf9e-6408-4966-8129-ecdfaf9d7cfc,ordinal,3,0.5666966351737253,0.5666966351737253,[],,,0.5666966351737253,4,3,,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No,True
12,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3b5cdc96-0bb8-4b25-90b6-6766682b70b9,5ff8b7aa-390d-4878-99e6-532e4bdfcc68,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,11,e4d73e62-c565-44d2-899a-3117d38c101e,ordinal,1,0.4044771557792721,0.4044771557792721,[],,,0.4044771557792721,6,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly",True
32,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,2ebf155a-18e2-4552-a0b4-440877df74cb,77321210-1b14-4112-b775-b52423c41919,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,11,80a9713a-14d3-47ed-9b92-f90853e73f60,ordinal,3,0.6801857213177692,0.6801857213177692,[],,,0.6801857213177692,5,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,I can't tell,True
4,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,bdd80524-b482-4f27-9ac4-cf371f5893dd,75596826-e944-437c-9d18-71d79ae07adb,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,11,640a1a6e-92fb-432b-9d37-3a5ae7dca7b9,ordinal,2,0.7385607144917591,0.7385607144917591,[],,,0.7385607144917591,7,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, implicitly",True
10,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3b5cdc96-0bb8-4b25-90b6-6766682b70b9,5ff8b7aa-390d-4878-99e6-532e4bdfcc68,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,5,4f162277-faca-46d2-9da6-760023182275,ordinal,3,0.5527241956246547,0.5527241956246547,[],,,0.5527241956246547,4,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
22,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,1ec3b603-ba25-42f7-8404-bf47fcdf1f2b,7bfe5829-7c95-4574-8a8c-5c22a0d2d0a0,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,11,e4d73e62-c565-44d2-899a-3117d38c101e,ordinal,1,0.5039663461771443,0.5039663461771443,[],,,0.5039663461771443,6,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"Yes, explicitly",True
23,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,1ec3b603-ba25-42f7-8404-bf47fcdf1f2b,7bfe5829-7c95-4574-8a8c-5c22a0d2d0a0,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,12,3cad88f8-4cb5-4242-9560-ca443542eb90,nominal,3,0.75,0.5,[],,,0.75,4,5,,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,Add evidence to the claim,True
5,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,bdd80524-b482-4f27-9ac4-cf371f5893dd,75596826-e944-437c-9d18-71d79ae07adb,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,12,2d1ba4b2-ed66-4ecf-bf8c-ad5587b21991,nominal,2,0.6666666666666666,0.3333333333333333,[],,,0.6666666666666666,6,5,,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,Challenge the claim,True
13,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3b5cdc96-0bb8-4b25-90b6-6766682b70b9,5ff8b7aa-390d-4878-99e6-532e4bdfcc68,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,12,cf7dab27-c4f3-4644-bdc1-80085d3344a9,nominal,1,0.6,0.2,[],,,0.6,5,5,,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,Change the claim fundamentally,True
6,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,bdd80524-b482-4f27-9ac4-cf371f5893dd,75596826-e944-437c-9d18-71d79ae07adb,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,13,4b1bcfd1-d43c-4de7-af2c-3840c55330f3,ordinal,3,0.7103413950482935,0.7103413950482935,[],,,0.7103413950482935,4,10,,"How difficult was this task for you, on the whole?",3,True
14,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3b5cdc96-0bb8-4b25-90b6-6766682b70b9,5ff8b7aa-390d-4878-99e6-532e4bdfcc68,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,13,5a04cd0b-741f-42a4-be0d-6e43707382d9,ordinal,4,0.8864698968789163,0.8864698968789163,[],,,0.8864698968789163,4,10,,"How difficult was this task for you, on the whole?",4,True
34,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,2ebf155a-18e2-4552-a0b4-440877df74cb,77321210-1b14-4112-b775-b52423c41919,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,13,996f482d-49c8-430d-a9a3-5c952b217e5f,ordinal,5,0.7775135306448067,0.7775135306448067,[],,,0.7775135306448067,5,10,,"How difficult was this task for you, on the whole?",5: Middling difficulty,True
24,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,1ec3b603-ba25-42f7-8404-bf47fcdf1f2b,7bfe5829-7c95-4574-8a8c-5c22a0d2d0a0,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,13,5a04cd0b-741f-42a4-be0d-6e43707382d9,ordinal,4,0.7605078530008333,0.7605078530008333,[],,,0.7605078530008333,4,10,,"How difficult was this task for you, on the whole?",4,True
44,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,18115c41-fbba-4943-bcd5-19b272390f85,2cbd3c90-8772-4867-bff9-e88229887b5f,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,13,996f482d-49c8-430d-a9a3-5c952b217e5f,ordinal,5,0.928956851329024,0.928956851329024,[],,,0.928956851329024,5,10,,"How difficult was this task for you, on the whole?",5: Middling difficulty,True
35,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,2ebf155a-18e2-4552-a0b4-440877df74cb,77321210-1b14-4112-b775-b52423c41919,Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,14,e04e4a9b-30a0-4da6-bc29-bcba5acbd7da,ordinal,5,0.6546986993505837,0.6546986993505837,[],,,0.6546986993505837,5,10,,"How confident are you about your answers, on the whole?",5: 50-50,True
