,article_num,article_sha256,article_id,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
0,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,9d4ac736-52b7-40df-b2a9-6164fa081960,b9ba9740-1266-4b5c-b4c2-e8d6d22246c8,Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,1,cb44583b-2234-463b-a084-1daaf1890d88,nominal,1,1.0,1.0,[],,,1.0,3,2,,Why is the source being quoted?,"What the source has said or written is newsworthy by itself. It is important, interesting, and/or meaningful to some newsreaders.",True
69,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,00ef0777-da36-47b0-94d4-135eb520bcfb,2ecf5d81-39a5-4a55-b907-d9df1aa26140,Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,5,0,checklist,L,0.0,1.0,L,L,L,0.0,4,9,L,Highlight all the ways the source is described ...(check & highlight all that apply),L,True
70,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,00ef0777-da36-47b0-94d4-135eb520bcfb,2ecf5d81-39a5-4a55-b907-d9df1aa26140,Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,5,0,checklist,L,0.0,1.0,L,L,L,0.0,4,9,L,Highlight all the ways the source is described ...(check & highlight all that apply),L,True
73,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,00ef0777-da36-47b0-94d4-135eb520bcfb,2ecf5d81-39a5-4a55-b907-d9df1aa26140,Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,5,0,checklist,L,0.0,1.0,L,L,L,0.0,4,9,L,Highlight all the ways the source is described ...(check & highlight all that apply),L,True
129,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,87c60a91-a55a-4a83-84f0-da127ad152c8,6984b33c-d6c6-48fd-b7dd-dfe463073be7,Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,5,0,checklist,L,0.0,1.0,L,L,L,0.0,5,9,L,Highlight all the ways the source is described ...(check & highlight all that apply),L,True
36,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,b27a22c1-bea6-4620-abfa-428d27316d2a,ca1ae7b4-fc13-4c15-9072-ab64df8ace1c,Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,5,0,checklist,L,0.0,1.0,L,L,L,0.0,4,9,L,Highlight all the ways the source is described ...(check & highlight all that apply),L,True
183,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,65fc3c92-5aef-4fef-a3c4-56145a077a33,4e792288-e323-40c0-bc58-821473bb1eb7,Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,5,0,checklist,M,0.2857142857142857,0.7142857142857143,M,M,M,0.14285714285714285,7,9,M,Highlight all the ways the source is described ...(check & highlight all that apply),M,True
86,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,00ef0777-da36-47b0-94d4-135eb520bcfb,2ecf5d81-39a5-4a55-b907-d9df1aa26140,Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,10,514f9652-900d-4a0f-bbc7-489ad38b5e69,ordinal,5,0.7067675943321089,0.7067675943321089,[],,,0.7067675943321089,3,10,,"How confident are you about your answers, on the whole?",5: 50-50,True
180,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,65fc3c92-5aef-4fef-a3c4-56145a077a33,4e792288-e323-40c0-bc58-821473bb1eb7,Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,5,0,checklist,L,0.0,1.0,L,L,L,0.0,7,9,L,Highlight all the ways the source is described ...(check & highlight all that apply),L,True
68,2005,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,raw_3047990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,00ef0777-da36-47b0-94d4-135eb520bcfb,2ecf5d81-39a5-4a55-b907-d9df1aa26140,Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,5,0,checklist,L,0.0,1.0,L,L,L,0.0,4,9,L,Highlight all the ways the source is described ...(check & highlight all that apply),L,True
