,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,33.0,1,1,1.0,1150.0,1188.0,4000.0,nominal,0.0
1,33.0,2,1,4.0,1150.0,1208.0,4000.0,nominal,0.0
2,33.0,3,1,1.0,1130.0,1202.0,4000.0,nominal,0.0
3,33.0,4,1,2.0,1161.0,1171.0,4000.0,nominal,0.0
4,33.0,5,1,5.0,1247.0,1410.0,4000.0,nominal,0.0
5,33.0,1,2,2.0,1570.0,1645.0,4000.0,nominal,0.0
6,33.0,2,2,2.0,1610.0,1646.0,4000.0,nominal,0.0
7,33.0,3,2,2.0,1561.0,1680.0,4000.0,nominal,0.0
8,33.0,4,2,1.0,1559.0,1610.0,4000.0,nominal,0.0
9,33.0,5,2,4.0,1452.0,1675.0,4000.0,nominal,0.0
10,33.0,1,3,2.0,1117.0,1134.0,4000.0,nominal,0.0
11,33.0,2,3,1.0,1107.0,1146.0,4000.0,nominal,0.0
12,33.0,3,3,1.0,1084.0,1132.0,4000.0,nominal,0.0
13,33.0,4,3,2.0,1100.0,1137.0,4000.0,nominal,0.0
14,33.0,5,3,5.0,1071.0,1168.0,4000.0,nominal,0.0
15,33.0,1,4,4.0,1600.0,1648.0,4000.0,nominal,0.0
16,33.0,2,4,5.0,1607.0,1654.0,4000.0,nominal,0.0
17,33.0,3,4,4.0,1647.0,1685.0,4000.0,nominal,0.0
18,33.0,4,4,5.0,1627.0,1663.0,4000.0,nominal,0.0
19,33.0,5,4,3.0,1606.0,1744.0,4000.0,nominal,0.0
20,33.0,1,5,5.0,1085.0,1139.0,4000.0,nominal,0.0
21,33.0,2,5,5.0,1090.0,1122.0,4000.0,nominal,0.0
22,33.0,3,5,3.0,1028.0,1145.0,4000.0,nominal,0.0
23,33.0,4,5,4.0,1079.0,1128.0,4000.0,nominal,0.0
24,33.0,5,5,2.0,1095.0,1165.0,4000.0,nominal,0.0
25,33.0,1,6,2.0,1103.0,1159.0,4000.0,nominal,0.0
26,33.0,2,6,2.0,1073.0,1155.0,4000.0,nominal,0.0
27,33.0,3,6,5.0,1104.0,1175.0,4000.0,nominal,0.0
28,33.0,4,6,2.0,1124.0,1174.0,4000.0,nominal,0.0
29,33.0,5,6,2.0,1056.0,1178.0,4000.0,nominal,0.0
30,33.0,1,7,5.0,1284.0,1292.0,4000.0,nominal,0.0
31,33.0,2,7,3.0,1263.0,1286.0,4000.0,nominal,0.0
32,33.0,3,7,4.0,1272.0,1324.0,4000.0,nominal,0.0
33,33.0,4,7,3.0,1256.0,1313.0,4000.0,nominal,0.0
34,33.0,5,7,1.0,1246.0,1419.0,4000.0,nominal,0.0
35,33.0,1,8,3.0,1275.0,1368.0,4000.0,ordinal,0.0
36,33.0,2,8,3.0,1286.0,1344.0,4000.0,ordinal,0.0
37,33.0,3,8,3.0,1303.0,1311.0,4000.0,ordinal,0.0
38,33.0,4,8,3.0,1298.0,1350.0,4000.0,ordinal,0.0
39,33.0,5,8,2.0,1193.0,1533.0,4000.0,ordinal,0.0
40,33.0,1,9,3.0,1803.0,1846.0,4000.0,ordinal,0.0
41,33.0,2,9,3.0,1798.0,1865.0,4000.0,ordinal,0.0
42,33.0,3,9,2.0,1803.0,1841.0,4000.0,ordinal,0.0
43,33.0,4,9,3.0,1829.0,1867.0,4000.0,ordinal,0.0
44,33.0,5,9,4.0,1749.0,1789.0,4000.0,ordinal,0.0
45,33.0,1,10,5.0,1805.0,1846.0,4000.0,ordinal,0.0
46,33.0,2,10,5.0,1786.0,1853.0,4000.0,ordinal,0.0
47,33.0,3,10,4.0,1837.0,1865.0,4000.0,ordinal,0.0
48,33.0,4,10,5.0,1775.0,1883.0,4000.0,ordinal,0.0
49,33.0,5,10,1.0,1821.0,1849.0,4000.0,ordinal,0.0
