,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,47.0,1,1,4.0,1519.0,1556.0,4000.0,nominal,0.0
1,47.0,2,1,4.0,1514.0,1574.0,4000.0,nominal,0.0
2,47.0,3,1,4.0,1505.0,1551.0,4000.0,nominal,0.0
3,47.0,4,1,1.0,1451.0,1650.0,4000.0,nominal,0.0
4,47.0,5,1,2.0,1504.0,1541.0,4000.0,nominal,0.0
5,47.0,1,2,4.0,1955.0,2012.0,4000.0,nominal,0.0
6,47.0,2,2,4.0,1954.0,2018.0,4000.0,nominal,0.0
7,47.0,3,2,4.0,1939.0,2000.0,4000.0,nominal,0.0
8,47.0,4,2,2.0,1902.0,2200.0,4000.0,nominal,0.0
9,47.0,5,2,1.0,1843.0,1977.0,4000.0,nominal,0.0
10,47.0,1,3,5.0,1602.0,1620.0,4000.0,nominal,0.0
11,47.0,2,3,4.0,1589.0,1636.0,4000.0,nominal,0.0
12,47.0,3,3,4.0,1578.0,1595.0,4000.0,nominal,0.0
13,47.0,4,3,3.0,1405.0,1567.0,4000.0,nominal,0.0
14,47.0,5,3,2.0,1497.0,1602.0,4000.0,nominal,0.0
15,47.0,1,4,1.0,1012.0,1080.0,4000.0,nominal,0.0
16,47.0,2,4,1.0,1026.0,1071.0,4000.0,nominal,0.0
17,47.0,3,4,1.0,1039.0,1110.0,4000.0,nominal,0.0
18,47.0,4,4,5.0,995.0,1065.0,4000.0,nominal,0.0
19,47.0,5,4,3.0,947.0,1283.0,4000.0,nominal,0.0
20,47.0,1,5,4.0,1103.0,1187.0,4000.0,nominal,0.0
21,47.0,2,5,4.0,1118.0,1198.0,4000.0,nominal,0.0
22,47.0,3,5,4.0,1149.0,1179.0,4000.0,nominal,0.0
23,47.0,4,5,2.0,1113.0,1190.0,4000.0,nominal,0.0
24,47.0,5,5,1.0,1128.0,1139.0,4000.0,nominal,0.0
25,47.0,1,6,5.0,1992.0,2010.0,4000.0,nominal,0.0
26,47.0,2,6,4.0,2013.0,2017.0,4000.0,nominal,0.0
27,47.0,3,6,5.0,1963.0,2034.0,4000.0,nominal,0.0
28,47.0,4,6,1.0,1933.0,2069.0,4000.0,nominal,0.0
29,47.0,5,6,2.0,2094.0,2102.0,4000.0,nominal,0.0
30,47.0,1,7,4.0,1509.0,1513.0,4000.0,nominal,0.0
31,47.0,2,7,1.0,1461.0,1517.0,4000.0,nominal,0.0
32,47.0,3,7,2.0,1482.0,1511.0,4000.0,nominal,0.0
33,47.0,4,7,2.0,1399.0,1447.0,4000.0,nominal,0.0
34,47.0,5,7,5.0,1372.0,1516.0,4000.0,nominal,0.0
35,47.0,1,8,5.0,1083.0,1170.0,4000.0,ordinal,0.0
36,47.0,2,8,5.0,1098.0,1156.0,4000.0,ordinal,0.0
37,47.0,3,8,5.0,1091.0,1154.0,4000.0,ordinal,0.0
38,47.0,4,8,2.0,1242.0,1288.0,4000.0,ordinal,0.0
39,47.0,5,8,3.0,1035.0,1156.0,4000.0,ordinal,0.0
40,47.0,1,9,3.0,1532.0,1610.0,4000.0,ordinal,0.0
41,47.0,2,9,2.0,1557.0,1601.0,4000.0,ordinal,0.0
42,47.0,3,9,1.0,1548.0,1581.0,4000.0,ordinal,0.0
43,47.0,4,9,3.0,1581.0,1584.0,4000.0,ordinal,0.0
44,47.0,5,9,5.0,1296.0,1652.0,4000.0,ordinal,0.0
45,47.0,1,10,2.0,1670.0,1700.0,4000.0,ordinal,0.0
46,47.0,2,10,2.0,1676.0,1733.0,4000.0,ordinal,0.0
47,47.0,3,10,1.0,1663.0,1752.0,4000.0,ordinal,0.0
48,47.0,4,10,4.0,1690.0,1975.0,4000.0,ordinal,0.0
49,47.0,5,10,5.0,1650.0,1718.0,4000.0,ordinal,0.0
