,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,9.0,1,1,5.0,1560.0,1608.0,4000.0,nominal,0.0
1,9.0,2,1,4.0,1571.0,1626.0,4000.0,nominal,0.0
2,9.0,3,1,2.0,1354.0,1747.0,4000.0,nominal,0.0
3,9.0,4,1,4.0,1583.0,1649.0,4000.0,nominal,0.0
4,9.0,5,1,2.0,1358.0,1479.0,4000.0,nominal,0.0
5,9.0,1,2,5.0,1765.0,1808.0,4000.0,nominal,0.0
6,9.0,2,2,5.0,1764.0,1809.0,4000.0,nominal,0.0
7,9.0,3,2,3.0,1661.0,1782.0,4000.0,nominal,0.0
8,9.0,4,2,5.0,1721.0,1807.0,4000.0,nominal,0.0
9,9.0,5,2,1.0,1765.0,1882.0,4000.0,nominal,0.0
10,9.0,1,3,3.0,1952.0,1996.0,4000.0,nominal,0.0
11,9.0,2,3,4.0,1914.0,2000.0,4000.0,nominal,0.0
12,9.0,3,3,5.0,1813.0,2136.0,4000.0,nominal,0.0
13,9.0,4,3,2.0,1978.0,2057.0,4000.0,nominal,0.0
14,9.0,5,3,2.0,1953.0,2111.0,4000.0,nominal,0.0
15,9.0,1,4,3.0,1667.0,1743.0,4000.0,nominal,0.0
16,9.0,2,4,3.0,1679.0,1717.0,4000.0,nominal,0.0
17,9.0,3,4,5.0,1670.0,1671.0,4000.0,nominal,0.0
18,9.0,4,4,1.0,1660.0,1681.0,4000.0,nominal,0.0
19,9.0,5,4,4.0,1551.0,1992.0,4000.0,nominal,0.0
20,9.0,1,5,5.0,1153.0,1226.0,4000.0,nominal,0.0
21,9.0,2,5,5.0,1186.0,1187.0,4000.0,nominal,0.0
22,9.0,3,5,4.0,1035.0,1165.0,4000.0,nominal,0.0
23,9.0,4,5,3.0,1139.0,1312.0,4000.0,nominal,0.0
24,9.0,5,5,1.0,1076.0,1323.0,4000.0,nominal,0.0
25,9.0,1,6,4.0,1289.0,1334.0,4000.0,nominal,0.0
26,9.0,2,6,4.0,1282.0,1348.0,4000.0,nominal,0.0
27,9.0,3,6,1.0,1125.0,1439.0,4000.0,nominal,0.0
28,9.0,4,6,4.0,1302.0,1304.0,4000.0,nominal,0.0
29,9.0,5,6,3.0,1222.0,1232.0,4000.0,nominal,0.0
30,9.0,1,7,5.0,1428.0,1463.0,4000.0,nominal,0.0
31,9.0,2,7,4.0,1413.0,1463.0,4000.0,nominal,0.0
32,9.0,3,7,1.0,1373.0,1385.0,4000.0,nominal,0.0
33,9.0,4,7,1.0,1460.0,1471.0,4000.0,nominal,0.0
34,9.0,5,7,1.0,1330.0,1409.0,4000.0,nominal,0.0
35,9.0,1,8,5.0,1447.0,1483.0,4000.0,ordinal,0.0
36,9.0,2,8,5.0,1446.0,1471.0,4000.0,ordinal,0.0
37,9.0,3,8,2.0,1465.0,1494.0,4000.0,ordinal,0.0
38,9.0,4,8,5.0,1472.0,1489.0,4000.0,ordinal,0.0
39,9.0,5,8,1.0,1459.0,1459.0,4000.0,ordinal,0.0
40,9.0,1,9,3.0,1125.0,1126.0,4000.0,ordinal,0.0
41,9.0,2,9,3.0,1116.0,1147.0,4000.0,ordinal,0.0
42,9.0,3,9,4.0,1056.0,1165.0,4000.0,ordinal,0.0
43,9.0,4,9,3.0,1042.0,1113.0,4000.0,ordinal,0.0
44,9.0,5,9,5.0,1044.0,1051.0,4000.0,ordinal,0.0
45,9.0,1,10,4.0,1720.0,1771.0,4000.0,ordinal,0.0
46,9.0,2,10,4.0,1704.0,1784.0,4000.0,ordinal,0.0
47,9.0,3,10,2.0,1710.0,1802.0,4000.0,ordinal,0.0
48,9.0,4,10,2.0,1686.0,1765.0,4000.0,ordinal,0.0
49,9.0,5,10,1.0,1625.0,1822.0,4000.0,ordinal,0.0
