,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,1.0,1,1,2.0,1760.0,1801.0,4000.0,nominal,0.0
1,1.0,2,1,2.0,1769.0,1818.0,4000.0,nominal,0.0
2,1.0,3,1,3.0,1739.0,1865.0,4000.0,nominal,0.0
3,1.0,4,1,4.0,1854.0,1885.0,4000.0,nominal,0.0
4,1.0,5,1,3.0,1671.0,1869.0,4000.0,nominal,0.0
5,1.0,1,2,4.0,1715.0,1792.0,4000.0,nominal,0.0
6,1.0,2,2,4.0,1715.0,1786.0,4000.0,nominal,0.0
7,1.0,3,2,3.0,1792.0,1757.0,4000.0,nominal,0.0
8,1.0,4,2,4.0,1687.0,1867.0,4000.0,nominal,0.0
9,1.0,5,2,1.0,1725.0,1870.0,4000.0,nominal,0.0
10,1.0,1,3,4.0,1539.0,1625.0,4000.0,nominal,0.0
11,1.0,2,3,4.0,1552.0,1623.0,4000.0,nominal,0.0
12,1.0,3,3,5.0,1641.0,1597.0,4000.0,nominal,0.0
13,1.0,4,3,5.0,1522.0,1691.0,4000.0,nominal,0.0
14,1.0,5,3,1.0,1546.0,1683.0,4000.0,nominal,0.0
15,1.0,1,4,3.0,1304.0,1334.0,4000.0,nominal,0.0
16,1.0,2,4,4.0,1314.0,1349.0,4000.0,nominal,0.0
17,1.0,3,4,3.0,1304.0,1404.0,4000.0,nominal,0.0
18,1.0,4,4,3.0,1328.0,1414.0,4000.0,nominal,0.0
19,1.0,5,4,1.0,1329.0,1392.0,4000.0,nominal,0.0
20,1.0,1,5,5.0,1008.0,1078.0,4000.0,nominal,0.0
21,1.0,2,5,5.0,1012.0,1075.0,4000.0,nominal,0.0
22,1.0,3,5,5.0,1036.0,1121.0,4000.0,nominal,0.0
23,1.0,4,5,3.0,995.0,1024.0,4000.0,nominal,0.0
24,1.0,5,5,2.0,1020.0,1243.0,4000.0,nominal,0.0
25,1.0,1,6,3.0,1403.0,1461.0,4000.0,nominal,0.0
26,1.0,2,6,3.0,1424.0,1452.0,4000.0,nominal,0.0
27,1.0,3,6,3.0,1458.0,1446.0,4000.0,nominal,0.0
28,1.0,4,6,5.0,1320.0,1482.0,4000.0,nominal,0.0
29,1.0,5,6,2.0,1317.0,1522.0,4000.0,nominal,0.0
30,1.0,1,7,3.0,1360.0,1402.0,4000.0,nominal,0.0
31,1.0,2,7,3.0,1371.0,1436.0,4000.0,nominal,0.0
32,1.0,3,7,3.0,1380.0,1377.0,4000.0,nominal,0.0
33,1.0,4,7,1.0,1338.0,1454.0,4000.0,nominal,0.0
34,1.0,5,7,5.0,1381.0,1406.0,4000.0,nominal,0.0
35,1.0,1,8,2.0,1243.0,1293.0,4000.0,ordinal,0.0
36,1.0,2,8,2.0,1261.0,1315.0,4000.0,ordinal,0.0
37,1.0,3,8,2.0,1247.0,1319.0,4000.0,ordinal,0.0
38,1.0,4,8,4.0,1125.0,1219.0,4000.0,ordinal,0.0
39,1.0,5,8,4.0,1322.0,1511.0,4000.0,ordinal,0.0
40,1.0,1,9,5.0,1781.0,1794.0,4000.0,ordinal,0.0
41,1.0,2,9,5.0,1765.0,1807.0,4000.0,ordinal,0.0
42,1.0,3,9,5.0,1739.0,1736.0,4000.0,ordinal,0.0
43,1.0,4,9,5.0,1787.0,1794.0,4000.0,ordinal,0.0
44,1.0,5,9,3.0,1642.0,1741.0,4000.0,ordinal,0.0
45,1.0,1,10,2.0,1805.0,1839.0,4000.0,ordinal,0.0
46,1.0,2,10,2.0,1772.0,1845.0,4000.0,ordinal,0.0
47,1.0,3,10,2.0,1755.0,1875.0,4000.0,ordinal,0.0
48,1.0,4,10,1.0,1688.0,1826.0,4000.0,ordinal,0.0
49,1.0,5,10,1.0,1778.0,2043.0,4000.0,ordinal,0.0
