,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,40.0,1,1,5.0,1050.0,1087.0,4000.0,nominal,0.0
1,40.0,2,1,3.0,1033.0,1091.0,4000.0,nominal,0.0
2,40.0,3,1,2.0,1039.0,1073.0,4000.0,nominal,0.0
3,40.0,4,1,3.0,1055.0,1069.0,4000.0,nominal,0.0
4,40.0,5,1,5.0,1129.0,1173.0,4000.0,nominal,0.0
5,40.0,1,2,3.0,1220.0,1277.0,4000.0,nominal,0.0
6,40.0,2,2,3.0,1198.0,1281.0,4000.0,nominal,0.0
7,40.0,3,2,3.0,1206.0,1266.0,4000.0,nominal,0.0
8,40.0,4,2,4.0,1252.0,1310.0,4000.0,nominal,0.0
9,40.0,5,2,5.0,1293.0,1507.0,4000.0,nominal,0.0
10,40.0,1,3,2.0,1207.0,1248.0,4000.0,nominal,0.0
11,40.0,2,3,4.0,1211.0,1266.0,4000.0,nominal,0.0
12,40.0,3,3,2.0,1214.0,1264.0,4000.0,nominal,0.0
13,40.0,4,3,2.0,1218.0,1223.0,4000.0,nominal,0.0
14,40.0,5,3,5.0,1122.0,1249.0,4000.0,nominal,0.0
15,40.0,1,4,3.0,1592.0,1654.0,4000.0,nominal,0.0
16,40.0,2,4,3.0,1567.0,1649.0,4000.0,nominal,0.0
17,40.0,3,4,3.0,1590.0,1624.0,4000.0,nominal,0.0
18,40.0,4,4,3.0,1553.0,1636.0,4000.0,nominal,0.0
19,40.0,5,4,3.0,1563.0,1646.0,4000.0,nominal,0.0
20,40.0,1,5,4.0,1030.0,1062.0,4000.0,nominal,0.0
21,40.0,2,5,4.0,1040.0,1072.0,4000.0,nominal,0.0
22,40.0,3,5,5.0,1018.0,1091.0,4000.0,nominal,0.0
23,40.0,4,5,3.0,1024.0,1032.0,4000.0,nominal,0.0
24,40.0,5,5,3.0,840.0,1053.0,4000.0,nominal,0.0
25,40.0,1,6,2.0,1559.0,1588.0,4000.0,nominal,0.0
26,40.0,2,6,5.0,1547.0,1610.0,4000.0,nominal,0.0
27,40.0,3,6,5.0,1529.0,1596.0,4000.0,nominal,0.0
28,40.0,4,6,5.0,1527.0,1592.0,4000.0,nominal,0.0
29,40.0,5,6,3.0,1459.0,1664.0,4000.0,nominal,0.0
30,40.0,1,7,5.0,1017.0,1087.0,4000.0,nominal,0.0
31,40.0,2,7,5.0,1027.0,1057.0,4000.0,nominal,0.0
32,40.0,3,7,5.0,1013.0,1043.0,4000.0,nominal,0.0
33,40.0,4,7,5.0,1020.0,1082.0,4000.0,nominal,0.0
34,40.0,5,7,4.0,965.0,1187.0,4000.0,nominal,0.0
35,40.0,1,8,2.0,1590.0,1614.0,4000.0,ordinal,0.0
36,40.0,2,8,2.0,1585.0,1617.0,4000.0,ordinal,0.0
37,40.0,3,8,2.0,1584.0,1643.0,4000.0,ordinal,0.0
38,40.0,4,8,2.0,1564.0,1573.0,4000.0,ordinal,0.0
39,40.0,5,8,4.0,1480.0,1666.0,4000.0,ordinal,0.0
40,40.0,1,9,5.0,1256.0,1326.0,4000.0,ordinal,0.0
41,40.0,2,9,1.0,1256.0,1325.0,4000.0,ordinal,0.0
42,40.0,3,9,1.0,1231.0,1314.0,4000.0,ordinal,0.0
43,40.0,4,9,5.0,1279.0,1329.0,4000.0,ordinal,0.0
44,40.0,5,9,5.0,1206.0,1262.0,4000.0,ordinal,0.0
45,40.0,1,10,2.0,1800.0,1830.0,4000.0,ordinal,0.0
46,40.0,2,10,2.0,1818.0,1845.0,4000.0,ordinal,0.0
47,40.0,3,10,4.0,1829.0,1855.0,4000.0,ordinal,0.0
48,40.0,4,10,2.0,1836.0,1857.0,4000.0,ordinal,0.0
49,40.0,5,10,3.0,1690.0,1792.0,4000.0,ordinal,0.0
