,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,10.0,1,1,1.0,1042.0,1063.0,4000.0,nominal,0.0
1,10.0,2,1,1.0,1051.0,1081.0,4000.0,nominal,0.0
2,10.0,3,1,3.0,983.0,1076.0,4000.0,nominal,0.0
3,10.0,4,1,3.0,969.0,1134.0,4000.0,nominal,0.0
4,10.0,5,1,3.0,919.0,1022.0,4000.0,nominal,0.0
5,10.0,1,2,2.0,1762.0,1773.0,4000.0,nominal,0.0
6,10.0,2,2,2.0,1732.0,1777.0,4000.0,nominal,0.0
7,10.0,3,2,5.0,1732.0,1773.0,4000.0,nominal,0.0
8,10.0,4,2,3.0,1741.0,1757.0,4000.0,nominal,0.0
9,10.0,5,2,5.0,1797.0,1845.0,4000.0,nominal,0.0
10,10.0,1,3,2.0,1075.0,1119.0,4000.0,nominal,0.0
11,10.0,2,3,2.0,1052.0,1105.0,4000.0,nominal,0.0
12,10.0,3,3,5.0,1036.0,1050.0,4000.0,nominal,0.0
13,10.0,4,3,1.0,1022.0,1070.0,4000.0,nominal,0.0
14,10.0,5,3,4.0,1016.0,1020.0,4000.0,nominal,0.0
15,10.0,1,4,4.0,1379.0,1419.0,4000.0,nominal,0.0
16,10.0,2,4,2.0,1363.0,1428.0,4000.0,nominal,0.0
17,10.0,3,4,1.0,1306.0,1321.0,4000.0,nominal,0.0
18,10.0,4,4,4.0,1480.0,1495.0,4000.0,nominal,0.0
19,10.0,5,4,4.0,1179.0,1354.0,4000.0,nominal,0.0
20,10.0,1,5,4.0,1630.0,1686.0,4000.0,nominal,0.0
21,10.0,2,5,4.0,1607.0,1683.0,4000.0,nominal,0.0
22,10.0,3,5,2.0,1683.0,1757.0,4000.0,nominal,0.0
23,10.0,4,5,3.0,1608.0,1641.0,4000.0,nominal,0.0
24,10.0,5,5,2.0,1528.0,1599.0,4000.0,nominal,0.0
25,10.0,1,6,1.0,1338.0,1355.0,4000.0,nominal,0.0
26,10.0,2,6,5.0,1310.0,1363.0,4000.0,nominal,0.0
27,10.0,3,6,5.0,1327.0,1418.0,4000.0,nominal,0.0
28,10.0,4,6,5.0,1312.0,1354.0,4000.0,nominal,0.0
29,10.0,5,6,2.0,1254.0,1282.0,4000.0,nominal,0.0
30,10.0,1,7,2.0,1603.0,1645.0,4000.0,nominal,0.0
31,10.0,2,7,3.0,1613.0,1669.0,4000.0,nominal,0.0
32,10.0,3,7,3.0,1637.0,1647.0,4000.0,nominal,0.0
33,10.0,4,7,1.0,1554.0,1603.0,4000.0,nominal,0.0
34,10.0,5,7,5.0,1544.0,1793.0,4000.0,nominal,0.0
35,10.0,1,8,1.0,1400.0,1420.0,4000.0,ordinal,0.0
36,10.0,2,8,1.0,1383.0,1409.0,4000.0,ordinal,0.0
37,10.0,3,8,3.0,1237.0,1386.0,4000.0,ordinal,0.0
38,10.0,4,8,1.0,1362.0,1449.0,4000.0,ordinal,0.0
39,10.0,5,8,5.0,1355.0,1521.0,4000.0,ordinal,0.0
40,10.0,1,9,1.0,1024.0,1057.0,4000.0,ordinal,0.0
41,10.0,2,9,1.0,1004.0,1072.0,4000.0,ordinal,0.0
42,10.0,3,9,5.0,1004.0,1183.0,4000.0,ordinal,0.0
43,10.0,4,9,1.0,958.0,1038.0,4000.0,ordinal,0.0
44,10.0,5,9,5.0,1135.0,1165.0,4000.0,ordinal,0.0
45,10.0,1,10,1.0,1835.0,1871.0,4000.0,ordinal,0.0
46,10.0,2,10,5.0,1813.0,1859.0,4000.0,ordinal,0.0
47,10.0,3,10,4.0,1826.0,1910.0,4000.0,ordinal,0.0
48,10.0,4,10,4.0,1884.0,1899.0,4000.0,ordinal,0.0
49,10.0,5,10,3.0,1830.0,1953.0,4000.0,ordinal,0.0
