,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,22.0,1,1,4.0,1977.0,1992.0,4000.0,nominal,0.0
1,22.0,2,1,5.0,1925.0,1980.0,4000.0,nominal,0.0
2,22.0,3,1,3.0,1849.0,2029.0,4000.0,nominal,0.0
3,22.0,4,1,5.0,1907.0,2022.0,4000.0,nominal,0.0
4,22.0,5,1,1.0,1841.0,1974.0,4000.0,nominal,0.0
5,22.0,1,2,4.0,1942.0,1978.0,4000.0,nominal,0.0
6,22.0,2,2,4.0,1951.0,1987.0,4000.0,nominal,0.0
7,22.0,3,2,5.0,1986.0,1989.0,4000.0,nominal,0.0
8,22.0,4,2,4.0,1975.0,1984.0,4000.0,nominal,0.0
9,22.0,5,2,1.0,1773.0,2067.0,4000.0,nominal,0.0
10,22.0,1,3,1.0,1908.0,1934.0,4000.0,nominal,0.0
11,22.0,2,3,3.0,1907.0,1944.0,4000.0,nominal,0.0
12,22.0,3,3,4.0,1905.0,1955.0,4000.0,nominal,0.0
13,22.0,4,3,1.0,1884.0,1932.0,4000.0,nominal,0.0
14,22.0,5,3,2.0,1909.0,2060.0,4000.0,nominal,0.0
15,22.0,1,4,3.0,1110.0,1192.0,4000.0,nominal,0.0
16,22.0,2,4,2.0,1120.0,1190.0,4000.0,nominal,0.0
17,22.0,3,4,1.0,1164.0,1180.0,4000.0,nominal,0.0
18,22.0,4,4,2.0,1114.0,1204.0,4000.0,nominal,0.0
19,22.0,5,4,1.0,892.0,1144.0,4000.0,nominal,0.0
20,22.0,1,5,2.0,1022.0,1104.0,4000.0,nominal,0.0
21,22.0,2,5,2.0,1036.0,1118.0,4000.0,nominal,0.0
22,22.0,3,5,1.0,1035.0,1164.0,4000.0,nominal,0.0
23,22.0,4,5,3.0,1012.0,1094.0,4000.0,nominal,0.0
24,22.0,5,5,1.0,1129.0,1194.0,4000.0,nominal,0.0
25,22.0,1,6,4.0,1532.0,1564.0,4000.0,nominal,0.0
26,22.0,2,6,4.0,1542.0,1562.0,4000.0,nominal,0.0
27,22.0,3,6,4.0,1454.0,1650.0,4000.0,nominal,0.0
28,22.0,4,6,4.0,1533.0,1539.0,4000.0,nominal,0.0
29,22.0,5,6,1.0,1459.0,1671.0,4000.0,nominal,0.0
30,22.0,1,7,2.0,1936.0,1984.0,4000.0,nominal,0.0
31,22.0,2,7,2.0,1931.0,1973.0,4000.0,nominal,0.0
32,22.0,3,7,2.0,1984.0,1993.0,4000.0,nominal,0.0
33,22.0,4,7,1.0,1973.0,2010.0,4000.0,nominal,0.0
34,22.0,5,7,3.0,1748.0,1994.0,4000.0,nominal,0.0
35,22.0,1,8,2.0,1232.0,1306.0,4000.0,ordinal,0.0
36,22.0,2,8,1.0,1233.0,1295.0,4000.0,ordinal,0.0
37,22.0,3,8,3.0,1254.0,1277.0,4000.0,ordinal,0.0
38,22.0,4,8,3.0,1272.0,1304.0,4000.0,ordinal,0.0
39,22.0,5,8,5.0,1251.0,1414.0,4000.0,ordinal,0.0
40,22.0,1,9,1.0,1183.0,1206.0,4000.0,ordinal,0.0
41,22.0,2,9,1.0,1197.0,1215.0,4000.0,ordinal,0.0
42,22.0,3,9,2.0,1229.0,1246.0,4000.0,ordinal,0.0
43,22.0,4,9,2.0,1196.0,1212.0,4000.0,ordinal,0.0
44,22.0,5,9,5.0,1369.0,1399.0,4000.0,ordinal,0.0
45,22.0,1,10,1.0,1812.0,1853.0,4000.0,ordinal,0.0
46,22.0,2,10,1.0,1798.0,1858.0,4000.0,ordinal,0.0
47,22.0,3,10,2.0,1801.0,1804.0,4000.0,ordinal,0.0
48,22.0,4,10,1.0,1803.0,1866.0,4000.0,ordinal,0.0
49,22.0,5,10,5.0,1905.0,1954.0,4000.0,ordinal,0.0
