,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,23.0,1,1,2.0,1358.0,1392.0,4000.0,nominal,0.0
1,23.0,2,1,2.0,1340.0,1421.0,4000.0,nominal,0.0
2,23.0,3,1,2.0,1330.0,1390.0,4000.0,nominal,0.0
3,23.0,4,1,2.0,1330.0,1369.0,4000.0,nominal,0.0
4,23.0,5,1,4.0,1256.0,1354.0,4000.0,nominal,0.0
5,23.0,1,2,3.0,1679.0,1727.0,4000.0,nominal,0.0
6,23.0,2,2,3.0,1695.0,1702.0,4000.0,nominal,0.0
7,23.0,3,2,2.0,1530.0,1615.0,4000.0,nominal,0.0
8,23.0,4,2,2.0,1682.0,1739.0,4000.0,nominal,0.0
9,23.0,5,2,5.0,1565.0,1700.0,4000.0,nominal,0.0
10,23.0,1,3,5.0,1153.0,1192.0,4000.0,nominal,0.0
11,23.0,2,3,5.0,1139.0,1188.0,4000.0,nominal,0.0
12,23.0,3,3,2.0,1168.0,1236.0,4000.0,nominal,0.0
13,23.0,4,3,5.0,1135.0,1254.0,4000.0,nominal,0.0
14,23.0,5,3,1.0,1035.0,1195.0,4000.0,nominal,0.0
15,23.0,1,4,1.0,1697.0,1766.0,4000.0,nominal,0.0
16,23.0,2,4,1.0,1685.0,1747.0,4000.0,nominal,0.0
17,23.0,3,4,1.0,1642.0,1769.0,4000.0,nominal,0.0
18,23.0,4,4,1.0,1699.0,1742.0,4000.0,nominal,0.0
19,23.0,5,4,3.0,1491.0,1920.0,4000.0,nominal,0.0
20,23.0,1,5,2.0,1498.0,1542.0,4000.0,nominal,0.0
21,23.0,2,5,3.0,1496.0,1546.0,4000.0,nominal,0.0
22,23.0,3,5,2.0,1468.0,1503.0,4000.0,nominal,0.0
23,23.0,4,5,4.0,1465.0,1516.0,4000.0,nominal,0.0
24,23.0,5,5,5.0,1377.0,1494.0,4000.0,nominal,0.0
25,23.0,1,6,3.0,1381.0,1428.0,4000.0,nominal,0.0
26,23.0,2,6,3.0,1373.0,1414.0,4000.0,nominal,0.0
27,23.0,3,6,3.0,1276.0,1388.0,4000.0,nominal,0.0
28,23.0,4,6,2.0,1343.0,1422.0,4000.0,nominal,0.0
29,23.0,5,6,4.0,1283.0,1567.0,4000.0,nominal,0.0
30,23.0,1,7,2.0,1936.0,1974.0,4000.0,nominal,0.0
31,23.0,2,7,2.0,1876.0,1962.0,4000.0,nominal,0.0
32,23.0,3,7,2.0,1900.0,1967.0,4000.0,nominal,0.0
33,23.0,4,7,4.0,1977.0,1986.0,4000.0,nominal,0.0
34,23.0,5,7,1.0,1876.0,1882.0,4000.0,nominal,0.0
35,23.0,1,8,1.0,1215.0,1245.0,4000.0,ordinal,0.0
36,23.0,2,8,1.0,1236.0,1273.0,4000.0,ordinal,0.0
37,23.0,3,8,1.0,1137.0,1311.0,4000.0,ordinal,0.0
38,23.0,4,8,1.0,1216.0,1218.0,4000.0,ordinal,0.0
39,23.0,5,8,5.0,1114.0,1227.0,4000.0,ordinal,0.0
40,23.0,1,9,4.0,1993.0,2074.0,4000.0,ordinal,0.0
41,23.0,2,9,5.0,2009.0,2060.0,4000.0,ordinal,0.0
42,23.0,3,9,5.0,2033.0,2146.0,4000.0,ordinal,0.0
43,23.0,4,9,3.0,2047.0,2054.0,4000.0,ordinal,0.0
44,23.0,5,9,1.0,1886.0,2071.0,4000.0,ordinal,0.0
45,23.0,1,10,3.0,1530.0,1605.0,4000.0,ordinal,0.0
46,23.0,2,10,3.0,1532.0,1623.0,4000.0,ordinal,0.0
47,23.0,3,10,1.0,1515.0,1605.0,4000.0,ordinal,0.0
48,23.0,4,10,1.0,1540.0,1623.0,4000.0,ordinal,0.0
49,23.0,5,10,4.0,1748.0,1783.0,4000.0,ordinal,0.0
