,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,31.0,1,1,3.0,1701.0,1765.0,4000.0,nominal,0.0
1,31.0,2,1,3.0,1726.0,1751.0,4000.0,nominal,0.0
2,31.0,3,1,1.0,1714.0,1783.0,4000.0,nominal,0.0
3,31.0,4,1,2.0,1700.0,1775.0,4000.0,nominal,0.0
4,31.0,5,1,1.0,1673.0,1759.0,4000.0,nominal,0.0
5,31.0,1,2,4.0,1313.0,1340.0,4000.0,nominal,0.0
6,31.0,2,2,4.0,1303.0,1358.0,4000.0,nominal,0.0
7,31.0,3,2,4.0,1330.0,1350.0,4000.0,nominal,0.0
8,31.0,4,2,4.0,1329.0,1376.0,4000.0,nominal,0.0
9,31.0,5,2,2.0,1197.0,1349.0,4000.0,nominal,0.0
10,31.0,1,3,5.0,1282.0,1365.0,4000.0,nominal,0.0
11,31.0,2,3,5.0,1312.0,1380.0,4000.0,nominal,0.0
12,31.0,3,3,5.0,1264.0,1364.0,4000.0,nominal,0.0
13,31.0,4,3,5.0,1335.0,1377.0,4000.0,nominal,0.0
14,31.0,5,3,2.0,1312.0,1527.0,4000.0,nominal,0.0
15,31.0,1,4,4.0,1684.0,1753.0,4000.0,nominal,0.0
16,31.0,2,4,5.0,1670.0,1740.0,4000.0,nominal,0.0
17,31.0,3,4,3.0,1716.0,1722.0,4000.0,nominal,0.0
18,31.0,4,4,4.0,1692.0,1736.0,4000.0,nominal,0.0
19,31.0,5,4,5.0,1507.0,1650.0,4000.0,nominal,0.0
20,31.0,1,5,1.0,1226.0,1279.0,4000.0,nominal,0.0
21,31.0,2,5,2.0,1261.0,1304.0,4000.0,nominal,0.0
22,31.0,3,5,1.0,1242.0,1335.0,4000.0,nominal,0.0
23,31.0,4,5,1.0,1239.0,1301.0,4000.0,nominal,0.0
24,31.0,5,5,3.0,1089.0,1208.0,4000.0,nominal,0.0
25,31.0,1,6,1.0,1672.0,1708.0,4000.0,nominal,0.0
26,31.0,2,6,3.0,1653.0,1715.0,4000.0,nominal,0.0
27,31.0,3,6,2.0,1656.0,1704.0,4000.0,nominal,0.0
28,31.0,4,6,2.0,1656.0,1730.0,4000.0,nominal,0.0
29,31.0,5,6,5.0,1671.0,1775.0,4000.0,nominal,0.0
30,31.0,1,7,3.0,1283.0,1354.0,4000.0,nominal,0.0
31,31.0,2,7,3.0,1300.0,1358.0,4000.0,nominal,0.0
32,31.0,3,7,3.0,1314.0,1315.0,4000.0,nominal,0.0
33,31.0,4,7,3.0,1250.0,1314.0,4000.0,nominal,0.0
34,31.0,5,7,2.0,1312.0,1350.0,4000.0,nominal,0.0
35,31.0,1,8,5.0,1174.0,1176.0,4000.0,ordinal,0.0
36,31.0,2,8,5.0,1161.0,1184.0,4000.0,ordinal,0.0
37,31.0,3,8,5.0,1172.0,1209.0,4000.0,ordinal,0.0
38,31.0,4,8,4.0,1169.0,1172.0,4000.0,ordinal,0.0
39,31.0,5,8,1.0,1100.0,1117.0,4000.0,ordinal,0.0
40,31.0,1,9,3.0,1342.0,1367.0,4000.0,ordinal,0.0
41,31.0,2,9,3.0,1324.0,1390.0,4000.0,ordinal,0.0
42,31.0,3,9,5.0,1348.0,1360.0,4000.0,ordinal,0.0
43,31.0,4,9,3.0,1294.0,1372.0,4000.0,ordinal,0.0
44,31.0,5,9,1.0,1353.0,1525.0,4000.0,ordinal,0.0
45,31.0,1,10,2.0,1929.0,1958.0,4000.0,ordinal,0.0
46,31.0,2,10,1.0,1929.0,1970.0,4000.0,ordinal,0.0
47,31.0,3,10,1.0,1947.0,1989.0,4000.0,ordinal,0.0
48,31.0,4,10,1.0,1918.0,1984.0,4000.0,ordinal,0.0
49,31.0,5,10,3.0,1792.0,1858.0,4000.0,ordinal,0.0
