,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,43.0,1,1,3.0,1947.0,1965.0,4000.0,nominal,0.0
1,43.0,2,1,3.0,1930.0,1974.0,4000.0,nominal,0.0
2,43.0,3,1,3.0,1934.0,1956.0,4000.0,nominal,0.0
3,43.0,4,1,3.0,1946.0,2092.0,4000.0,nominal,0.0
4,43.0,5,1,1.0,1954.0,2039.0,4000.0,nominal,0.0
5,43.0,1,2,2.0,1516.0,1579.0,4000.0,nominal,0.0
6,43.0,2,2,5.0,1513.0,1586.0,4000.0,nominal,0.0
7,43.0,3,2,5.0,1532.0,1607.0,4000.0,nominal,0.0
8,43.0,4,2,4.0,1580.0,1637.0,4000.0,nominal,0.0
9,43.0,5,2,3.0,1541.0,1656.0,4000.0,nominal,0.0
10,43.0,1,3,1.0,1421.0,1460.0,4000.0,nominal,0.0
11,43.0,2,3,1.0,1396.0,1460.0,4000.0,nominal,0.0
12,43.0,3,3,1.0,1424.0,1454.0,4000.0,nominal,0.0
13,43.0,4,3,1.0,1415.0,1475.0,4000.0,nominal,0.0
14,43.0,5,3,5.0,1272.0,1512.0,4000.0,nominal,0.0
15,43.0,1,4,5.0,1592.0,1663.0,4000.0,nominal,0.0
16,43.0,2,4,5.0,1576.0,1663.0,4000.0,nominal,0.0
17,43.0,3,4,5.0,1595.0,1659.0,4000.0,nominal,0.0
18,43.0,4,4,4.0,1654.0,1739.0,4000.0,nominal,0.0
19,43.0,5,4,1.0,1661.0,1773.0,4000.0,nominal,0.0
20,43.0,1,5,1.0,1228.0,1266.0,4000.0,nominal,0.0
21,43.0,2,5,1.0,1201.0,1259.0,4000.0,nominal,0.0
22,43.0,3,5,1.0,1226.0,1272.0,4000.0,nominal,0.0
23,43.0,4,5,5.0,1127.0,1232.0,4000.0,nominal,0.0
24,43.0,5,5,4.0,1289.0,1302.0,4000.0,nominal,0.0
25,43.0,1,6,2.0,1841.0,1902.0,4000.0,nominal,0.0
26,43.0,2,6,2.0,1851.0,1890.0,4000.0,nominal,0.0
27,43.0,3,6,2.0,1817.0,1893.0,4000.0,nominal,0.0
28,43.0,4,6,2.0,1824.0,1925.0,4000.0,nominal,0.0
29,43.0,5,6,5.0,2047.0,2069.0,4000.0,nominal,0.0
30,43.0,1,7,1.0,1252.0,1326.0,4000.0,nominal,0.0
31,43.0,2,7,5.0,1244.0,1289.0,4000.0,nominal,0.0
32,43.0,3,7,5.0,1267.0,1305.0,4000.0,nominal,0.0
33,43.0,4,7,1.0,1250.0,1341.0,4000.0,nominal,0.0
34,43.0,5,7,1.0,1484.0,1498.0,4000.0,nominal,0.0
35,43.0,1,8,2.0,1458.0,1505.0,4000.0,ordinal,0.0
36,43.0,2,8,2.0,1462.0,1463.0,4000.0,ordinal,0.0
37,43.0,3,8,2.0,1477.0,1480.0,4000.0,ordinal,0.0
38,43.0,4,8,1.0,1398.0,1412.0,4000.0,ordinal,0.0
39,43.0,5,8,1.0,1545.0,1628.0,4000.0,ordinal,0.0
40,43.0,1,9,4.0,1752.0,1808.0,4000.0,ordinal,0.0
41,43.0,2,9,4.0,1769.0,1800.0,4000.0,ordinal,0.0
42,43.0,3,9,4.0,1750.0,1809.0,4000.0,ordinal,0.0
43,43.0,4,9,4.0,1727.0,1843.0,4000.0,ordinal,0.0
44,43.0,5,9,2.0,1727.0,1837.0,4000.0,ordinal,0.0
45,43.0,1,10,2.0,1308.0,1339.0,4000.0,ordinal,0.0
46,43.0,2,10,2.0,1292.0,1317.0,4000.0,ordinal,0.0
47,43.0,3,10,2.0,1296.0,1345.0,4000.0,ordinal,0.0
48,43.0,4,10,2.0,1316.0,1418.0,4000.0,ordinal,0.0
49,43.0,5,10,4.0,1332.0,1384.0,4000.0,ordinal,0.0
