,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,38.0,1,1,5.0,1972.0,1992.0,4000.0,nominal,0.0
1,38.0,2,1,5.0,1946.0,1998.0,4000.0,nominal,0.0
2,38.0,3,1,5.0,1943.0,2014.0,4000.0,nominal,0.0
3,38.0,4,1,3.0,1959.0,2015.0,4000.0,nominal,0.0
4,38.0,5,1,4.0,1949.0,2118.0,4000.0,nominal,0.0
5,38.0,1,2,2.0,1932.0,1973.0,4000.0,nominal,0.0
6,38.0,2,2,2.0,1905.0,1953.0,4000.0,nominal,0.0
7,38.0,3,2,1.0,1918.0,1924.0,4000.0,nominal,0.0
8,38.0,4,2,2.0,1926.0,1979.0,4000.0,nominal,0.0
9,38.0,5,2,5.0,1735.0,1874.0,4000.0,nominal,0.0
10,38.0,1,3,1.0,1913.0,1978.0,4000.0,nominal,0.0
11,38.0,2,3,3.0,1914.0,1934.0,4000.0,nominal,0.0
12,38.0,3,3,2.0,1899.0,1974.0,4000.0,nominal,0.0
13,38.0,4,3,1.0,1910.0,1945.0,4000.0,nominal,0.0
14,38.0,5,3,2.0,1892.0,2112.0,4000.0,nominal,0.0
15,38.0,1,4,4.0,1322.0,1385.0,4000.0,nominal,0.0
16,38.0,2,4,4.0,1353.0,1412.0,4000.0,nominal,0.0
17,38.0,3,4,4.0,1333.0,1407.0,4000.0,nominal,0.0
18,38.0,4,4,4.0,1355.0,1403.0,4000.0,nominal,0.0
19,38.0,5,4,1.0,1147.0,1607.0,4000.0,nominal,0.0
20,38.0,1,5,2.0,1150.0,1170.0,4000.0,nominal,0.0
21,38.0,2,5,2.0,1173.0,1204.0,4000.0,nominal,0.0
22,38.0,3,5,2.0,1112.0,1171.0,4000.0,nominal,0.0
23,38.0,4,5,2.0,1143.0,1192.0,4000.0,nominal,0.0
24,38.0,5,5,5.0,1102.0,1152.0,4000.0,nominal,0.0
25,38.0,1,6,4.0,1251.0,1289.0,4000.0,nominal,0.0
26,38.0,2,6,4.0,1251.0,1297.0,4000.0,nominal,0.0
27,38.0,3,6,4.0,1250.0,1304.0,4000.0,nominal,0.0
28,38.0,4,6,4.0,1271.0,1290.0,4000.0,nominal,0.0
29,38.0,5,6,3.0,1172.0,1552.0,4000.0,nominal,0.0
30,38.0,1,7,2.0,1095.0,1107.0,4000.0,nominal,0.0
31,38.0,2,7,1.0,1061.0,1121.0,4000.0,nominal,0.0
32,38.0,3,7,2.0,1055.0,1114.0,4000.0,nominal,0.0
33,38.0,4,7,1.0,1096.0,1110.0,4000.0,nominal,0.0
34,38.0,5,7,3.0,994.0,1033.0,4000.0,nominal,0.0
35,38.0,1,8,1.0,1764.0,1800.0,4000.0,ordinal,0.0
36,38.0,2,8,1.0,1781.0,1787.0,4000.0,ordinal,0.0
37,38.0,3,8,2.0,1753.0,1836.0,4000.0,ordinal,0.0
38,38.0,4,8,4.0,1762.0,1801.0,4000.0,ordinal,0.0
39,38.0,5,8,5.0,1783.0,2071.0,4000.0,ordinal,0.0
40,38.0,1,9,4.0,1378.0,1400.0,4000.0,ordinal,0.0
41,38.0,2,9,4.0,1375.0,1421.0,4000.0,ordinal,0.0
42,38.0,3,9,4.0,1384.0,1420.0,4000.0,ordinal,0.0
43,38.0,4,9,3.0,1373.0,1406.0,4000.0,ordinal,0.0
44,38.0,5,9,4.0,1283.0,1381.0,4000.0,ordinal,0.0
45,38.0,1,10,5.0,1629.0,1678.0,4000.0,ordinal,0.0
46,38.0,2,10,5.0,1623.0,1680.0,4000.0,ordinal,0.0
47,38.0,3,10,5.0,1633.0,1702.0,4000.0,ordinal,0.0
48,38.0,4,10,5.0,1627.0,1693.0,4000.0,ordinal,0.0
49,38.0,5,10,1.0,1658.0,1675.0,4000.0,ordinal,0.0
