,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,44.0,1,1,1.0,1299.0,1365.0,4000.0,nominal,0.0
1,44.0,2,1,1.0,1298.0,1358.0,4000.0,nominal,0.0
2,44.0,3,1,1.0,1314.0,1364.0,4000.0,nominal,0.0
3,44.0,4,1,4.0,1246.0,1525.0,4000.0,nominal,0.0
4,44.0,5,1,4.0,1154.0,1312.0,4000.0,nominal,0.0
5,44.0,1,2,1.0,1384.0,1460.0,4000.0,nominal,0.0
6,44.0,2,2,1.0,1397.0,1459.0,4000.0,nominal,0.0
7,44.0,3,2,1.0,1381.0,1455.0,4000.0,nominal,0.0
8,44.0,4,2,5.0,1324.0,1419.0,4000.0,nominal,0.0
9,44.0,5,2,5.0,1312.0,1556.0,4000.0,nominal,0.0
10,44.0,1,3,3.0,1412.0,1483.0,4000.0,nominal,0.0
11,44.0,2,3,3.0,1406.0,1465.0,4000.0,nominal,0.0
12,44.0,3,3,3.0,1437.0,1481.0,4000.0,nominal,0.0
13,44.0,4,3,3.0,1305.0,1383.0,4000.0,nominal,0.0
14,44.0,5,3,5.0,1436.0,1501.0,4000.0,nominal,0.0
15,44.0,1,4,2.0,1298.0,1347.0,4000.0,nominal,0.0
16,44.0,2,4,1.0,1303.0,1323.0,4000.0,nominal,0.0
17,44.0,3,4,2.0,1313.0,1322.0,4000.0,nominal,0.0
18,44.0,4,4,4.0,1275.0,1393.0,4000.0,nominal,0.0
19,44.0,5,4,3.0,1230.0,1325.0,4000.0,nominal,0.0
20,44.0,1,5,4.0,1746.0,1794.0,4000.0,nominal,0.0
21,44.0,2,5,4.0,1726.0,1796.0,4000.0,nominal,0.0
22,44.0,3,5,4.0,1744.0,1801.0,4000.0,nominal,0.0
23,44.0,4,5,1.0,1696.0,1861.0,4000.0,nominal,0.0
24,44.0,5,5,5.0,1742.0,1876.0,4000.0,nominal,0.0
25,44.0,1,6,3.0,1601.0,1632.0,4000.0,nominal,0.0
26,44.0,2,6,3.0,1618.0,1658.0,4000.0,nominal,0.0
27,44.0,3,6,3.0,1609.0,1656.0,4000.0,nominal,0.0
28,44.0,4,6,2.0,1602.0,1645.0,4000.0,nominal,0.0
29,44.0,5,6,4.0,1621.0,1634.0,4000.0,nominal,0.0
30,44.0,1,7,2.0,1467.0,1572.0,4000.0,nominal,0.0
31,44.0,2,7,5.0,1509.0,1569.0,4000.0,nominal,0.0
32,44.0,3,7,2.0,1470.0,1555.0,4000.0,nominal,0.0
33,44.0,4,7,1.0,1499.0,1539.0,4000.0,nominal,0.0
34,44.0,5,7,1.0,1462.0,1598.0,4000.0,nominal,0.0
35,44.0,1,8,3.0,1362.0,1449.0,4000.0,ordinal,0.0
36,44.0,2,8,3.0,1378.0,1425.0,4000.0,ordinal,0.0
37,44.0,3,8,3.0,1354.0,1465.0,4000.0,ordinal,0.0
38,44.0,4,8,1.0,1331.0,1436.0,4000.0,ordinal,0.0
39,44.0,5,8,5.0,1477.0,1483.0,4000.0,ordinal,0.0
40,44.0,1,9,1.0,1803.0,1868.0,4000.0,ordinal,0.0
41,44.0,2,9,1.0,1807.0,1891.0,4000.0,ordinal,0.0
42,44.0,3,9,1.0,1800.0,1884.0,4000.0,ordinal,0.0
43,44.0,4,9,3.0,1749.0,1825.0,4000.0,ordinal,0.0
44,44.0,5,9,4.0,1761.0,2009.0,4000.0,ordinal,0.0
45,44.0,1,10,4.0,1480.0,1510.0,4000.0,ordinal,0.0
46,44.0,2,10,3.0,1465.0,1494.0,4000.0,ordinal,0.0
47,44.0,3,10,5.0,1489.0,1523.0,4000.0,ordinal,0.0
48,44.0,4,10,3.0,1486.0,1539.0,4000.0,ordinal,0.0
49,44.0,5,10,1.0,1402.0,1462.0,4000.0,ordinal,0.0
