article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,5548,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,99e29da1-39a3-4afd-9c3f-5e90e616abc4,Adjudicator catharinewu task 770 article number 100003,True,ecd50082-5067-4ba7-b999-35d7a0bdb172,bee4ffa6-429c-4b33-a5a5-4e7983016b9f,QuotedSources_2018_07_11,Quoted Sources,2,,{},2,7,93,"Chinese warship in 'unsafe' encounter with US destroyer, amid rising US-China tensions"
Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,5548,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,99e29da1-39a3-4afd-9c3f-5e90e616abc4,Adjudicator catharinewu task 770 article number 100003,True,ecd50082-5067-4ba7-b999-35d7a0bdb172,bee4ffa6-429c-4b33-a5a5-4e7983016b9f,QuotedSources_2018_07_11,Quoted Sources,2,,{},2,168,459,"A US Navy ship had an ""unsafe"" interaction with a Chinese warship Sunday while the US vessel was conducting a freedom of navigation operation near the disputed Spratly Islands in the South China Sea, causing the US ship to maneuver ""to prevent a collision,"" according to US defense officials"
Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,5548,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,99e29da1-39a3-4afd-9c3f-5e90e616abc4,Adjudicator catharinewu task 770 article number 100003,True,ecd50082-5067-4ba7-b999-35d7a0bdb172,ccb62ca9-0361-4ee6-89ed-5fb16c14e50b,QuotedSources_2018_07_11,Quoted Sources,3,,{},5,463,732,"A (People's Republic of China) Luyang destroyer approached USS Decatur in an unsafe and unprofessional maneuver in the vicinity of Gaven Reef in the South China Sea,"" Capt. Charles Brown, a spokesman for US Pacific Fleet, told CNN in a statement confirming the incident"
Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,5548,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,99e29da1-39a3-4afd-9c3f-5e90e616abc4,Adjudicator catharinewu task 770 article number 100003,True,ecd50082-5067-4ba7-b999-35d7a0bdb172,ccb62ca9-0361-4ee6-89ed-5fb16c14e50b,QuotedSources_2018_07_11,Quoted Sources,3,,{},5,767,881,conducted a series of increasingly aggressive maneuvers accompanied by warnings for the Decatur to depart the area
Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,5548,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,99e29da1-39a3-4afd-9c3f-5e90e616abc4,Adjudicator catharinewu task 770 article number 100003,True,ecd50082-5067-4ba7-b999-35d7a0bdb172,ccb62ca9-0361-4ee6-89ed-5fb16c14e50b,QuotedSources_2018_07_11,Quoted Sources,3,,{},5,898,976,"the Chinese destroyer ""approached within 45 yards"" of the front of the US ship"
Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,5548,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,99e29da1-39a3-4afd-9c3f-5e90e616abc4,Adjudicator catharinewu task 770 article number 100003,True,ecd50082-5067-4ba7-b999-35d7a0bdb172,ccb62ca9-0361-4ee6-89ed-5fb16c14e50b,QuotedSources_2018_07_11,Quoted Sources,3,,{},5,994,1126,"Decatur ""maneuvered to prevent a collision.""\n\t\t\n""Our forces will continue to fly, sail and operate anywhere international law allows"
Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,5548,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,99e29da1-39a3-4afd-9c3f-5e90e616abc4,Adjudicator catharinewu task 770 article number 100003,True,ecd50082-5067-4ba7-b999-35d7a0bdb172,ccb62ca9-0361-4ee6-89ed-5fb16c14e50b,QuotedSources_2018_07_11,Quoted Sources,3,,{},5,1307,1455,"This was very dangerous. Captains get very nervous when ships get closer than 1,000 yards,"" said Schuster, now a Hawaii Pacific University professor"
Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,5548,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,99e29da1-39a3-4afd-9c3f-5e90e616abc4,Adjudicator catharinewu task 770 article number 100003,True,ecd50082-5067-4ba7-b999-35d7a0bdb172,5cea578c-783c-426a-9598-0280f55fffe2,QuotedSources_2018_07_11,Quoted Sources,4,,{},2,2364,2590,"The US has been repeatedly sending warships to the islands and the adjacent waters in the South China Sea, which has seriously threatened China's sovereignty and safety,"" Chinese Defense Ministry spokesman Wu Qian said Tuesday"
Demo2,100003,politicalarticle4.txt,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,5548,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,99e29da1-39a3-4afd-9c3f-5e90e616abc4,Adjudicator catharinewu task 770 article number 100003,True,ecd50082-5067-4ba7-b999-35d7a0bdb172,5cea578c-783c-426a-9598-0280f55fffe2,QuotedSources_2018_07_11,Quoted Sources,4,,{},2,2594,2777,"The Chinese military will resolutely perform its defense duties and continue to take all necessary measures to safeguard our sovereignty and the regional peace and stability,"" Wu said"
Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,f38b107b-8f1c-4120-b427-4687a98fcfa0,Adjudicator catharinewu task 818 article number 1712,True,7919f383-3769-46e3-83b5-bf55ecb84db2,927c2953-73c8-4971-aaa4-24b2a2555110,Arguments_2018_08_21,Arguments,1,,{},1,294,440,"Patients who, by chance, saw a doctor that more frequently prescribed opioids were 30 percent more likely to become long-term users of painkillers"
Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,f38b107b-8f1c-4120-b427-4687a98fcfa0,Adjudicator catharinewu task 818 article number 1712,True,7919f383-3769-46e3-83b5-bf55ecb84db2,3f3f28b1-eaee-4b63-b251-25c51413d442,Arguments_2018_08_21,Arguments,2,,{},1,1032,1255,"In a new study in the New England Journal of Medicine, researchers tried to tease out that link. And they found doctors\u2019 prescribing habits \u2014 whether they give out opioids at a higher rate versus a lower rate \u2014 matter a lot"
Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,42324115-ad7b-4558-8fd7-3cb44e99bb31,Demo2_FormTriager.adjudicated,f38b107b-8f1c-4120-b427-4687a98fcfa0,Adjudicator catharinewu task 818 article number 1712,True,7919f383-3769-46e3-83b5-bf55ecb84db2,f0e71ffa-b37f-4482-ae7d-567306234031,Arguments_2018_08_21,Arguments,3,,{},1,1258,1576,"For the study, researchers from Harvard Medical School and the Harvard School of  Public Health looked at 375,000 Medicare patients who turned up in an emergency department for common reasons \u2014 such as falls, chest pain, ankle sprain, or back pain \u2014 and hadn\u2019t used opioids in the six months before their hospital stay"
