,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Unnamed: 0,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema
0,Probability,2,,ordinal,3,-1.0,Inappropriate confidence,47,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,e1c45989-f0aa-4490-bd2b-0836b199bc34,ordinal,3,0.8648259251435817,0.8648259251435817,"[5417.0, 5418.0, 5419.0, 5420.0, 5421.0, 5422.0, 5423.0, 5424.0, 5425.0, 5426.0, 5427.0, 5428.0, 5429.0, 5430.0, 5431.0, 5432.0, 5433.0, 5434.0, 5435.0, 5436.0, 5437.0]",0.5670662770692809,0.5670662770692809,0.8648259251435817,3,5,nan,To what extent does the confidence seem justified?,Somewhat justified,True,-0.8648259251435817,Probability
1,Probability,5,,ordinal,1,1.0,Acknowledges uncertainty,58,100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,bae2d9cd-a023-4e1e-83a8-6f1d886df142,8e09f5ad-c8ea-48ae-9876-772ae6f58302,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,04b89d30-90b4-4fdb-8f08-6090803c9814,ordinal,1,1.0,1.0,"[565, 566, 567, 568, 569, 570, 571]",0.6333285156814569,0.1121700879765396,0.8166642578407284,3,3,appears,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",True,0.8166642578407284,Probability
2,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,9,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,0f21a204-85a9-497a-89d5-3d65cfd95c75,f515fa73-0314-4e8a-b6cf-6642655c42d4,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.8308796657650243,0.8308796657650243,[],nan,nan,0.8308796657650243,5,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-1.6617593315300485,Probability
3,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,66,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,cfecc271-3fc7-4fde-be29-ae3c743c2826,9f78d683-97cf-4a2b-9fe4-7c7e85039cca,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,1.0,1.0,[],nan,nan,1.0,5,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-2.0,Probability
4,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,31,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,538be16d-6f08-44ce-bf72-36583c4e528f,99182ea4-a87a-4339-b3ac-bc29f260ab22,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.8308796657650243,0.8308796657650243,[],nan,nan,0.8308796657650243,5,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-1.6617593315300485,Probability
5,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,2,100036,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,0467c2ca-2b15-4a24-b1cc-e796e77ccd65,c28a5a5f-da41-4fb1-9fd5-e50eed4642c6,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.9871114450218768,0.9871114450218768,[],nan,nan,0.9871114450218768,3,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-1.9742228900437535,Probability
6,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,17,100038,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,1c0022c9-2127-4f69-9ba2-dcca6d5d6597,c35067c1-2fa7-42c0-a0ca-33a6dec2014b,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.9740917395500914,0.9740917395500914,[],nan,nan,0.9740917395500914,3,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-1.9481834791001829,Probability
7,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,48,100042,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,9ca92117-e19b-4f8f-9071-c4e197be4aad,f33f455a-5caf-43c0-971c-d10204155a40,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.9740917395500914,0.9740917395500914,[],nan,nan,0.9740917395500914,3,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-1.9481834791001829,Probability
8,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,38,100044,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,8ceb3db1-297d-43b3-a5ba-048c91d32494,d5e9e257-43ac-4b36-93b2-a5088609b5da,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,0.9740917395500914,0.9740917395500914,[],nan,nan,0.9740917395500914,3,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-1.9481834791001829,Probability
9,Probability,5,,ordinal,3,-2.0,Doesn’t acknowledge uncertainty,24,100044,ce9fb9b9358c71daead068bb2ab24ebfbcd68d1bb8b0611114621d290e0c0764,289758b6-3c05-4974-8b94-d0014b4cda68,f3ec8674-0e5c-46b5-abd8-3e3f3986dd60,Probability Specialist V4,420dc8660318a2f5335151c374ae2aaafb958a7b677e094fed1373a8954468f9,a8ab9ba4-6aad-4109-8072-52f5a51bbba9,ordinal,3,1.0,1.0,[],nan,nan,1.0,3,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-2.0,Probability
