quiz_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,namespace,topic_number,topic_name,question_number,question_text,answer_number,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,start_pos,end_pos,target_text,source_text_length
4bbbb32d-0bae-42c7-ac44-85afa94c8521,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1127,SSSPETest2,1736,1736SSSArticle.txt,f3c96735b1259b516d88bd87c030608333260e2bef8d68d2daea2b524b8d9588,5fbf2441-ffe1-4e4c-8bb6-41d4c3b200da,f9c04b64-a008-41c0-a832-a02b9975c57c,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,7,To what extent do you agree with the central gist of the article?,2,Somewhat Agree,c74c43fc-5be5-4580-a7a8-e832cd73a7ca,5fbf2441-ffe1-4e4c-8bb6-41d4c3b200da,Somewhat Agree,1,6400,6559,"were most likely to still be alive at the end of the study's six years, compared with people who got either six hours or less, or eight hours or more, of sleep",15329
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,97cac635-b116-46a2-b982-eb9193c3cdba,f7a7b494-ea99-4873-b3c3-b62f92eb6ce3,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,6,What type of news article is it?,2,"Report of what some person, body, or group said",e1e576f1-c98a-4e4a-9b0a-43d1a6387a0b,97cac635-b116-46a2-b982-eb9193c3cdba,"Report of what some person, body, or group said",1,3775,3951,"now an international team of physicists have questioned the acceration of the Universe's expansion, and they've got a much bigger database of Type 1a supernovae to back them up",6532
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,aed3f7e5-dd4c-4bd2-bd8b-3369b7753bc7,f7a7b494-ea99-4873-b3c3-b62f92eb6ce3,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,7,To what extent do you agree with the central gist of the article?,3,Neither Agree nor Disagree,40c2ca9e-cb2f-43ae-8e2c-a917325ded7a,aed3f7e5-dd4c-4bd2-bd8b-3369b7753bc7,Neither Agree nor Disagree,1,6176,6522,"Naturally, a lot of work will be necessary to convince the physics community of this, but our work serves to demonstrate that a key pillar of the standard cosmological model is rather shaky,"" says Sarkar.

""Hopefully, this will motivate better analyses of cosmological data, as well as inspiring theorists to investigate more nuanced cosmological",6532
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,6a4e3c01-ee7b-4bad-9deb-ed4c14812ec4,c37ed572-0042-460d-a585-7280158e1687,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,6,What type of news article is it?,2,"Report of what some person, body, or group said",e1e576f1-c98a-4e4a-9b0a-43d1a6387a0b,6a4e3c01-ee7b-4bad-9deb-ed4c14812ec4,"Report of what some person, body, or group said",1,3771,3873,But now an international team of physicists have questioned the acceration of the Universe's expansion,6532
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,6a4e3c01-ee7b-4bad-9deb-ed4c14812ec4,c37ed572-0042-460d-a585-7280158e1687,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,6,What type of news article is it?,2,"Report of what some person, body, or group said",e1e576f1-c98a-4e4a-9b0a-43d1a6387a0b,6a4e3c01-ee7b-4bad-9deb-ed4c14812ec4,"Report of what some person, body, or group said",1,4759,4827,"reports lead researcher, Subir Sarkar, from the University of Oxford",6532
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,e6f74c0e-655e-4e43-84cf-b074d890c5bb,c37ed572-0042-460d-a585-7280158e1687,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,7,To what extent do you agree with the central gist of the article?,2,Somewhat Agree,c74c43fc-5be5-4580-a7a8-e832cd73a7ca,e6f74c0e-655e-4e43-84cf-b074d890c5bb,Somewhat Agree,1,3954,4506,"By applying a different analytical model to the 740 Type Ia supernovae that have been identified so far, the team says they've been able to account for the subtle differences between them like never before.

They say the statistical techniques used by the original team were too simplistic, and were based on a model devised in the 1930s, which can't reliability be applied to the growing supernova dataset.

They also mention that the cosmic microwave background isn't directly affected by dark energy, so only serves as an ""indirect"" type of evidence",6532
baae1ea1-d67b-4def-a0bd-48a0f415de7c,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1129,SSSPETest2,1740,1740SSSArticle (1).txt,f891c248f4e29411ce2fe22da45e79e68b21c612f5b1256276f91b63f01384f4,ec571b4a-b2ad-4c45-ae75-5d5f296776ec,f7a7b494-ea99-4873-b3c3-b62f92eb6ce3,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,3,Is a claim made that should have a source but doesn't?,3,Maybe,9e15549f-00f7-49a7-8669-97e81691e60d,ec571b4a-b2ad-4c45-ae75-5d5f296776ec,Maybe,1,126,197,It’s nothing new to hear the San Antonio Spurs described as machinelike,3110
baae1ea1-d67b-4def-a0bd-48a0f415de7c,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1129,SSSPETest2,1740,1740SSSArticle (1).txt,f891c248f4e29411ce2fe22da45e79e68b21c612f5b1256276f91b63f01384f4,28072efb-2727-49ad-97ca-3504eabb7a5a,f7a7b494-ea99-4873-b3c3-b62f92eb6ce3,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,7,To what extent do you agree with the central gist of the article?,3,Neither Agree nor Disagree,40c2ca9e-cb2f-43ae-8e2c-a917325ded7a,28072efb-2727-49ad-97ca-3504eabb7a5a,Neither Agree nor Disagree,1,343,567,"No team over the past two decades has been better at getting stops than the Spurs, who not only stand as the NBA’s best defense this year, but have ranked among the top 10 in defensive efficiency in 17 of the past 20 seasons",3110
8bc48531-c395-43a4-9aa2-ee648c130303,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1130,SSSPETest2,1734,1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,aaeb5ab6-2d85-471f-ad94-9901240861ec,f9c04b64-a008-41c0-a832-a02b9975c57c,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,7,To what extent do you agree with the central gist of the article?,2,Somewhat Agree,c74c43fc-5be5-4580-a7a8-e832cd73a7ca,aaeb5ab6-2d85-471f-ad94-9901240861ec,Somewhat Agree,1,697,849,"According to a new study, just a couple of nights under canvas is enough to reset the body’s internal clock, enabling people to fall asleep more quickly",3769
3871c79e-8b7a-4a24-9a99-c46c800187cc,http://pe.goodlylabs.org/project/PreAlphaHolistic2/task/1128,SSSPETest2,1733,1733SSSArticle.txt,3b1f433b349070805f603e74f06a6dcbadd3e53a9f3f6dd20357dba130244bcc,d3251cf1-14d3-4c94-950b-00004c1d7eaa,1c3ece38-d9ad-4645-99dc-fc35ed23311f,HolisticSpecialist2018_07_26,1,Holistic Evaluation of Article,3,Is a claim made that should have a source but doesn't?,1,Yes,51a9ae1f-c8b6-4a4c-be1d-f0f88c58cdc2,d3251cf1-14d3-4c94-950b-00004c1d7eaa,Yes,1,1001,2005,"White dwarf stars are made from one of the densest forms of matter in the known Universe - surpassed only by neutron stars and black holes.

While a typical white dwarf will only be slightly larger than Earth, it will have around the same amount of mass as our Sun. To put that into perspective, you could fit roughly 1,300,000 Earths inside the Sun. 

Now imagine that incredibly dense, dead star collapsing under the weight of its own gravity. We're talking about a luminosity level that's about 5 billion times brighter than the Sun.

Because each Type 1a supernova explodes with roughly the same brightness, the amount of light they give off can be used as an indication of their distance from Earth - and slight shifts in colour can also be used to figure out how fast they're moving.

When Perlmutter, Riess, and Schmidt measured all the data for known Type 1a supernovae, recorded by the Hubble space telescope and a number of large ground-based telescopes, they found something incredibly strange",6532
