Article ID,Credibility Indicator ID,Credibilty Indicator Category,Credibility Indicator Name,Points,Indices of Label in Article,Start,End,target_text
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Exaggeration,-2.5,"[301, 302, 303, 304, 305, 306, 307, 308, 309]",301,309,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Exaggeration,0,"[435, 436, 437, 438, 439, 440]",435,441,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Inappropriate slang,-0.75,"[301, 302, 303, 304, 305, 306, 307, 308, 309]",301,309,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Inappropriate slang,0,"[435, 436, 437, 438, 439, 440]",435,441,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Inappropriate slang,-0.1783032723411605,"[1606, 1607, 1608, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616, 1617, 1618, 1619, 1620, 1621, 1622, 1623, 1624, 1625, 1626]",1606,1627,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Denigration,-0.25,"[301, 302, 303, 304, 305, 306, 307, 308, 309]",301,309,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Denigration,0,"[435, 436, 437, 438, 439, 440]",435,441,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Denigration,-0.25,"[1606, 1607, 1608, 1609, 1610, 1611, 1612, 1613, 1614, 1615, 1616, 1617, 1618, 1619, 1620, 1621, 1622, 1623, 1624, 1625, 1626]",1606,1627,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Writing errors,-1.25,[],-1,-1,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Well-balanced,0.0,[],-1,-1,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Well-balanced,0.0,[],-1,-1,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Well-balanced,0.0,[],-1,-1,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,L0,Language,Well-balanced,0.0,[],-1,-1,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,R0,Reasoning,Stereotyping,-2.0,[],-1,-1,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,R0,Reasoning,nan,0.0,[],-1,-1,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,R0,Reasoning,Other appeals to biases,-1.5,"[2099, 2100, 2101, 2102, 2103, 2104, 2105, 2106, 2107, 2108, 2109, 2110, 2111, 2112, 2113, 2114, 2115, 2116, 2117, 2118, 2119, 2120, 2121, 2122, 2123, 2124, 2125, 2126, 2127, 2128, 2129, 2130, 2131, 2132, 2133, 2134, 2135, 2136, 2137, 2138, 2139, 2140, 2141, 2142, 2143, 2144, 2145, 2146, 2147, 2148, 2149, 2150, 2151, 2152, 2153, 2154, 2155, 2156, 2157, 2158, 2159, 2160, 2161, 2162]",2099,2163,nan
95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,R0,Reasoning,Misleading argument,-4.0,[],-1,-1,nan
,,,,,,,,
