,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Unnamed: 0,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema
0,Probability,2,,ordinal,2,-0.5,Inappropriate confidence,26,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,39987361-0f52-4e65-bf03-10feb53b80ae,3cfd5a57-87d7-4164-a240-80d55a697517,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,be49d63d-3beb-467a-aa7c-718edc7ed4f7,ordinal,2,0.7500223519819913,0.7500223519819913,[],nan,nan,0.7500223519819913,19,5,nan,To what extent does the confidence seem justified?,Mostly justified,True,-0.37501117599099565,Probability
1,Probability,2,,ordinal,2,-0.5,Inappropriate confidence,60,100000,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,e7db7917-2cda-449f-a03a-e44713c1dce0,fa46730c-4bf4-4f2a-8deb-b362edf01391,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,be49d63d-3beb-467a-aa7c-718edc7ed4f7,ordinal,2,0.7214722161988634,0.7214722161988634,[],nan,nan,0.7214722161988634,17,5,nan,To what extent does the confidence seem justified?,Mostly justified,True,-0.3607361080994317,Probability
2,Probability,2,,ordinal,3,-1.0,Inappropriate confidence,18,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,7b3e1610-dd67-41ea-88f8-1f45dd5bcf9d,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,7dff2434-b492-4089-8f8f-5da4704ce257,ordinal,3,0.9720062526184904,0.9720062526184904,[],nan,nan,0.9720062526184904,23,5,nan,To what extent does the confidence seem justified?,Somewhat justified,True,-0.9720062526184904,Probability
3,Probability,2,,ordinal,3,-1.0,Inappropriate confidence,52,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e6ae200d-cb39-4d62-bb9f-4c6da9ca7100,d2ef5083-9f24-47f4-bbfa-2458f3d37235,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,7dff2434-b492-4089-8f8f-5da4704ce257,ordinal,3,0.6400923279425311,0.6400923279425311,[],nan,nan,0.6400923279425311,17,5,nan,To what extent does the confidence seem justified?,Somewhat justified,True,-0.6400923279425311,Probability
4,Probability,2,,ordinal,4,-2.0,Inappropriate confidence,1,100002,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,0b5a0a55-3e78-4772-8be7-54ed31244e9c,cfb60950-5085-4b76-a4bb-d2fab68abb20,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,28352846-ef44-4608-87c4-e3aeb7c14b9c,ordinal,4,0.7143647185105773,0.7143647185105773,[],nan,nan,0.7143647185105773,16,5,nan,To what extent does the confidence seem justified?,Slightly justified,True,-1.4287294370211545,Probability
5,Probability,2,,ordinal,4,-2.0,Inappropriate confidence,44,100003,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,c6b767c3-749d-40d9-90e6-a9ae05bdb597,5ba89d75-9ad9-47dc-8ef9-7cfc2397423d,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,28352846-ef44-4608-87c4-e3aeb7c14b9c,ordinal,4,0.6218608451894297,0.6218608451894297,[],nan,nan,0.6218608451894297,15,5,nan,To what extent does the confidence seem justified?,Slightly justified,True,-1.2437216903788595,Probability
6,Probability,2,,ordinal,4,-2.0,Inappropriate confidence,36,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,aca5ffa3-12e4-4ed0-ab88-9f11688ec455,52fd8e4d-1b26-4829-a477-25e8b9b882aa,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,28352846-ef44-4608-87c4-e3aeb7c14b9c,ordinal,4,0.6377837354846121,0.6377837354846121,[],nan,nan,0.6377837354846121,15,5,nan,To what extent does the confidence seem justified?,Slightly justified,True,-1.2755674709692242,Probability
7,Probability,2,,ordinal,5,-3.0,Inappropriate confidence,9,100001,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,1c09e65a-39e9-434d-9e3b-3ec23849e26f,a0747ab4-f5ad-4ef2-a67b-e2d90fea8f6f,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,78f491a7-8ccb-4582-8972-f0c9a3c8ee8b,ordinal,5,0.6054746414092582,0.6054746414092582,[],nan,nan,0.6054746414092582,16,5,nan,To what extent does the confidence seem justified?,Not at all justified,True,-1.8164239242277747,Probability
8,Probability,5,,ordinal,1,1.0,Acknowledges uncertainty,19,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,7b3e1610-dd67-41ea-88f8-1f45dd5bcf9d,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,da4a91ae-8875-4d8e-bcbe-64625efa27cd,ordinal,1,0.65168818826945,0.65168818826945,"[4875, 4876, 4877, 4878, 4879, 4880, 4881, 4882, 4883, 4884, 4885, 4886, 4887, 4888, 4889, 4890, 4891, 4892, 4893, 4894, 4895, 4896, 4897, 4898, 4899, 4900, 4901, 4902, 4903, 4904, 4905, 4906, 4907, 4908, 4909, 4910, 4911, 4912, 4913, 4914, 4915, 4916, 4917, 4918, 4919, 4920, 4921, 4922, 4923, 4924, 4925, 4926, 4927, 4928, 4929, 4930, 4931, 4932, 4933, 4934, 4935, 4936, 4937, 4938, 4939, 4940, 4941, 4942, 4943, 4944, 4945, 4946, 4947, 4948, 4949, 4950, 4951, 4952, 4953, 4954, 4955, 4956, 4957, 4958, 4959, 4960, 4961, 4962, 4963, 4964, 4965, 4966, 4967, 4968, 4969, 4970, 4971, 4972, 4973, 4974, 4975, 4976, 4977, 4978, 4979, 4980, 4981, 4982, 4983, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 4999]",0.9101233659299576,0.5524950679568964,0.7809057770997038,23,3,So the researchers can't say how the trend they found might be different for younger patients or those who see non-ER doctors,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",True,0.7809057770997038,Probability
9,Probability,5,,ordinal,1,1.0,Acknowledges uncertainty,53,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e6ae200d-cb39-4d62-bb9f-4c6da9ca7100,d2ef5083-9f24-47f4-bbfa-2458f3d37235,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,da4a91ae-8875-4d8e-bcbe-64625efa27cd,ordinal,1,0.6266952785618229,0.6266952785618229,"[4882, 4883, 4884, 4885, 4886, 4887, 4888, 4889, 4890, 4891, 4892, 4893, 4894, 4895, 4896, 4897, 4898, 4899, 4900, 4901, 4902, 4903, 4904, 4905, 4906, 4907, 4908, 4909, 4910, 4911, 4912, 4913, 4914, 4915, 4916, 4917, 4918, 4919, 4920, 4921, 4922, 4923, 4924, 4925, 4926, 4927, 4928, 4929, 4930, 4931, 4932, 4933, 4934, 4935, 4936, 4937, 4938, 4939, 4940, 4941, 4942, 4943, 4944, 4945, 4946]",0.5897611643928817,0.48864232467190705,0.6082282214773524,17,3,researchers can't say how the trend they found might be different,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",True,0.6082282214773524,Probability
10,Probability,5,,ordinal,2,0.5,Acknowledges uncertainty,2,100002,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,0b5a0a55-3e78-4772-8be7-54ed31244e9c,cfb60950-5085-4b76-a4bb-d2fab68abb20,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,63440ba4-1f4b-4bf8-9d12-dd59c8429bfd,ordinal,2,0.6343984370492775,0.6343984370492775,L,L,L,0.3171992185246387,16,3,nan,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,0.15859960926231936,Probability
11,Probability,5,,ordinal,2,0.5,Acknowledges uncertainty,37,100004,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,aca5ffa3-12e4-4ed0-ab88-9f11688ec455,52fd8e4d-1b26-4829-a477-25e8b9b882aa,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,63440ba4-1f4b-4bf8-9d12-dd59c8429bfd,ordinal,2,0.6700482714110456,0.6700482714110456,"[1549, 1550, 1551, 1552, 1553, 1554, 1555, 1556]",0.5081454371350784,0.19110133247186856,0.589096854273062,15,3,expected,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,0.294548427136531,Probability
