article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,14f6f796-9a31-4ec4-ade6-f03f31fd2608,checklist,1,0.0,1.0,[],NA,NA,0.0,3,9,NA,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),"Honorific (e.g. Mr. Mrs., Dr.)"
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,36602f94-ba1b-4675-b5fa-373f54513e57,checklist,2,0.0,1.0,[],NA,NA,0.0,3,9,NA,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),"Title, role, or position (e.g. ""Professor of Paleontology"")"
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,b95987a0-79fa-4717-8c82-0a6b3a8f789e,checklist,3,0.0,1.0,[],NA,NA,0.0,3,9,NA,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),"First name (e.g. ""Jon"")"
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,841ff0be-6f0c-4b6b-a1e6-d5481a8b2af6,checklist,4,0.0,1.0,[],NA,NA,0.0,3,9,NA,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),Middle name or initial
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,258f8fcc-3119-45cc-8f3f-d0e58d7bc94e,checklist,5,0.0,1.0,[],NA,NA,0.0,3,9,NA,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),"Last name (e.g. ""Snow"")"
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0428d5d8-c147-4963-a77f-0b7175007a7a,checklist,6,0.0,1.0,[],NA,NA,0.0,3,9,NA,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),"Other description of person (e.g. ""Boston's favorite ice cream heiress"")"
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,0905ede6-d253-4ab5-a44b-b6cf2e256b5b,checklist,7,0.0,1.0,[],NA,NA,0.0,3,9,NA,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),"Organization (e.g. ""from House Stark"" or ""of the University of Lichfield"")"
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,4ad0a527-fba0-42d5-9239-01df5f74c89a,checklist,8,0.0,1.0,[],NA,NA,0.0,3,9,NA,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),"Description of Organization (i.e. ""a Springfield institution"")"
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,1,fea028a3-e9f5-449c-990d-f97df2f8e956,checklist,9,1.0,0.0,"[, , , 1, , , , 2, , , , 3, ..., 1266, 1267, 1268]",0.6399385736412277,0.6399385736412277,0.8199692868206139,3,9,"000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000According to witness reports, the shooter turned the gun on himself when a nearby citizen drew a concealed firearm00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),"Only a vague description (e.g. ""experts say ..."")"
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,5fe25f51-9a02-43a8-af55-661fa548b99c,checklist,1,0.0,1.0,[],NA,NA,0.0,3,2,NA,"Using the highlight options below, indicate which portions of the bolded text are:",Direct quote
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,6dfe050f-08be-41b8-9948-ae75532c57e8,checklist,2,1.0,0.0,"[, , , 1, , , , 2, , , , 3, ..., 1266, 1267, 1268]",0.39771333623452143,0.39771333623452143,0.6988566681172608,3,2,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000According to witness reports00the shooter turned the gun on himself when a nearby citizen drew a concealed firearm00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"Using the highlight options below, indicate which portions of the bolded text are:",Paraphrase
100043,d1a27dc55d4704fbbb9ede3958d88ee37f118049cc6e19fc242d49f7d3d0cf5d,07374713-42e6-498f-a74d-a9a92df3211a,81093cf3-b149-4086-af06-3effc9cf0fb5,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,b9e74f9d-86a9-4383-9716-d57b2e5e0e9a,checklist,1,0.3333333333333333,0.6666666666666667,[],NA,NA,0.3333333333333333,3,6,NA,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",Spoken directly to the reporter
