article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content
100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,be3d77ab-978a-4f47-944c-1c3d08d2dd4e,86ff9189-131b-4df0-8ac0-ecb492f7138b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,1,1001814f-3d89-4e1f-8c1e-e712a4999c51,checklist,1,0.25,0.75,[],NA,NA,0.25,4,3,NA,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"General Causation (In general, X causes Y.)"
100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,be3d77ab-978a-4f47-944c-1c3d08d2dd4e,86ff9189-131b-4df0-8ac0-ecb492f7138b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,1,291df628-7c03-473d-a625-d189a6c4367a,checklist,2,0.0,1.0,[],NA,NA,0.0,4,3,NA,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,"Singular Causation (In this case, A caused/is causing B)"
100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,be3d77ab-978a-4f47-944c-1c3d08d2dd4e,86ff9189-131b-4df0-8ac0-ecb492f7138b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,1,43deba4a-8963-4910-8ab0-e2a76b258c70,checklist,3,1.0,0.0,"[, , , 1, , , , 2, , , , 3, ..., 3697, 3698, 3699]",-0.008724893210942497,-0.008724893210942497,0.49563755339452875,4,3,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000researchers evaluated the amount of body fat that got burned during a physical exercise session0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00000000000000000000000000000000000highly trained athletes burn up to 0.75 g of body fat during every minute of a moderately intensive workout session0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000So an hour’s worth of moderate exercise would only get rid of 30 g of body fat00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,Is a general or singular causal claim made? Highlight the section(s) that supports your answer.,No causal claim made
100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,be3d77ab-978a-4f47-944c-1c3d08d2dd4e,86ff9189-131b-4df0-8ac0-ecb492f7138b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,2,fe69a36d-789e-4234-9a13-a68e0d4c5c06,checklist,1,0.0,1.0,[],NA,NA,0.0,1,9,NA,What evidence is given for the primary causal claim? Select all that apply.,Correlation
100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,be3d77ab-978a-4f47-944c-1c3d08d2dd4e,86ff9189-131b-4df0-8ac0-ecb492f7138b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,2,96439f50-d33f-496d-af59-ed759875ad94,checklist,2,0.0,1.0,[],NA,NA,0.0,1,9,NA,What evidence is given for the primary causal claim? Select all that apply.,Cause precedes effect
100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,be3d77ab-978a-4f47-944c-1c3d08d2dd4e,86ff9189-131b-4df0-8ac0-ecb492f7138b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,2,374f9785-c5dd-448d-a66a-ad9a5016f6d9,checklist,3,0.0,1.0,[],NA,NA,0.0,1,9,NA,What evidence is given for the primary causal claim? Select all that apply.,The correlation appears across multiple independent contexts
100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,be3d77ab-978a-4f47-944c-1c3d08d2dd4e,86ff9189-131b-4df0-8ac0-ecb492f7138b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,2,1dc630d6-b642-4b88-a197-90212cf5bd64,checklist,4,1.0,0.0,[],NA,NA,1.0,1,9,NA,What evidence is given for the primary causal claim? Select all that apply.,A plausible mechanism is proposed
100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,be3d77ab-978a-4f47-944c-1c3d08d2dd4e,86ff9189-131b-4df0-8ac0-ecb492f7138b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,2,8fa9b6f4-caae-48e3-a756-21a692e911f2,checklist,5,0.0,1.0,[],NA,NA,0.0,1,9,NA,What evidence is given for the primary causal claim? Select all that apply.,An experimental study was conducted (natural experiments OK)
100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,be3d77ab-978a-4f47-944c-1c3d08d2dd4e,86ff9189-131b-4df0-8ac0-ecb492f7138b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,2,2d59c2ac-a5c0-4ff7-968b-925cba1ba702,checklist,6,0.0,1.0,[],NA,NA,0.0,1,9,NA,What evidence is given for the primary causal claim? Select all that apply.,There is a clear dose-response curve
100047,bc5e5c03288f88718cc4461277e3e5e58741dfd97b8281ae511949f4551c26f1,be3d77ab-978a-4f47-944c-1c3d08d2dd4e,86ff9189-131b-4df0-8ac0-ecb492f7138b,Evidence Specialist,c0214f290c8f381a5f02b9fcb221ff897c903c4646af9fa73577f092c303926f,2,e9bfd507-ec14-44f9-9c07-08e90523203a,checklist,7,1.0,0.0,[],NA,NA,1.0,1,9,NA,What evidence is given for the primary causal claim? Select all that apply.,Experts are cited
