schema_namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,task_uuid,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,start_pos,end_pos,target_text
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,d9c96297-95aa-4531-8040-f03fbcd429f1,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,ca70d7bd-6791-4cd6-8223-5bfeb573beed,40,22,72be7066-e4d7-4b2f-8c5e-1c567d98422a,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-09-30 15:11:57.787099,2019-09-30 15:13:21.604049,83.81695,Source relevance,T1.Q1,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),T1.Q1.A7,"Organization (e.g. ""from House Stark"" or ""of the University of Lichfield"")",0905ede6-d253-4ab5-a44b-b6cf2e256b5b,72be7066-e4d7-4b2f-8c5e-1c567d98422a,"Organization (e.g. ""from House Stark"" or ""of the University of Lichfield"")",1,1,1050,1085,the New England Journal of Medicine
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,d9c96297-95aa-4531-8040-f03fbcd429f1,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,ca70d7bd-6791-4cd6-8223-5bfeb573beed,40,22,aadf181a-ded7-4cbe-aaef-fbbcf229ec52,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-09-30 15:11:57.787099,2019-09-30 15:13:21.604049,83.81695,Source relevance,T1.Q1,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),T1.Q1.A8,"Description of Organization (i.e. ""a Springfield institution"")",4ad0a527-fba0-42d5-9239-01df5f74c89a,aadf181a-ded7-4cbe-aaef-fbbcf229ec52,"Description of Organization (i.e. ""a Springfield institution"")",1,1,1050,1085,the New England Journal of Medicine
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,d9c96297-95aa-4531-8040-f03fbcd429f1,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,ca70d7bd-6791-4cd6-8223-5bfeb573beed,40,22,0a13b68f-0cda-4ff8-aef7-07215a6ea236,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-09-30 15:11:57.787099,2019-09-30 15:13:21.604049,83.81695,Source relevance,T1.Q2,"Using the highlight options below, indicate which portions of the bolded text are:",T1.Q2.A2,Paraphrase,6dfe050f-08be-41b8-9948-ae75532c57e8,0a13b68f-0cda-4ff8-aef7-07215a6ea236,Paraphrase,1,1,1032,1255,"In a new study in the New England Journal of Medicine, researchers tried to tease out that link. And they found doctors\u2019 prescribing habits \u2014 whether they give out opioids at a higher rate versus a lower rate \u2014 matter a lot"
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,d9c96297-95aa-4531-8040-f03fbcd429f1,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,ca70d7bd-6791-4cd6-8223-5bfeb573beed,40,22,41e0d2e0-039e-41c4-8a94-d292e1267296,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-09-30 15:11:57.787099,2019-09-30 15:13:21.604049,83.81695,Source relevance,T1.Q3,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",T1.Q3.A6,Can't tell,18e70007-9e19-4498-a794-b8d1baad12f6,41e0d2e0-039e-41c4-8a94-d292e1267296,Can't tell,0,0,,,
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,d9c96297-95aa-4531-8040-f03fbcd429f1,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,ca70d7bd-6791-4cd6-8223-5bfeb573beed,40,22,5e66419f-b70b-46c3-8708-65ca842962f7,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-09-30 15:11:57.787099,2019-09-30 15:13:21.604049,83.81695,Source relevance,T1.Q4,How are the quoted sources' ideas important to the article?,T1.Q4.A2,Provide important support to central claim of article.,d37298d1-bd6d-4426-94be-088521a37f04,5e66419f-b70b-46c3-8708-65ca842962f7,Provide important support to central claim of article.,0,0,,,
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,d9c96297-95aa-4531-8040-f03fbcd429f1,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,ca70d7bd-6791-4cd6-8223-5bfeb573beed,40,22,5b95884e-01a4-4598-a63d-4d0ff1237153,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-09-30 15:11:57.787099,2019-09-30 15:13:21.604049,83.81695,Source relevance,T1.Q5,"How difficult was this task for you, on the whole?",T1.Q5.A2,2,80f382e9-d567-4a21-9847-c6c3e695529b,5b95884e-01a4-4598-a63d-4d0ff1237153,2,0,0,,,
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,d9c96297-95aa-4531-8040-f03fbcd429f1,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,ca70d7bd-6791-4cd6-8223-5bfeb573beed,40,22,dd625493-894b-4359-92d7-9c9bf6922c6d,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-09-30 15:11:57.787099,2019-09-30 15:13:21.604049,83.81695,Source relevance,T1.Q6,"How confident are you about your answers, on the whole?",T1.Q6.A9,9,e93541a5-3a1b-4d91-810c-a9013f07157f,dd625493-894b-4359-92d7-9c9bf6922c6d,9,0,0,,,
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,d9c96297-95aa-4531-8040-f03fbcd429f1,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,ca70d7bd-6791-4cd6-8223-5bfeb573beed,40,22,3167bb0d-2386-485d-a67d-acb549b91995,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-10-04 23:32:30.802559,2019-10-04 23:35:12.188121,161.385562,Source relevance,T1.Q1,Highlight whatever parts of the quoted or paraphrased source are...(check & highlight all that apply),T1.Q1.A8,"Description of Organization (i.e. ""a Springfield institution"")",4ad0a527-fba0-42d5-9239-01df5f74c89a,3167bb0d-2386-485d-a67d-acb549b91995,"Description of Organization (i.e. ""a Springfield institution"")",1,1,1054,1085,New England Journal of Medicine
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,d9c96297-95aa-4531-8040-f03fbcd429f1,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,ca70d7bd-6791-4cd6-8223-5bfeb573beed,40,22,a04c675d-0115-43a6-9dd3-b4618ba4dcef,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-10-04 23:32:30.802559,2019-10-04 23:35:12.188121,161.385562,Source relevance,T1.Q2,"Using the highlight options below, indicate which portions of the bolded text are:",T1.Q2.A2,Paraphrase,6dfe050f-08be-41b8-9948-ae75532c57e8,a04c675d-0115-43a6-9dd3-b4618ba4dcef,Paraphrase,1,1,1087,1255,"researchers tried to tease out that link. And they found doctors\u2019 prescribing habits \u2014 whether they give out opioids at a higher rate versus a lower rate \u2014 matter a lot"
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,d9c96297-95aa-4531-8040-f03fbcd429f1,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5385,ca70d7bd-6791-4cd6-8223-5bfeb573beed,40,22,795c00af-c93f-4757-8a29-de0db6e96802,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-10-04 23:32:30.802559,2019-10-04 23:35:12.188121,161.385562,Source relevance,T1.Q3,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",T1.Q3.A6,Can't tell,18e70007-9e19-4498-a794-b8d1baad12f6,795c00af-c93f-4757-8a29-de0db6e96802,Can't tell,0,0,,,
