highlight_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,start_pos,end_pos,target_text,source_text_length
a4353497-6781-41e4-b9d4-dec2de40b552,https://pe.goodlylabs.org/project/Demo2FormTri/task/1531,Demo2,100005,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,47a92414-fc15-4335-ae98-7472e433e4de,e44f5799-6915-45fd-874e-060f6afedcb9,2018-11-06 07:22:42.263852,2018-11-06 07:28:51.306078,369.042226,526c9c6a-2ecd-4927-b1aa-8d368112ad59,,Assertions,1,230,520,"We all know liberals and conservatives are different, broadly speaking. They disagree about immigration, global warming and health care. They consume different brands. The stereotypes tell us liberals eat arugula and drive hatchbacks, while conservatives prefer pork rinds and pickup trucks",6324
a4353497-6781-41e4-b9d4-dec2de40b552,https://pe.goodlylabs.org/project/Demo2FormTri/task/1531,Demo2,100005,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,47a92414-fc15-4335-ae98-7472e433e4de,e44f5799-6915-45fd-874e-060f6afedcb9,2018-11-06 07:22:42.263852,2018-11-06 07:28:51.306078,369.042226,bd6b5e6f-9b55-458a-9443-fa0c4c8f824f,,Assertions,2,3897,3960,liberals tend to be more politically engaged than conservatives,6324
a4353497-6781-41e4-b9d4-dec2de40b552,https://pe.goodlylabs.org/project/Demo2FormTri/task/1531,Demo2,100005,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,47a92414-fc15-4335-ae98-7472e433e4de,e44f5799-6915-45fd-874e-060f6afedcb9,2018-11-06 07:22:42.263852,2018-11-06 07:28:51.306078,369.042226,d901974e-0012-4143-b61a-504c16b74c12,,Arguments,1,522,871,These two political classes are so dissimilar that people like to joke they are \u201cwired differently.\u201d\nBut it turns out that might literally be true. Recent brain science suggests there are measurable differences in how liberal and conservative brains process information\u2014distinctions that could have significant impact on what happens on Election Day,6324
a4353497-6781-41e4-b9d4-dec2de40b552,https://pe.goodlylabs.org/project/Demo2FormTri/task/1531,Demo2,100005,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,47a92414-fc15-4335-ae98-7472e433e4de,e44f5799-6915-45fd-874e-060f6afedcb9,2018-11-06 07:22:42.263852,2018-11-06 07:28:51.306078,369.042226,d901974e-0012-4143-b61a-504c16b74c12,,Arguments,1,2408,2807,"Progressivism, the pursuit of progress, is, by definition, the pursuit of change, of new things. So, we might expect to see progressive ideology in people with more active dopamine circuits. And that\u2019s just what we do find. Researchers from the University of California discovered that people who inherit particularly active dopamine receptor genes are more likely to subscribe to a liberal ideology",6324
a4353497-6781-41e4-b9d4-dec2de40b552,https://pe.goodlylabs.org/project/Demo2FormTri/task/1531,Demo2,100005,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,47a92414-fc15-4335-ae98-7472e433e4de,e44f5799-6915-45fd-874e-060f6afedcb9,2018-11-06 07:22:42.263852,2018-11-06 07:28:51.306078,369.042226,d901974e-0012-4143-b61a-504c16b74c12,,Arguments,1,3097,3310,"Similarly, people with lower levels of dopamine and higher levels of the \u201cHere & Now\u201d brain chemicals are more likely to take their enjoyment from the appreciation of things they already have. They value tradition",6324
a4353497-6781-41e4-b9d4-dec2de40b552,https://pe.goodlylabs.org/project/Demo2FormTri/task/1531,Demo2,100005,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,47a92414-fc15-4335-ae98-7472e433e4de,e44f5799-6915-45fd-874e-060f6afedcb9,2018-11-06 07:22:42.263852,2018-11-06 07:28:51.306078,369.042226,d901974e-0012-4143-b61a-504c16b74c12,,Arguments,1,3503,3620,genes that code for a less active dopamine system have been linked to people who identify as conservative politically,6324
a4353497-6781-41e4-b9d4-dec2de40b552,https://pe.goodlylabs.org/project/Demo2FormTri/task/1531,Demo2,100005,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,47a92414-fc15-4335-ae98-7472e433e4de,e44f5799-6915-45fd-874e-060f6afedcb9,2018-11-06 07:22:42.263852,2018-11-06 07:28:51.306078,369.042226,ff83a272-1577-4aeb-8be7-67001f195ff6,,Arguments,2,3962,4347,"A 2017 study conducted by the Public Religion Research Institute found that liberals were more likely than conservatives to express political opinions on social media, contact elected officials, donate money to a political campaign, and attend a political rally. If a hundred liberals are marching down the street, it\u2019s most likely a protest. With conservatives, it\u2019s probably a parade",6324
a4353497-6781-41e4-b9d4-dec2de40b552,https://pe.goodlylabs.org/project/Demo2FormTri/task/1531,Demo2,100005,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,47a92414-fc15-4335-ae98-7472e433e4de,e44f5799-6915-45fd-874e-060f6afedcb9,2018-11-06 07:22:42.263852,2018-11-06 07:28:51.306078,369.042226,9f2ace72-92a2-457e-b9f1-497e77a03370,,Arguments,3,4349,4660,"But even though under ordinary circumstances liberals are more engaged in the political process, liberals don\u2019t always have the enthusiasm edge. Why? Because conservative brains, chemically inclined toward preserving the here and now, are more sensitive to threats that might undermine their current way of life",6324
a4353497-6781-41e4-b9d4-dec2de40b552,https://pe.goodlylabs.org/project/Demo2FormTri/task/1531,Demo2,100005,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,47a92414-fc15-4335-ae98-7472e433e4de,e44f5799-6915-45fd-874e-060f6afedcb9,2018-11-06 07:22:42.263852,2018-11-06 07:28:51.306078,369.042226,9f2ace72-92a2-457e-b9f1-497e77a03370,,Arguments,3,4662,5057,"When a group of volunteers were divided by political affiliation, researchers found that, compared to liberals, conservatives had a stronger physiological reaction to frightening images, such as a spider crawling on a man\u2019s face. Also, when presented with a selection of positive and negative images, conservatives spent more time gazing at the negative images\u2014pictures that represented a threat",6324
a4353497-6781-41e4-b9d4-dec2de40b552,https://pe.goodlylabs.org/project/Demo2FormTri/task/1531,Demo2,100005,brain_science.txt,01a5a4a393ab63d644e26ee786db6ee20656a25b530832a7e0d6bcf9b8fa48b8,47a92414-fc15-4335-ae98-7472e433e4de,e44f5799-6915-45fd-874e-060f6afedcb9,2018-11-06 07:22:42.263852,2018-11-06 07:28:51.306078,369.042226,9f2ace72-92a2-457e-b9f1-497e77a03370,,Arguments,3,5059,5367,"This neuroscience suggests that the current confrontational political climate may be helping the conservative cause. News articles that describe public harassment by activists, for example, trigger threat circuits in the brain and can turn the ordinarily complacent conservative into an enthusiastic partisan",6324
