highlight_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,start_pos,end_pos,target_text,source_text_length
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,http://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,40237928-22e3-4334-af69-848a455c7d6f,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-02 23:12:35.297470,2018-08-02 23:36:14.966939,1419.669469,609178fe-2645-454a-be42-40d745d46836,,Language,1,633,641,shocking,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,http://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,40237928-22e3-4334-af69-848a455c7d6f,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-02 23:12:35.297470,2018-08-02 23:36:14.966939,1419.669469,ee7ac9ea-8dba-46ea-b2c2-2f55113b65a4,,Evidence,1,863,1034,"After comparing the scans, the scientists discovered that every single one of them saw noticeable changes in the amount and gray matter on various sections of their brains",2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,http://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,40237928-22e3-4334-af69-848a455c7d6f,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-02 23:12:35.297470,2018-08-02 23:36:14.966939,1419.669469,ee7ac9ea-8dba-46ea-b2c2-2f55113b65a4,,Evidence,1,644,861,"A total of 26 astronauts were scanned before and after their stays in space; 12 who were shuttle crew members spending two weeks in space, and 14 who resided on the International Space Station for six months at a time",2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,http://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,40237928-22e3-4334-af69-848a455c7d6f,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-02 23:12:35.297470,2018-08-02 23:36:14.966939,1419.669469,ee7ac9ea-8dba-46ea-b2c2-2f55113b65a4,,Evidence,1,1252,1380,"We found large regions of gray matter volume decreases, which could be related to redistribution of cerebrospinal fluid in space",2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,http://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,40237928-22e3-4334-af69-848a455c7d6f,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-02 23:12:35.297470,2018-08-02 23:36:14.966939,1419.669469,ee7ac9ea-8dba-46ea-b2c2-2f55113b65a4,,Evidence,1,1608,1689,the lack of gravity actually changed the physical shape of the astronauts’ brains,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,http://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,40237928-22e3-4334-af69-848a455c7d6f,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-02 23:12:35.297470,2018-08-02 23:36:14.966939,1419.669469,ee7ac9ea-8dba-46ea-b2c2-2f55113b65a4,,Evidence,1,1709,1877,"The scans showed that areas that saw increases in gray matter were the sections that process movement information, and more specifically the movement of a person’s legs",2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,http://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,40237928-22e3-4334-af69-848a455c7d6f,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-02 23:12:35.297470,2018-08-02 23:36:14.966939,1419.669469,ee7ac9ea-8dba-46ea-b2c2-2f55113b65a4,,Evidence,1,2005,2176,The scans also showed that the changes were more dramatic in the astronauts who spent months aboard the ISS as opposed to those who only had brief trips aboard the shuttle,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,http://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,40237928-22e3-4334-af69-848a455c7d6f,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-02 23:12:35.297470,2018-08-02 23:36:14.966939,1419.669469,a694f14e-e1c9-482b-946a-b91a8eda45ac,,Probability,1,264,270,can be,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,http://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,40237928-22e3-4334-af69-848a455c7d6f,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-02 23:12:35.297470,2018-08-02 23:36:14.966939,1419.669469,a694f14e-e1c9-482b-946a-b91a8eda45ac,,Probability,1,344,354,can affect,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,http://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,40237928-22e3-4334-af69-848a455c7d6f,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-02 23:12:35.297470,2018-08-02 23:36:14.966939,1419.669469,a694f14e-e1c9-482b-946a-b91a8eda45ac,,Probability,1,384,420,science is still struggling to grasp,2342
