highlight_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,start_pos,end_pos,target_text,source_text_length
5c2895a5-a668-43fa-8f55-233d60801f53,https://pe.goodlylabs.org/project/Demo1SemTri/task/1208,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b796ca00-06df-425d-bdd5-e53161e1dd0e,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-21 23:42:03.928364,2018-08-21 23:51:27.418510,563.490146,be29a8cf-e0d0-4760-8459-8947fb3b27ee,,Confidence,1,2546,2632,a variation the researchers thought was likely the result of inappropriate prescribing,5385
5c2895a5-a668-43fa-8f55-233d60801f53,https://pe.goodlylabs.org/project/Demo1SemTri/task/1208,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b796ca00-06df-425d-bdd5-e53161e1dd0e,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-21 23:42:03.928364,2018-08-21 23:51:27.418510,563.490146,be29a8cf-e0d0-4760-8459-8947fb3b27ee,,Confidence,1,2637,2826,"If our results represent a causal relationship, for every 48 patients prescribed a new opioid in the emergency department who might not otherwise use opioids, 1 will become a long-term user",5385
5c2895a5-a668-43fa-8f55-233d60801f53,https://pe.goodlylabs.org/project/Demo1SemTri/task/1208,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b796ca00-06df-425d-bdd5-e53161e1dd0e,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-21 23:42:03.928364,2018-08-21 23:51:27.418510,563.490146,be29a8cf-e0d0-4760-8459-8947fb3b27ee,,Confidence,1,3019,3264,"So the higher the chances of getting opioids at a single doctor visit, the higher the risk of becoming a regular user. These patients also had higher rates of opioid-related health complications like falls, fractures, constipation, and overdoses",5385
5c2895a5-a668-43fa-8f55-233d60801f53,https://pe.goodlylabs.org/project/Demo1SemTri/task/1208,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b796ca00-06df-425d-bdd5-e53161e1dd0e,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-21 23:42:03.928364,2018-08-21 23:51:27.418510,563.490146,be29a8cf-e0d0-4760-8459-8947fb3b27ee,,Confidence,1,4875,5000,So the researchers can't say how the trend they found might be different for younger patients or those who see non-ER doctors,5385
5c2895a5-a668-43fa-8f55-233d60801f53,https://pe.goodlylabs.org/project/Demo1SemTri/task/1208,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b796ca00-06df-425d-bdd5-e53161e1dd0e,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-21 23:42:03.928364,2018-08-21 23:51:27.418510,563.490146,c6079f54-ce43-4767-bd39-5a980efdafc7,,Language,1,585,603,so shockingly high,5385
5c2895a5-a668-43fa-8f55-233d60801f53,https://pe.goodlylabs.org/project/Demo1SemTri/task/1208,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b796ca00-06df-425d-bdd5-e53161e1dd0e,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-21 23:42:03.928364,2018-08-21 23:51:27.418510,563.490146,c6079f54-ce43-4767-bd39-5a980efdafc7,,Language,1,844,858,wind up hooked,5385
5c2895a5-a668-43fa-8f55-233d60801f53,https://pe.goodlylabs.org/project/Demo1SemTri/task/1208,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b796ca00-06df-425d-bdd5-e53161e1dd0e,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-21 23:42:03.928364,2018-08-21 23:51:27.418510,563.490146,c6079f54-ce43-4767-bd39-5a980efdafc7,,Language,1,2853,2864,What’s more,5385
5c2895a5-a668-43fa-8f55-233d60801f53,https://pe.goodlylabs.org/project/Demo1SemTri/task/1208,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b796ca00-06df-425d-bdd5-e53161e1dd0e,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-21 23:42:03.928364,2018-08-21 23:51:27.418510,563.490146,c6079f54-ce43-4767-bd39-5a980efdafc7,,Language,1,641,656,A common belief,5385
5c2895a5-a668-43fa-8f55-233d60801f53,https://pe.goodlylabs.org/project/Demo1SemTri/task/1208,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b796ca00-06df-425d-bdd5-e53161e1dd0e,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-21 23:42:03.928364,2018-08-21 23:51:27.418510,563.490146,c6079f54-ce43-4767-bd39-5a980efdafc7,,Language,1,641,721,A common belief is that opioid addiction often begins with a single prescription,5385
5c2895a5-a668-43fa-8f55-233d60801f53,https://pe.goodlylabs.org/project/Demo1SemTri/task/1208,SSSPETest1-Demo1,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b796ca00-06df-425d-bdd5-e53161e1dd0e,4d4804c7-23f6-4210-b2b6-9ef4536f17fb,2018-08-21 23:42:03.928364,2018-08-21 23:51:27.418510,563.490146,c6079f54-ce43-4767-bd39-5a980efdafc7,,Language,1,768,781,minor problem,5385
