schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1,T1.Q2,T1.Q5,T1.Q6,T1.Q7,T1.Q10,T1.Q11,T1.Q12.A1,T1.Q12.A2,T1.Q12.A3,T1.Q12.A4,T1.Q12.A5,T1.Q13,T1.Q14
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,71aee45d-9e92-4b79-81c0-617a45d18e9b,https://pe.goodlylabs.org:443/project/NYU_Probability/task/2337,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,1769b678-fcca-4b4d-b109-24284a725ea1,3bdbde72-ba27-4996-8f16-22c5ee97f8ed,2019-10-26 05:28:20.249731,2019-10-26 06:59:10.986456,5450.736725,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Maybe,Mostly justified,"Yes, implicitly",No,,,I can't tell,0,0,0,0,0,4,7
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,71aee45d-9e92-4b79-81c0-617a45d18e9b,https://pe.goodlylabs.org:443/project/NYU_Probability/task/2337,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,a6faaca0-1bcc-4245-bbc5-e8273fdefaa2,c636be57-d530-4acf-a195-464b75f02c7e,2019-10-27 07:47:10.664088,2019-10-27 07:48:57.019823,106.355735,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Mostly justified,"Yes, implicitly",No,,,I can't tell,0,0,0,0,0,4,7
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,71aee45d-9e92-4b79-81c0-617a45d18e9b,https://pe.goodlylabs.org:443/project/NYU_Probability/task/2337,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,a61e9ea1-7265-4500-90b9-9ada051bbc18,663fb0b4-4a4d-44f1-9bd7-a056f017ed50,2019-10-28 04:28:00.511662,2019-10-28 04:31:52.452197,231.940535,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",Maybe,Completely justified,"Yes, explicitly",No,,,"Yes, implicitly",0,1,1,0,0,9,9
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,a6065bd7-6b98-4b54-95a8-322a80a16cc0,https://pe.goodlylabs.org:443/project/NYU_Probability/task/2338,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,fd8a70bf-3bb1-497f-be2b-154e6d1998ba,3bdbde72-ba27-4996-8f16-22c5ee97f8ed,2019-10-26 05:28:20.717951,2019-10-26 06:59:53.075961,5492.35801,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,Slightly justified,No,No,,,I can't tell,0,0,0,0,0,3,8
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,a6065bd7-6b98-4b54-95a8-322a80a16cc0,https://pe.goodlylabs.org:443/project/NYU_Probability/task/2338,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,c295da4f-5b43-4d64-a901-554f4935c3c3,c636be57-d530-4acf-a195-464b75f02c7e,2019-10-27 07:47:10.789601,2019-10-27 07:49:34.919478,144.129877,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,Mostly justified,No,No,,,"No, not at all",0,0,0,0,0,4,9
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,a6065bd7-6b98-4b54-95a8-322a80a16cc0,https://pe.goodlylabs.org:443/project/NYU_Probability/task/2338,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,c26699f1-a5c3-4370-9eed-616bc1ec9af9,c5f6ad37-9b2f-4296-98b7-13c797375dce,2019-10-29 00:56:41.118472,2019-10-29 00:57:56.257851,75.139379,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Maybe,Mostly justified,No,No,,,"No, not at all",0,0,0,0,0,5: Middling difficulty,7
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,e5a95ea8-925c-430f-a1a9-15128986953d,https://pe.goodlylabs.org:443/project/NYU_Probability/task/2339,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,fe89da45-316a-4ebe-aee1-e548f9a462fd,3bdbde72-ba27-4996-8f16-22c5ee97f8ed,2019-10-26 06:59:11.265691,2019-10-26 07:01:07.381515,116.115824,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Maybe,Not at all justified,No,No,,,I can't tell,0,0,0,0,0,3,8
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,e5a95ea8-925c-430f-a1a9-15128986953d,https://pe.goodlylabs.org:443/project/NYU_Probability/task/2339,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,73ce9409-f0ee-4c87-a2f7-e9e571bb6b0e,c636be57-d530-4acf-a195-464b75f02c7e,2019-10-27 07:48:57.356017,2019-10-27 07:50:01.925532,64.569515,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Somewhat justified,No,No,,,"No, not at all",0,0,0,0,0,4,8
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,e5a95ea8-925c-430f-a1a9-15128986953d,https://pe.goodlylabs.org:443/project/NYU_Probability/task/2339,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,2c5b2fb2-3b89-4f4b-b900-efaa0f14670d,c5f6ad37-9b2f-4296-98b7-13c797375dce,2019-10-29 00:56:41.223277,2019-10-29 00:59:34.807329,173.584052,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",Yes,Mostly justified,No,No,,,"Yes, implicitly",0,0,1,0,0,5: Middling difficulty,9
ProbabilitySpecialist_2019_08_05,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,4cccdac9-e8cb-4d80-8180-15ec7eb14009,https://pe.goodlylabs.org:443/project/NYU_Probability/task/2340,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,a55a5631-2c49-42a6-9676-dfe29f48dba3,3bdbde72-ba27-4996-8f16-22c5ee97f8ed,2019-10-26 06:59:53.292244,2019-10-26 07:01:34.754030,101.461786,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",No,Not at all justified,No,No,,,I can't tell,0,0,0,0,0,4,9
