schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q1.A7,T1.Q1.A8,T1.Q1.A9,T1.Q1.A10,T1.Q1.A11,T1.Q1.A12,T1.Q1.A13,T1.Q2,T1.Q3,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q7,T1.Q9,T1.Q10,T1.Q11,T1.Q12,T1.Q13,T1.Q14,T1.Q15
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,fe02a30d-1e5d-446d-b0a5-b289c7adcd37,https://pe.goodlylabs.org:443/project/NYU_Language/task/2358,3,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,7ed66941-ecbc-4a21-b75b-905ce6b99e45,2f217c10-f40c-46e5-946b-06bb27904738,2019-10-29 04:21:02.703536,2019-10-29 04:22:46.903071,104.199535,"T1.Q1, T1.Q3, T1.Q9, T1.Q10, T1.Q12, T1.Q14, T1.Q15",0,1,0,0,0,1,0,0,0,0,0,0,0,,Considerable misrepresentation,,0,0,0,0,0,0,0,0,,Mildly inappropriate,No,,Nope,,2,9
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,fe02a30d-1e5d-446d-b0a5-b289c7adcd37,https://pe.goodlylabs.org:443/project/NYU_Language/task/2358,3,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,7615afe8-ee61-466d-92ed-a702c009ac21,b7d6d24b-95bb-4b2e-b0d5-6ff093c3aef5,2019-10-29 22:11:11.136884,2019-10-29 22:14:06.273892,175.137008,"T1.Q1, T1.Q3, T1.Q9, T1.Q10, T1.Q12, T1.Q14, T1.Q15",0,1,0,0,0,1,0,0,0,0,0,0,0,,Minor misrepresentation,,0,0,0,0,0,0,0,0,,Moderately inappropriate,No,,Nope,,7,5: 50-50
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,fe02a30d-1e5d-446d-b0a5-b289c7adcd37,https://pe.goodlylabs.org:443/project/NYU_Language/task/2358,3,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,cfd6ad14-a4bb-4a7c-8bce-bde2da5d9fc6,6101a2d3-ab29-4589-bf2e-55815fc0b447,2019-10-29 22:14:29.919712,2019-10-29 22:54:03.444493,2373.524781,"T1.Q1, T1.Q5, T1.Q6, T1.Q9, T1.Q10, T1.Q12, T1.Q14, T1.Q15",0,0,0,1,0,1,0,0,0,0,0,0,0,,,Moderate,0,0,1,0,0,0,0,0,,Moderately inappropriate,Maybe,,Good job!,,5: Middling difficulty,8
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,https://pe.goodlylabs.org:443/project/NYU_Language/task/2327,4,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,3f50c0d2-a3fe-42b2-9bfa-124d45d4d9d0,3daa4658-4528-49df-a915-5fc81f5c24c3,2019-10-26 22:52:46.850976,2019-10-26 22:55:02.533504,135.682528,"T1.Q1, T1.Q3, T1.Q12, T1.Q14, T1.Q15",0,1,1,0,0,0,0,0,0,0,1,0,0,,The exaggeration could not possibly mislead anyone,,0,0,0,0,0,0,0,0,,,,,Nope,,4,6
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,https://pe.goodlylabs.org:443/project/NYU_Language/task/2327,4,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,c6169152-93d9-416f-b1a8-fd8e873627e1,7d6fb0c7-ea9b-48c5-aeb1-335566004b42,2019-10-28 03:44:41.519180,2019-10-28 03:50:30.236257,348.717077,"T1.Q1, T1.Q3, T1.Q5, T1.Q6, T1.Q12, T1.Q14, T1.Q15",0,1,0,1,0,0,0,0,0,0,0,0,0,,Some misrepresentation,Moderate,0,0,0,0,1,0,0,0,,,,,Nope,,4,8
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,https://pe.goodlylabs.org:443/project/NYU_Language/task/2327,4,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,1ad3ef37-9945-47fe-83e6-679671f5e957,277028ba-e7f9-4961-a1dc-ba39db960c5e,2019-10-29 02:05:37.263089,2019-10-29 02:09:06.630879,209.36779,"T1.Q1, T1.Q3, T1.Q12, T1.Q14, T1.Q15",0,1,1,0,0,0,0,0,0,0,1,0,0,,Considerable misrepresentation,,0,0,0,0,0,0,0,0,,,,,Good job!,,7,6
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,6595c4f5-aa0d-40f1-9b62-6cfd8382d89a,https://pe.goodlylabs.org:443/project/NYU_Language/task/2327,4,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,55c58822-d8c3-4646-84e6-25bb1dd51cca,6101a2d3-ab29-4589-bf2e-55815fc0b447,2019-10-29 01:56:07.251270,2019-10-29 16:06:54.429612,51047.178342,"T1.Q1, T1.Q3, T1.Q5, T1.Q6, T1.Q9, T1.Q10, T1.Q12, T1.Q13, T1.Q14, T1.Q15",0,1,0,1,0,1,0,0,0,1,0,0,0,,Minor misrepresentation,Moderate,0,0,1,0,0,0,0,0,,Mildly inappropriate,"Yes, somewhat",,Excellent job! (artfully and fairly presenting a very difficult subject),Very Mildly,5: Middling difficulty,7
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,af17172f-d10f-4e5b-a2a1-3f656d79d951,https://pe.goodlylabs.org:443/project/NYU_Language/task/2334,3,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,bba426d2-b86c-4eee-a817-c9d189869c04,277028ba-e7f9-4961-a1dc-ba39db960c5e,2019-10-29 02:15:25.340767,2019-10-29 02:20:50.937534,325.596767,"T1.Q1, T1.Q5, T1.Q6, T1.Q12, T1.Q14, T1.Q15",0,0,0,1,0,0,0,0,0,0,0,0,0,,,Moderate,0,1,0,0,0,0,0,0,,,,,Nope,,3,7
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,af17172f-d10f-4e5b-a2a1-3f656d79d951,https://pe.goodlylabs.org:443/project/NYU_Language/task/2334,3,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,50c9ab4e-11ea-4ace-98f1-4affa641f7d0,2f217c10-f40c-46e5-946b-06bb27904738,2019-10-29 04:13:56.592029,2019-10-29 04:15:52.165776,115.573747,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Nope,,1: Easiest thing I've ever done in a classroom setting,10: 100% certain about all my answers
LanguageSpecialist_2019_08_08,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,af17172f-d10f-4e5b-a2a1-3f656d79d951,https://pe.goodlylabs.org:443/project/NYU_Language/task/2334,3,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,12b13cbb-3ee5-4d15-a18f-6833cca195b9,c636be57-d530-4acf-a195-464b75f02c7e,2019-10-29 06:37:09.442972,2019-10-29 06:39:36.165531,146.722559,"T1.Q1, T1.Q5, T1.Q6, T1.Q12, T1.Q14, T1.Q15",0,0,1,1,0,0,0,0,0,0,0,0,0,,,Somewhat strong,0,0,1,0,0,0,0,0,,,,,Nope,,4,8
