schema_namespace,schema_sha256,quiz_task_uuid,task_url,tua_uuid,article_batch_name,article_number,article_filename,article_sha256,article_text_length,task_uuid,task_redundancy,taskrun_count,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,topic_name,question_label,question_text,answer_label,answer_content,answer_uuid,submitted_tua_uuid,answer_text,case_number,highlight_count,submitted_tua
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,deb1105f-8dcc-4b3a-a880-4465e5bc380e,3,15,7f2f9bb6-48c2-4e46-bb09-23170a9f781e,af86a52b-73e9-4015-9d1a-3373c66e5ec6,2019-10-26 00:16:32.146305,2019-10-26 00:22:37.107519,364.961214,Reasoning Specialist V4,T1.Q1,Does the passage contain... (check all that apply):,T1.Q1.A6,None of the above,85970770-0c99-4d22-982c-3a758f963ef7,7f2f9bb6-48c2-4e46-bb09-23170a9f781e,None of the above,1,1,"[{""case_number"": 1, ""text"": ""he repeatedly rebuffed demands by President Trump\u2019s personal lawyer to investigate Joe Biden and his son, insisting he had seen no evidence of wrongdoing that he could pursue"", ""answer_id"": 4686, ""end"": 392, ""start"": 218}]"
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,deb1105f-8dcc-4b3a-a880-4465e5bc380e,3,15,bb806029-7be9-4c9f-87f9-6b83c881f181,af86a52b-73e9-4015-9d1a-3373c66e5ec6,2019-10-26 00:16:32.146305,2019-10-26 00:22:37.107519,364.961214,Reasoning Specialist V4,T1.Q9,"How difficult was this task for you, on the whole?",T1.Q9.A9,9,d28c3b5c-51dc-4286-957b-72fe344b8539,bb806029-7be9-4c9f-87f9-6b83c881f181,9,0,0,[]
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,deb1105f-8dcc-4b3a-a880-4465e5bc380e,3,15,a3886ad6-e35e-4980-b606-4dcb54079bb3,af86a52b-73e9-4015-9d1a-3373c66e5ec6,2019-10-26 00:16:32.146305,2019-10-26 00:22:37.107519,364.961214,Reasoning Specialist V4,T1.Q10,"How confident are you about your answers, on the whole?",T1.Q10.A9,9,a6be33a1-d74a-4714-8f69-6ea7e328f969,a3886ad6-e35e-4980-b606-4dcb54079bb3,9,0,0,[]
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,deb1105f-8dcc-4b3a-a880-4465e5bc380e,3,15,08d75f13-4675-4bd2-89fb-ce4ce55146f8,d864fd4f-c78f-47b1-8f11-2243e72258af,2019-10-26 00:17:51.142103,2019-10-26 00:23:04.245939,313.103836,Reasoning Specialist V4,T1.Q1,Does the passage contain... (check all that apply):,T1.Q1.A6,None of the above,85970770-0c99-4d22-982c-3a758f963ef7,08d75f13-4675-4bd2-89fb-ce4ce55146f8,None of the above,1,2,"[{""case_number"": 1, ""text"": ""he repeatedly rebuffed demands by President Trump\u2019s personal lawyer to investigate Joe Biden and his son, insisting he had seen"", ""answer_id"": 4686, ""end"": 345, ""start"": 218}, {""case_number"": 1, ""text"": ""no evidence of wrongdoing that he could pursue"", ""answer_id"": 4686, ""end"": 392, ""start"": 346}]"
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,deb1105f-8dcc-4b3a-a880-4465e5bc380e,3,15,1c57c729-aff6-433f-81d6-9168653bccc8,d864fd4f-c78f-47b1-8f11-2243e72258af,2019-10-26 00:17:51.142103,2019-10-26 00:23:04.245939,313.103836,Reasoning Specialist V4,T1.Q9,"How difficult was this task for you, on the whole?",T1.Q9.A3,3,cb530a8b-775c-41c2-8fde-82c302108693,1c57c729-aff6-433f-81d6-9168653bccc8,3,0,0,[]
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,deb1105f-8dcc-4b3a-a880-4465e5bc380e,3,15,df0b6508-a062-4515-aa02-258377ad626a,d864fd4f-c78f-47b1-8f11-2243e72258af,2019-10-26 00:17:51.142103,2019-10-26 00:23:04.245939,313.103836,Reasoning Specialist V4,T1.Q10,"How confident are you about your answers, on the whole?",T1.Q10.A8,8,04a9d440-84af-48c0-ad19-37f3209f133d,df0b6508-a062-4515-aa02-258377ad626a,8,0,0,[]
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,deb1105f-8dcc-4b3a-a880-4465e5bc380e,3,15,66911547-35b0-4315-93fe-fb6640dd7ba6,a7116bc5-e543-43f5-b5e9-1fec942976cd,2019-10-26 00:23:36.623366,2019-10-26 00:29:20.059974,343.436608,Reasoning Specialist V4,T1.Q1,Does the passage contain... (check all that apply):,T1.Q1.A2,An evaluative judgment (claims about something being good or bad),f291ed85-1f79-4967-8911-354422accf92,66911547-35b0-4315-93fe-fb6640dd7ba6,An evaluative judgment (claims about something being good or bad),1,1,"[{""case_number"": 1, ""text"": ""insisting he had seen no evidence of wrongdoing that he could pursue"", ""answer_id"": 4682, ""end"": 392, ""start"": 324}]"
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,deb1105f-8dcc-4b3a-a880-4465e5bc380e,3,15,9a93d7de-1990-45c2-ab64-0afe25e07aeb,a7116bc5-e543-43f5-b5e9-1fec942976cd,2019-10-26 00:23:36.623366,2019-10-26 00:29:20.059974,343.436608,Reasoning Specialist V4,T1.Q3,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,T1.Q3.A7,No appeals to biases,728eec47-dcec-4602-9122-323c4e27c9ea,9a93d7de-1990-45c2-ab64-0afe25e07aeb,No appeals to biases,0,0,[]
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,deb1105f-8dcc-4b3a-a880-4465e5bc380e,3,15,2a24b8fb-47e4-4a7f-8ea9-a1e697ed2328,a7116bc5-e543-43f5-b5e9-1fec942976cd,2019-10-26 00:23:36.623366,2019-10-26 00:29:20.059974,343.436608,Reasoning Specialist V4,T1.Q9,"How difficult was this task for you, on the whole?",T1.Q9.A2,2,864ab9ef-caac-4d0c-b655-4845488b9191,2a24b8fb-47e4-4a7f-8ea9-a1e697ed2328,2,0,0,[]
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,d3b4cb18-4306-4d80-b1d5-aa36a5ede9e3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,8477,deb1105f-8dcc-4b3a-a880-4465e5bc380e,3,15,c01709a7-1ed6-40f8-bee3-bfc71622390a,a7116bc5-e543-43f5-b5e9-1fec942976cd,2019-10-26 00:23:36.623366,2019-10-26 00:29:20.059974,343.436608,Reasoning Specialist V4,T1.Q10,"How confident are you about your answers, on the whole?",T1.Q10.A8,8,04a9d440-84af-48c0-ad19-37f3209f133d,c01709a7-1ed6-40f8-bee3-bfc71622390a,8,0,0,[]
