schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q2.A1,T1.Q2.A2,T1.Q2.A3,T1.Q2.A4,T1.Q2.A5,T1.Q2.A6,T1.Q3.A1,T1.Q3.A2,T1.Q3.A3,T1.Q3.A4,T1.Q3.A5,T1.Q3.A6,T1.Q3.A7,T1.Q4,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q6.A9,T1.Q6.A10,T1.Q7,T1.Q8,T1.Q9,T1.Q10
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,15,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,1c47d522-65ac-4819-8cd3-6660c5ecbeac,af86a52b-73e9-4015-9d1a-3373c66e5ec6,2019-10-26 00:16:32.146305,2019-10-26 00:22:37.107519,364.961214,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,9,9
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,15,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,b745269a-08fb-45cc-9134-b912986c49fd,d864fd4f-c78f-47b1-8f11-2243e72258af,2019-10-26 00:17:51.142103,2019-10-26 00:23:04.245939,313.103836,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,3,8
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,15,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,0e5852bd-1901-41f7-bc72-2c40af57a7b7,a7116bc5-e543-43f5-b5e9-1fec942976cd,2019-10-26 00:23:36.623366,2019-10-26 00:29:20.059974,343.436608,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,2,8
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,15,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,631a6b9a-a295-44af-ac68-66af4de11404,b7d6d24b-95bb-4b2e-b0d5-6ff093c3aef5,2019-10-26 00:18:47.636884,2019-10-26 00:29:22.795216,635.158332,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,3,7
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,15,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,a459ecb2-6c2a-466a-a5b8-b02d16db053a,f0f21bc2-6077-4e19-b7c0-c97ebb743f7f,2019-10-25 23:44:12.437778,2019-10-26 00:29:25.556321,2713.118543,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,8
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,15,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,12f7536c-2afe-4a7c-bc6b-661b93adda1d,b9d2f7b2-0855-41a1-b868-b539fc1ce360,2019-10-26 00:17:19.123207,2019-10-26 00:29:26.328828,727.205621,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,7
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,15,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,e8afcc70-db51-42ae-9339-a7986e1b9c14,69ade85c-5406-42e0-bc27-59d72562b80d,2019-10-26 00:19:33.912108,2019-10-26 00:29:27.212806,593.300698,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,8
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,15,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,84cef3de-9d54-4a06-a39a-54ba6d588537,fc5a6a67-ccab-4437-963d-ff2fbbf0547e,2019-10-26 00:19:17.924050,2019-10-26 00:29:34.257029,616.332979,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,5: 50-50 that I had it on any given item
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,15,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,da7338d9-bc57-4efb-b85a-49ad1772667b,fc5a6a67-ccab-4437-963d-ff2fbbf0547e,2019-10-26 00:29:34.250435,2019-10-26 00:29:34.320784,0.070349,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,5: 50-50 that I had it on any given item
NYU_Reasoning,21c497e18f280a5d616fbee52c532b0fe758d8ebcd992d49c1fe1a07437d7640,8ec48734-f155-434c-b9d4-320494754782,https://pe.goodlylabs.org:443/project/NYU_Reasoning/task/2377,15,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,b548f465-c931-4336-abbd-60676cad6e62,36711635-99ee-4ba0-9f12-ba9633886441,2019-10-26 00:17:50.077145,2019-10-26 00:29:36.682262,706.605117,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,8
