schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q2,T1.Q3
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,c5aa11c1-c6d8-4875-b101-50713027e662,https://pe.goodlylabs.org:443/project/NYU_Arguments/task/2300,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,0e453c6c-5daf-4176-b2c1-c78e69c9b7f9,c636be57-d530-4acf-a195-464b75f02c7e,2019-10-27 05:49:01.040767,2019-10-27 06:29:02.130333,2401.089566,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,5: Middling difficulty,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,c5aa11c1-c6d8-4875-b101-50713027e662,https://pe.goodlylabs.org:443/project/NYU_Arguments/task/2300,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,b265061e-93e0-438a-af45-5d4e6b98fadc,663fb0b4-4a4d-44f1-9bd7-a056f017ed50,2019-10-28 04:47:52.543846,2019-10-28 04:50:16.491775,143.947929,"T1.Q1, T1.Q2, T1.Q3",1,1,0,0,0,0,9,9
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,c5aa11c1-c6d8-4875-b101-50713027e662,https://pe.goodlylabs.org:443/project/NYU_Arguments/task/2300,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,a1d964d8-5469-489c-b1f9-a1d6c49135b2,b9d2f7b2-0855-41a1-b868-b539fc1ce360,2019-10-29 01:47:53.352348,2019-10-29 01:55:46.248210,472.895862,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,4,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,bf8ce712-19f7-4f2d-a93e-36810f89bce4,https://pe.goodlylabs.org:443/project/NYU_Arguments/task/2316,3,3,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,f7c7bd11-dc63-48fe-ac62-76f35566a53f,2f217c10-f40c-46e5-946b-06bb27904738,2019-10-29 04:08:41.111068,2019-10-29 04:10:21.133567,100.022499,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,9,2
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,bf8ce712-19f7-4f2d-a93e-36810f89bce4,https://pe.goodlylabs.org:443/project/NYU_Arguments/task/2316,3,3,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,cb8d2f49-90ee-41fd-8bd2-6633a4558a41,b7d6d24b-95bb-4b2e-b0d5-6ff093c3aef5,2019-10-29 22:21:09.967334,2019-10-29 22:22:45.265847,95.298513,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,2,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,bf8ce712-19f7-4f2d-a93e-36810f89bce4,https://pe.goodlylabs.org:443/project/NYU_Arguments/task/2316,3,3,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,c225c81e-9699-4209-ab8b-7a57f4056994,45e63046-b3d0-494d-8e31-3ee8b36f09bb,2019-10-30 00:53:54.090863,2019-10-30 00:55:40.307811,106.216948,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,2,8
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,0cc314d1-6bff-4980-93b0-d6136e971270,https://pe.goodlylabs.org:443/project/NYU_Arguments/task/2312,3,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,070692dd-0af0-4fd0-950d-8182df78a7d1,2f217c10-f40c-46e5-946b-06bb27904738,2019-10-29 04:06:06.274536,2019-10-29 04:07:07.131062,60.856526,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,4,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,0cc314d1-6bff-4980-93b0-d6136e971270,https://pe.goodlylabs.org:443/project/NYU_Arguments/task/2312,3,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,6cd0c4bb-c1fd-447c-a303-abc4ff35204a,b7d6d24b-95bb-4b2e-b0d5-6ff093c3aef5,2019-10-29 22:17:24.949620,2019-10-29 22:19:20.631284,115.681664,"T1.Q1, T1.Q2, T1.Q3",0,1,0,0,0,0,6,6
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,0cc314d1-6bff-4980-93b0-d6136e971270,https://pe.goodlylabs.org:443/project/NYU_Arguments/task/2312,3,3,NYU_Articles/Pilot/CongressAnnouncesSeizureOfTrump.txt,100031,CongressAnnouncesSeizureOfTrump.txt,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,71fcbb04-0f8b-48d8-99fc-3972d4906bd8,45e63046-b3d0-494d-8e31-3ee8b36f09bb,2019-10-30 00:48:45.537588,2019-10-30 00:50:30.430835,104.893247,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,5: Middling difficulty,7
ArgumentRelevance_2019_08_04,81c75cb5dd1a152ce73fa9755d8ca85a8d99e637fdcc67646cef632787057f82,ffe58955-c45c-4ebd-b29b-2e1db5a0513f,https://pe.goodlylabs.org:443/project/NYU_Arguments/task/2298,3,3,NYU_Articles/Pilot/FormerUkraineProsecutorSaysHe.txt,100028,FormerUkraineProsecutorSaysHe.txt,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,dc6dadea-de31-454d-8b17-ba766b4c580d,c636be57-d530-4acf-a195-464b75f02c7e,2019-10-27 04:40:27.707253,2019-10-27 05:49:00.759880,4113.052627,"T1.Q1, T1.Q2, T1.Q3",0,0,1,0,0,0,7,4
