,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,11.0,1,1,1.0,1542.0,1659.0,4000.0,nominal,0.0
1,11.0,2,1,1.0,1574.0,1629.0,4000.0,nominal,0.0
2,11.0,3,1,4.0,1521.0,1556.0,4000.0,nominal,0.0
3,11.0,4,1,1.0,1603.0,1628.0,4000.0,nominal,0.0
4,11.0,5,1,5.0,1582.0,1655.0,4000.0,nominal,0.0
5,11.0,1,2,2.0,1681.0,1705.0,4000.0,nominal,0.0
6,11.0,2,2,4.0,1677.0,1699.0,4000.0,nominal,0.0
7,11.0,3,2,1.0,1666.0,1750.0,4000.0,nominal,0.0
8,11.0,4,2,3.0,1626.0,1656.0,4000.0,nominal,0.0
9,11.0,5,2,2.0,1731.0,1813.0,4000.0,nominal,0.0
10,11.0,1,3,3.0,1137.0,1199.0,4000.0,nominal,0.0
11,11.0,2,3,3.0,1155.0,1212.0,4000.0,nominal,0.0
12,11.0,3,3,4.0,1191.0,1345.0,4000.0,nominal,0.0
13,11.0,4,3,1.0,1170.0,1218.0,4000.0,nominal,0.0
14,11.0,5,3,2.0,1182.0,1336.0,4000.0,nominal,0.0
15,11.0,1,4,3.0,1939.0,2015.0,4000.0,nominal,0.0
16,11.0,2,4,3.0,1972.0,1998.0,4000.0,nominal,0.0
17,11.0,3,4,4.0,2016.0,2068.0,4000.0,nominal,0.0
18,11.0,4,4,3.0,1935.0,2039.0,4000.0,nominal,0.0
19,11.0,5,4,5.0,1886.0,1955.0,4000.0,nominal,0.0
20,11.0,1,5,2.0,1979.0,2020.0,4000.0,nominal,0.0
21,11.0,2,5,2.0,1962.0,2000.0,4000.0,nominal,0.0
22,11.0,3,5,5.0,1956.0,1970.0,4000.0,nominal,0.0
23,11.0,4,5,3.0,1986.0,2081.0,4000.0,nominal,0.0
24,11.0,5,5,4.0,1891.0,2018.0,4000.0,nominal,0.0
25,11.0,1,6,5.0,1649.0,1710.0,4000.0,nominal,0.0
26,11.0,2,6,5.0,1664.0,1683.0,4000.0,nominal,0.0
27,11.0,3,6,2.0,1718.0,1730.0,4000.0,nominal,0.0
28,11.0,4,6,2.0,1672.0,1720.0,4000.0,nominal,0.0
29,11.0,5,6,2.0,1720.0,1800.0,4000.0,nominal,0.0
30,11.0,1,7,3.0,1800.0,1869.0,4000.0,nominal,0.0
31,11.0,2,7,2.0,1807.0,1838.0,4000.0,nominal,0.0
32,11.0,3,7,3.0,1720.0,1768.0,4000.0,nominal,0.0
33,11.0,4,7,2.0,1836.0,1850.0,4000.0,nominal,0.0
34,11.0,5,7,5.0,1696.0,1970.0,4000.0,nominal,0.0
35,11.0,1,8,4.0,1436.0,1494.0,4000.0,ordinal,0.0
36,11.0,2,8,2.0,1455.0,1510.0,4000.0,ordinal,0.0
37,11.0,3,8,5.0,1476.0,1512.0,4000.0,ordinal,0.0
38,11.0,4,8,3.0,1494.0,1498.0,4000.0,ordinal,0.0
39,11.0,5,8,4.0,1437.0,1549.0,4000.0,ordinal,0.0
40,11.0,1,9,5.0,1467.0,1522.0,4000.0,ordinal,0.0
41,11.0,2,9,5.0,1447.0,1490.0,4000.0,ordinal,0.0
42,11.0,3,9,1.0,1361.0,1438.0,4000.0,ordinal,0.0
43,11.0,4,9,5.0,1312.0,1515.0,4000.0,ordinal,0.0
44,11.0,5,9,1.0,1399.0,1521.0,4000.0,ordinal,0.0
45,11.0,1,10,3.0,1033.0,1074.0,4000.0,ordinal,0.0
46,11.0,2,10,3.0,1032.0,1087.0,4000.0,ordinal,0.0
47,11.0,3,10,4.0,949.0,1170.0,4000.0,ordinal,0.0
48,11.0,4,10,1.0,1056.0,1172.0,4000.0,ordinal,0.0
49,11.0,5,10,4.0,956.0,1072.0,4000.0,ordinal,0.0
