,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,27.0,1,1,1.0,1596.0,1647.0,4000.0,nominal,0.0
1,27.0,2,1,2.0,1611.0,1650.0,4000.0,nominal,0.0
2,27.0,3,1,1.0,1588.0,1635.0,4000.0,nominal,0.0
3,27.0,4,1,1.0,1601.0,1667.0,4000.0,nominal,0.0
4,27.0,5,1,3.0,1681.0,1800.0,4000.0,nominal,0.0
5,27.0,1,2,5.0,1540.0,1574.0,4000.0,nominal,0.0
6,27.0,2,2,5.0,1542.0,1581.0,4000.0,nominal,0.0
7,27.0,3,2,5.0,1490.0,1524.0,4000.0,nominal,0.0
8,27.0,4,2,2.0,1552.0,1569.0,4000.0,nominal,0.0
9,27.0,5,2,1.0,1412.0,1503.0,4000.0,nominal,0.0
10,27.0,1,3,4.0,1439.0,1494.0,4000.0,nominal,0.0
11,27.0,2,3,4.0,1447.0,1528.0,4000.0,nominal,0.0
12,27.0,3,3,5.0,1410.0,1516.0,4000.0,nominal,0.0
13,27.0,4,3,2.0,1392.0,1485.0,4000.0,nominal,0.0
14,27.0,5,3,3.0,1453.0,1634.0,4000.0,nominal,0.0
15,27.0,1,4,4.0,1824.0,1873.0,4000.0,nominal,0.0
16,27.0,2,4,3.0,1810.0,1881.0,4000.0,nominal,0.0
17,27.0,3,4,1.0,1765.0,1842.0,4000.0,nominal,0.0
18,27.0,4,4,5.0,1826.0,1846.0,4000.0,nominal,0.0
19,27.0,5,4,5.0,1863.0,1917.0,4000.0,nominal,0.0
20,27.0,1,5,3.0,1195.0,1241.0,4000.0,nominal,0.0
21,27.0,2,5,3.0,1197.0,1247.0,4000.0,nominal,0.0
22,27.0,3,5,4.0,1108.0,1388.0,4000.0,nominal,0.0
23,27.0,4,5,3.0,1182.0,1220.0,4000.0,nominal,0.0
24,27.0,5,5,4.0,934.0,1171.0,4000.0,nominal,0.0
25,27.0,1,6,5.0,1028.0,1060.0,4000.0,nominal,0.0
26,27.0,2,6,3.0,1027.0,1083.0,4000.0,nominal,0.0
27,27.0,3,6,5.0,970.0,1095.0,4000.0,nominal,0.0
28,27.0,4,6,1.0,1030.0,1038.0,4000.0,nominal,0.0
29,27.0,5,6,1.0,905.0,1005.0,4000.0,nominal,0.0
30,27.0,1,7,4.0,1923.0,1974.0,4000.0,nominal,0.0
31,27.0,2,7,4.0,1900.0,1929.0,4000.0,nominal,0.0
32,27.0,3,7,5.0,1872.0,2019.0,4000.0,nominal,0.0
33,27.0,4,7,3.0,1902.0,1913.0,4000.0,nominal,0.0
34,27.0,5,7,1.0,1898.0,2147.0,4000.0,nominal,0.0
35,27.0,1,8,4.0,1190.0,1247.0,4000.0,ordinal,0.0
36,27.0,2,8,3.0,1192.0,1236.0,4000.0,ordinal,0.0
37,27.0,3,8,4.0,1152.0,1291.0,4000.0,ordinal,0.0
38,27.0,4,8,3.0,1209.0,1223.0,4000.0,ordinal,0.0
39,27.0,5,8,5.0,1311.0,1386.0,4000.0,ordinal,0.0
40,27.0,1,9,5.0,1055.0,1106.0,4000.0,ordinal,0.0
41,27.0,2,9,5.0,1058.0,1093.0,4000.0,ordinal,0.0
42,27.0,3,9,5.0,966.0,1160.0,4000.0,ordinal,0.0
43,27.0,4,9,4.0,1080.0,1110.0,4000.0,ordinal,0.0
44,27.0,5,9,1.0,1089.0,1354.0,4000.0,ordinal,0.0
45,27.0,1,10,3.0,1575.0,1601.0,4000.0,ordinal,0.0
46,27.0,2,10,3.0,1547.0,1598.0,4000.0,ordinal,0.0
47,27.0,3,10,3.0,1584.0,1642.0,4000.0,ordinal,0.0
48,27.0,4,10,3.0,1573.0,1589.0,4000.0,ordinal,0.0
49,27.0,5,10,4.0,1505.0,1730.0,4000.0,ordinal,0.0
