,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,48.0,1,1,4.0,1907.0,1968.0,4000.0,nominal,0.0
1,48.0,2,1,4.0,1920.0,1957.0,4000.0,nominal,0.0
2,48.0,3,1,4.0,1921.0,1969.0,4000.0,nominal,0.0
3,48.0,4,1,2.0,1994.0,2057.0,4000.0,nominal,0.0
4,48.0,5,1,1.0,1813.0,2015.0,4000.0,nominal,0.0
5,48.0,1,2,1.0,998.0,1070.0,4000.0,nominal,0.0
6,48.0,2,2,2.0,991.0,1064.0,4000.0,nominal,0.0
7,48.0,3,2,1.0,1018.0,1052.0,4000.0,nominal,0.0
8,48.0,4,2,4.0,791.0,1045.0,4000.0,nominal,0.0
9,48.0,5,2,3.0,880.0,1088.0,4000.0,nominal,0.0
10,48.0,1,3,2.0,1685.0,1758.0,4000.0,nominal,0.0
11,48.0,2,3,3.0,1699.0,1755.0,4000.0,nominal,0.0
12,48.0,3,3,2.0,1689.0,1744.0,4000.0,nominal,0.0
13,48.0,4,3,4.0,1728.0,1770.0,4000.0,nominal,0.0
14,48.0,5,3,5.0,1679.0,1743.0,4000.0,nominal,0.0
15,48.0,1,4,1.0,1855.0,1902.0,4000.0,nominal,0.0
16,48.0,2,4,5.0,1869.0,1925.0,4000.0,nominal,0.0
17,48.0,3,4,4.0,1847.0,1913.0,4000.0,nominal,0.0
18,48.0,4,4,1.0,1936.0,1979.0,4000.0,nominal,0.0
19,48.0,5,4,1.0,1814.0,2024.0,4000.0,nominal,0.0
20,48.0,1,5,4.0,1628.0,1656.0,4000.0,nominal,0.0
21,48.0,2,5,5.0,1600.0,1654.0,4000.0,nominal,0.0
22,48.0,3,5,4.0,1576.0,1638.0,4000.0,nominal,0.0
23,48.0,4,5,2.0,1614.0,1669.0,4000.0,nominal,0.0
24,48.0,5,5,1.0,1429.0,1526.0,4000.0,nominal,0.0
25,48.0,1,6,4.0,1336.0,1387.0,4000.0,nominal,0.0
26,48.0,2,6,4.0,1333.0,1393.0,4000.0,nominal,0.0
27,48.0,3,6,4.0,1316.0,1376.0,4000.0,nominal,0.0
28,48.0,4,6,2.0,1230.0,1382.0,4000.0,nominal,0.0
29,48.0,5,6,5.0,1390.0,1442.0,4000.0,nominal,0.0
30,48.0,1,7,4.0,1703.0,1775.0,4000.0,nominal,0.0
31,48.0,2,7,4.0,1709.0,1768.0,4000.0,nominal,0.0
32,48.0,3,7,4.0,1691.0,1770.0,4000.0,nominal,0.0
33,48.0,4,7,1.0,1604.0,1763.0,4000.0,nominal,0.0
34,48.0,5,7,3.0,1679.0,1986.0,4000.0,nominal,0.0
35,48.0,1,8,4.0,1508.0,1532.0,4000.0,ordinal,0.0
36,48.0,2,8,4.0,1478.0,1540.0,4000.0,ordinal,0.0
37,48.0,3,8,4.0,1507.0,1532.0,4000.0,ordinal,0.0
38,48.0,4,8,1.0,1400.0,1617.0,4000.0,ordinal,0.0
39,48.0,5,8,1.0,1403.0,1485.0,4000.0,ordinal,0.0
40,48.0,1,9,2.0,1385.0,1431.0,4000.0,ordinal,0.0
41,48.0,2,9,2.0,1371.0,1432.0,4000.0,ordinal,0.0
42,48.0,3,9,2.0,1360.0,1443.0,4000.0,ordinal,0.0
43,48.0,4,9,3.0,1249.0,1349.0,4000.0,ordinal,0.0
44,48.0,5,9,1.0,1358.0,1367.0,4000.0,ordinal,0.0
45,48.0,1,10,5.0,1785.0,1843.0,4000.0,ordinal,0.0
46,48.0,2,10,4.0,1815.0,1845.0,4000.0,ordinal,0.0
47,48.0,3,10,5.0,1809.0,1866.0,4000.0,ordinal,0.0
48,48.0,4,10,2.0,1656.0,1917.0,4000.0,ordinal,0.0
49,48.0,5,10,2.0,1541.0,1798.0,4000.0,ordinal,0.0
