,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,28.0,1,1,2.0,1329.0,1336.0,4000.0,nominal,0.0
1,28.0,2,1,2.0,1286.0,1319.0,4000.0,nominal,0.0
2,28.0,3,1,2.0,1253.0,1285.0,4000.0,nominal,0.0
3,28.0,4,1,3.0,1297.0,1356.0,4000.0,nominal,0.0
4,28.0,5,1,3.0,1356.0,1468.0,4000.0,nominal,0.0
5,28.0,1,2,1.0,1890.0,1952.0,4000.0,nominal,0.0
6,28.0,2,2,3.0,1927.0,1948.0,4000.0,nominal,0.0
7,28.0,3,2,4.0,1874.0,1926.0,4000.0,nominal,0.0
8,28.0,4,2,5.0,1914.0,1923.0,4000.0,nominal,0.0
9,28.0,5,2,1.0,1735.0,2005.0,4000.0,nominal,0.0
10,28.0,1,3,1.0,1681.0,1703.0,4000.0,nominal,0.0
11,28.0,2,3,2.0,1685.0,1699.0,4000.0,nominal,0.0
12,28.0,3,3,1.0,1694.0,1707.0,4000.0,nominal,0.0
13,28.0,4,3,2.0,1661.0,1767.0,4000.0,nominal,0.0
14,28.0,5,3,5.0,1623.0,1788.0,4000.0,nominal,0.0
15,28.0,1,4,1.0,1608.0,1658.0,4000.0,nominal,0.0
16,28.0,2,4,1.0,1607.0,1643.0,4000.0,nominal,0.0
17,28.0,3,4,1.0,1612.0,1612.0,4000.0,nominal,0.0
18,28.0,4,4,1.0,1636.0,1649.0,4000.0,nominal,0.0
19,28.0,5,4,5.0,1471.0,1597.0,4000.0,nominal,0.0
20,28.0,1,5,1.0,1922.0,1952.0,4000.0,nominal,0.0
21,28.0,2,5,1.0,1913.0,1916.0,4000.0,nominal,0.0
22,28.0,3,5,1.0,1894.0,1936.0,4000.0,nominal,0.0
23,28.0,4,5,1.0,1927.0,1971.0,4000.0,nominal,0.0
24,28.0,5,5,3.0,2072.0,2178.0,4000.0,nominal,0.0
25,28.0,1,6,5.0,1591.0,1640.0,4000.0,nominal,0.0
26,28.0,2,6,5.0,1599.0,1609.0,4000.0,nominal,0.0
27,28.0,3,6,3.0,1538.0,1649.0,4000.0,nominal,0.0
28,28.0,4,6,4.0,1580.0,1618.0,4000.0,nominal,0.0
29,28.0,5,6,1.0,1461.0,1558.0,4000.0,nominal,0.0
30,28.0,1,7,2.0,1277.0,1288.0,4000.0,nominal,0.0
31,28.0,2,7,2.0,1239.0,1267.0,4000.0,nominal,0.0
32,28.0,3,7,2.0,1180.0,1270.0,4000.0,nominal,0.0
33,28.0,4,7,1.0,1230.0,1258.0,4000.0,nominal,0.0
34,28.0,5,7,5.0,1152.0,1181.0,4000.0,nominal,0.0
35,28.0,1,8,1.0,1179.0,1230.0,4000.0,ordinal,0.0
36,28.0,2,8,1.0,1169.0,1205.0,4000.0,ordinal,0.0
37,28.0,3,8,3.0,1207.0,1235.0,4000.0,ordinal,0.0
38,28.0,4,8,1.0,1151.0,1231.0,4000.0,ordinal,0.0
39,28.0,5,8,5.0,1114.0,1365.0,4000.0,ordinal,0.0
40,28.0,1,9,4.0,1082.0,1157.0,4000.0,ordinal,0.0
41,28.0,2,9,4.0,1066.0,1135.0,4000.0,ordinal,0.0
42,28.0,3,9,4.0,1087.0,1117.0,4000.0,ordinal,0.0
43,28.0,4,9,4.0,1063.0,1104.0,4000.0,ordinal,0.0
44,28.0,5,9,1.0,1095.0,1100.0,4000.0,ordinal,0.0
45,28.0,1,10,4.0,1354.0,1413.0,4000.0,ordinal,0.0
46,28.0,2,10,4.0,1360.0,1397.0,4000.0,ordinal,0.0
47,28.0,3,10,4.0,1347.0,1446.0,4000.0,ordinal,0.0
48,28.0,4,10,4.0,1355.0,1376.0,4000.0,ordinal,0.0
49,28.0,5,10,3.0,1368.0,1488.0,4000.0,ordinal,0.0
