,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,9.0,1,1,5.0,1042.0,1059.0,4000.0,nominal,0.0
1,9.0,2,1,5.0,1036.0,1079.0,4000.0,nominal,0.0
2,9.0,3,1,2.0,993.0,1088.0,4000.0,nominal,0.0
3,9.0,4,1,4.0,1005.0,1068.0,4000.0,nominal,0.0
4,9.0,5,1,2.0,1009.0,1105.0,4000.0,nominal,0.0
5,9.0,1,2,2.0,1456.0,1517.0,4000.0,nominal,0.0
6,9.0,2,2,2.0,1457.0,1523.0,4000.0,nominal,0.0
7,9.0,3,2,4.0,1355.0,1562.0,4000.0,nominal,0.0
8,9.0,4,2,4.0,1336.0,1576.0,4000.0,nominal,0.0
9,9.0,5,2,5.0,1438.0,1680.0,4000.0,nominal,0.0
10,9.0,1,3,5.0,1223.0,1282.0,4000.0,nominal,0.0
11,9.0,2,3,5.0,1206.0,1268.0,4000.0,nominal,0.0
12,9.0,3,3,3.0,1313.0,1327.0,4000.0,nominal,0.0
13,9.0,4,3,2.0,1176.0,1339.0,4000.0,nominal,0.0
14,9.0,5,3,2.0,1293.0,1347.0,4000.0,nominal,0.0
15,9.0,1,4,4.0,1122.0,1173.0,4000.0,nominal,0.0
16,9.0,2,4,4.0,1109.0,1181.0,4000.0,nominal,0.0
17,9.0,3,4,5.0,1064.0,1195.0,4000.0,nominal,0.0
18,9.0,4,4,2.0,1175.0,1200.0,4000.0,nominal,0.0
19,9.0,5,4,1.0,1114.0,1226.0,4000.0,nominal,0.0
20,9.0,1,5,4.0,1540.0,1568.0,4000.0,nominal,0.0
21,9.0,2,5,4.0,1544.0,1589.0,4000.0,nominal,0.0
22,9.0,3,5,2.0,1420.0,1454.0,4000.0,nominal,0.0
23,9.0,4,5,2.0,1574.0,1634.0,4000.0,nominal,0.0
24,9.0,5,5,3.0,1384.0,1791.0,4000.0,nominal,0.0
25,9.0,1,6,3.0,1307.0,1361.0,4000.0,nominal,0.0
26,9.0,2,6,3.0,1318.0,1348.0,4000.0,nominal,0.0
27,9.0,3,6,4.0,1341.0,1472.0,4000.0,nominal,0.0
28,9.0,4,6,3.0,1297.0,1401.0,4000.0,nominal,0.0
29,9.0,5,6,1.0,1296.0,1302.0,4000.0,nominal,0.0
30,9.0,1,7,1.0,1318.0,1403.0,4000.0,nominal,0.0
31,9.0,2,7,1.0,1343.0,1377.0,4000.0,nominal,0.0
32,9.0,3,7,4.0,1392.0,1430.0,4000.0,nominal,0.0
33,9.0,4,7,1.0,1403.0,1407.0,4000.0,nominal,0.0
34,9.0,5,7,3.0,1491.0,1577.0,4000.0,nominal,0.0
35,9.0,1,8,1.0,987.0,1048.0,4000.0,ordinal,0.0
36,9.0,2,8,1.0,986.0,1073.0,4000.0,ordinal,0.0
37,9.0,3,8,4.0,972.0,1165.0,4000.0,ordinal,0.0
38,9.0,4,8,1.0,1003.0,1042.0,4000.0,ordinal,0.0
39,9.0,5,8,4.0,895.0,1129.0,4000.0,ordinal,0.0
40,9.0,1,9,5.0,1976.0,2042.0,4000.0,ordinal,0.0
41,9.0,2,9,5.0,1972.0,2045.0,4000.0,ordinal,0.0
42,9.0,3,9,1.0,2036.0,2146.0,4000.0,ordinal,0.0
43,9.0,4,9,4.0,1931.0,1969.0,4000.0,ordinal,0.0
44,9.0,5,9,4.0,1870.0,1975.0,4000.0,ordinal,0.0
45,9.0,1,10,2.0,1704.0,1736.0,4000.0,ordinal,0.0
46,9.0,2,10,2.0,1732.0,1771.0,4000.0,ordinal,0.0
47,9.0,3,10,5.0,1668.0,1676.0,4000.0,ordinal,0.0
48,9.0,4,10,1.0,1742.0,1750.0,4000.0,ordinal,0.0
49,9.0,5,10,5.0,1853.0,2017.0,4000.0,ordinal,0.0
