,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,24.0,1,1,4.0,1116.0,1179.0,4000.0,nominal,0.0
1,24.0,2,1,4.0,1101.0,1152.0,4000.0,nominal,0.0
2,24.0,3,1,4.0,1046.0,1218.0,4000.0,nominal,0.0
3,24.0,4,1,2.0,1171.0,1178.0,4000.0,nominal,0.0
4,24.0,5,1,1.0,1115.0,1162.0,4000.0,nominal,0.0
5,24.0,1,2,5.0,1540.0,1608.0,4000.0,nominal,0.0
6,24.0,2,2,2.0,1549.0,1602.0,4000.0,nominal,0.0
7,24.0,3,2,5.0,1551.0,1581.0,4000.0,nominal,0.0
8,24.0,4,2,3.0,1512.0,1531.0,4000.0,nominal,0.0
9,24.0,5,2,4.0,1567.0,1685.0,4000.0,nominal,0.0
10,24.0,1,3,5.0,1486.0,1554.0,4000.0,nominal,0.0
11,24.0,2,3,3.0,1519.0,1533.0,4000.0,nominal,0.0
12,24.0,3,3,1.0,1538.0,1558.0,4000.0,nominal,0.0
13,24.0,4,3,2.0,1572.0,1573.0,4000.0,nominal,0.0
14,24.0,5,3,1.0,1441.0,1671.0,4000.0,nominal,0.0
15,24.0,1,4,1.0,1594.0,1615.0,4000.0,nominal,0.0
16,24.0,2,4,1.0,1559.0,1604.0,4000.0,nominal,0.0
17,24.0,3,4,3.0,1605.0,1609.0,4000.0,nominal,0.0
18,24.0,4,4,2.0,1530.0,1631.0,4000.0,nominal,0.0
19,24.0,5,4,5.0,1544.0,1621.0,4000.0,nominal,0.0
20,24.0,1,5,2.0,1714.0,1771.0,4000.0,nominal,0.0
21,24.0,2,5,2.0,1731.0,1758.0,4000.0,nominal,0.0
22,24.0,3,5,2.0,1732.0,1791.0,4000.0,nominal,0.0
23,24.0,4,5,2.0,1692.0,1770.0,4000.0,nominal,0.0
24,24.0,5,5,1.0,1488.0,1641.0,4000.0,nominal,0.0
25,24.0,1,6,3.0,1281.0,1323.0,4000.0,nominal,0.0
26,24.0,2,6,1.0,1292.0,1355.0,4000.0,nominal,0.0
27,24.0,3,6,1.0,1264.0,1313.0,4000.0,nominal,0.0
28,24.0,4,6,2.0,1304.0,1333.0,4000.0,nominal,0.0
29,24.0,5,6,5.0,1203.0,1326.0,4000.0,nominal,0.0
30,24.0,1,7,3.0,1053.0,1151.0,4000.0,nominal,0.0
31,24.0,2,7,2.0,1056.0,1118.0,4000.0,nominal,0.0
32,24.0,3,7,4.0,998.0,1086.0,4000.0,nominal,0.0
33,24.0,4,7,4.0,1019.0,1165.0,4000.0,nominal,0.0
34,24.0,5,7,5.0,981.0,1058.0,4000.0,nominal,0.0
35,24.0,1,8,3.0,1635.0,1672.0,4000.0,ordinal,0.0
36,24.0,2,8,3.0,1621.0,1680.0,4000.0,ordinal,0.0
37,24.0,3,8,3.0,1589.0,1642.0,4000.0,ordinal,0.0
38,24.0,4,8,2.0,1574.0,1736.0,4000.0,ordinal,0.0
39,24.0,5,8,5.0,1610.0,1655.0,4000.0,ordinal,0.0
40,24.0,1,9,3.0,1906.0,1945.0,4000.0,ordinal,0.0
41,24.0,2,9,1.0,1910.0,1983.0,4000.0,ordinal,0.0
42,24.0,3,9,1.0,1881.0,2000.0,4000.0,ordinal,0.0
43,24.0,4,9,3.0,1859.0,1938.0,4000.0,ordinal,0.0
44,24.0,5,9,5.0,1969.0,2125.0,4000.0,ordinal,0.0
45,24.0,1,10,2.0,1545.0,1586.0,4000.0,ordinal,0.0
46,24.0,2,10,4.0,1536.0,1580.0,4000.0,ordinal,0.0
47,24.0,3,10,1.0,1577.0,1650.0,4000.0,ordinal,0.0
48,24.0,4,10,2.0,1468.0,1527.0,4000.0,ordinal,0.0
49,24.0,5,10,5.0,1479.0,1612.0,4000.0,ordinal,0.0
