,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,23.0,1,1,3.0,1807.0,1839.0,4000.0,nominal,0.0
1,23.0,2,1,3.0,1811.0,1844.0,4000.0,nominal,0.0
2,23.0,3,1,1.0,1792.0,1830.0,4000.0,nominal,0.0
3,23.0,4,1,3.0,1811.0,1827.0,4000.0,nominal,0.0
4,23.0,5,1,4.0,1802.0,1847.0,4000.0,nominal,0.0
5,23.0,1,2,4.0,1130.0,1174.0,4000.0,nominal,0.0
6,23.0,2,2,4.0,1123.0,1155.0,4000.0,nominal,0.0
7,23.0,3,2,3.0,1127.0,1203.0,4000.0,nominal,0.0
8,23.0,4,2,4.0,1107.0,1130.0,4000.0,nominal,0.0
9,23.0,5,2,2.0,1025.0,1034.0,4000.0,nominal,0.0
10,23.0,1,3,1.0,1738.0,1785.0,4000.0,nominal,0.0
11,23.0,2,3,1.0,1732.0,1760.0,4000.0,nominal,0.0
12,23.0,3,3,5.0,1743.0,1811.0,4000.0,nominal,0.0
13,23.0,4,3,5.0,1783.0,1802.0,4000.0,nominal,0.0
14,23.0,5,3,5.0,1684.0,1959.0,4000.0,nominal,0.0
15,23.0,1,4,2.0,1750.0,1776.0,4000.0,nominal,0.0
16,23.0,2,4,2.0,1726.0,1810.0,4000.0,nominal,0.0
17,23.0,3,4,3.0,1729.0,1861.0,4000.0,nominal,0.0
18,23.0,4,4,1.0,1703.0,1775.0,4000.0,nominal,0.0
19,23.0,5,4,3.0,1699.0,1757.0,4000.0,nominal,0.0
20,23.0,1,5,4.0,1756.0,1797.0,4000.0,nominal,0.0
21,23.0,2,5,3.0,1754.0,1823.0,4000.0,nominal,0.0
22,23.0,3,5,2.0,1729.0,1823.0,4000.0,nominal,0.0
23,23.0,4,5,1.0,1744.0,1875.0,4000.0,nominal,0.0
24,23.0,5,5,1.0,1813.0,1851.0,4000.0,nominal,0.0
25,23.0,1,6,3.0,1548.0,1630.0,4000.0,nominal,0.0
26,23.0,2,6,3.0,1536.0,1598.0,4000.0,nominal,0.0
27,23.0,3,6,3.0,1553.0,1573.0,4000.0,nominal,0.0
28,23.0,4,6,3.0,1563.0,1566.0,4000.0,nominal,0.0
29,23.0,5,6,5.0,1718.0,1744.0,4000.0,nominal,0.0
30,23.0,1,7,4.0,1088.0,1168.0,4000.0,nominal,0.0
31,23.0,2,7,3.0,1098.0,1170.0,4000.0,nominal,0.0
32,23.0,3,7,3.0,1104.0,1171.0,4000.0,nominal,0.0
33,23.0,4,7,2.0,1125.0,1127.0,4000.0,nominal,0.0
34,23.0,5,7,5.0,1042.0,1084.0,4000.0,nominal,0.0
35,23.0,1,8,4.0,1357.0,1376.0,4000.0,ordinal,0.0
36,23.0,2,8,1.0,1341.0,1411.0,4000.0,ordinal,0.0
37,23.0,3,8,5.0,1304.0,1410.0,4000.0,ordinal,0.0
38,23.0,4,8,4.0,1387.0,1414.0,4000.0,ordinal,0.0
39,23.0,5,8,2.0,1318.0,1481.0,4000.0,ordinal,0.0
40,23.0,1,9,2.0,1526.0,1536.0,4000.0,ordinal,0.0
41,23.0,2,9,1.0,1544.0,1576.0,4000.0,ordinal,0.0
42,23.0,3,9,4.0,1562.0,1572.0,4000.0,ordinal,0.0
43,23.0,4,9,1.0,1509.0,1603.0,4000.0,ordinal,0.0
44,23.0,5,9,5.0,1452.0,1623.0,4000.0,ordinal,0.0
45,23.0,1,10,4.0,1484.0,1560.0,4000.0,ordinal,0.0
46,23.0,2,10,5.0,1510.0,1567.0,4000.0,ordinal,0.0
47,23.0,3,10,4.0,1449.0,1543.0,4000.0,ordinal,0.0
48,23.0,4,10,5.0,1503.0,1605.0,4000.0,ordinal,0.0
49,23.0,5,10,1.0,1594.0,1662.0,4000.0,ordinal,0.0
