,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,12.0,1,1,1.0,1990.0,2040.0,4000.0,nominal,0.0
1,12.0,2,1,2.0,1984.0,2042.0,4000.0,nominal,0.0
2,12.0,3,1,3.0,1916.0,1992.0,4000.0,nominal,0.0
3,12.0,4,1,2.0,1981.0,2010.0,4000.0,nominal,0.0
4,12.0,5,1,3.0,2015.0,2090.0,4000.0,nominal,0.0
5,12.0,1,2,2.0,1977.0,2009.0,4000.0,nominal,0.0
6,12.0,2,2,2.0,1936.0,1995.0,4000.0,nominal,0.0
7,12.0,3,2,3.0,1929.0,2056.0,4000.0,nominal,0.0
8,12.0,4,2,2.0,1974.0,2026.0,4000.0,nominal,0.0
9,12.0,5,2,5.0,1923.0,2213.0,4000.0,nominal,0.0
10,12.0,1,3,2.0,1996.0,2047.0,4000.0,nominal,0.0
11,12.0,2,3,2.0,1965.0,2033.0,4000.0,nominal,0.0
12,12.0,3,3,5.0,1851.0,1915.0,4000.0,nominal,0.0
13,12.0,4,3,3.0,1955.0,2014.0,4000.0,nominal,0.0
14,12.0,5,3,1.0,1821.0,2087.0,4000.0,nominal,0.0
15,12.0,1,4,4.0,1653.0,1685.0,4000.0,nominal,0.0
16,12.0,2,4,4.0,1682.0,1698.0,4000.0,nominal,0.0
17,12.0,3,4,1.0,1700.0,1772.0,4000.0,nominal,0.0
18,12.0,4,4,5.0,1619.0,1690.0,4000.0,nominal,0.0
19,12.0,5,4,1.0,1605.0,1625.0,4000.0,nominal,0.0
20,12.0,1,5,5.0,1377.0,1447.0,4000.0,nominal,0.0
21,12.0,2,5,5.0,1382.0,1453.0,4000.0,nominal,0.0
22,12.0,3,5,2.0,1430.0,1450.0,4000.0,nominal,0.0
23,12.0,4,5,5.0,1373.0,1417.0,4000.0,nominal,0.0
24,12.0,5,5,2.0,1451.0,1484.0,4000.0,nominal,0.0
25,12.0,1,6,3.0,1690.0,1700.0,4000.0,nominal,0.0
26,12.0,2,6,3.0,1677.0,1694.0,4000.0,nominal,0.0
27,12.0,3,6,3.0,1706.0,1711.0,4000.0,nominal,0.0
28,12.0,4,6,3.0,1655.0,1731.0,4000.0,nominal,0.0
29,12.0,5,6,2.0,1559.0,1864.0,4000.0,nominal,0.0
30,12.0,1,7,5.0,1570.0,1635.0,4000.0,nominal,0.0
31,12.0,2,7,5.0,1609.0,1632.0,4000.0,nominal,0.0
32,12.0,3,7,1.0,1600.0,1609.0,4000.0,nominal,0.0
33,12.0,4,7,5.0,1591.0,1606.0,4000.0,nominal,0.0
34,12.0,5,7,2.0,1557.0,1872.0,4000.0,nominal,0.0
35,12.0,1,8,3.0,1839.0,1897.0,4000.0,ordinal,0.0
36,12.0,2,8,3.0,1850.0,1918.0,4000.0,ordinal,0.0
37,12.0,3,8,1.0,1876.0,1941.0,4000.0,ordinal,0.0
38,12.0,4,8,2.0,1857.0,1919.0,4000.0,ordinal,0.0
39,12.0,5,8,2.0,1893.0,1995.0,4000.0,ordinal,0.0
40,12.0,1,9,2.0,1589.0,1637.0,4000.0,ordinal,0.0
41,12.0,2,9,2.0,1585.0,1626.0,4000.0,ordinal,0.0
42,12.0,3,9,1.0,1561.0,1621.0,4000.0,ordinal,0.0
43,12.0,4,9,5.0,1581.0,1650.0,4000.0,ordinal,0.0
44,12.0,5,9,5.0,1596.0,1823.0,4000.0,ordinal,0.0
45,12.0,1,10,4.0,1791.0,1876.0,4000.0,ordinal,0.0
46,12.0,2,10,4.0,1811.0,1884.0,4000.0,ordinal,0.0
47,12.0,3,10,1.0,1747.0,1888.0,4000.0,ordinal,0.0
48,12.0,4,10,4.0,1816.0,1892.0,4000.0,ordinal,0.0
49,12.0,5,10,1.0,1711.0,1983.0,4000.0,ordinal,0.0
