,taskrun_article_number,contributor_id,question_number,answer_number,start_pos,end_pos,source_text_length,answer_type,question_text
0,29.0,1,1,5.0,1639.0,1665.0,4000.0,nominal,0.0
1,29.0,2,1,5.0,1600.0,1666.0,4000.0,nominal,0.0
2,29.0,3,1,5.0,1628.0,1685.0,4000.0,nominal,0.0
3,29.0,4,1,5.0,1615.0,1616.0,4000.0,nominal,0.0
4,29.0,5,1,2.0,1496.0,1719.0,4000.0,nominal,0.0
5,29.0,1,2,2.0,1481.0,1524.0,4000.0,nominal,0.0
6,29.0,2,2,2.0,1467.0,1532.0,4000.0,nominal,0.0
7,29.0,3,2,2.0,1451.0,1546.0,4000.0,nominal,0.0
8,29.0,4,2,3.0,1474.0,1545.0,4000.0,nominal,0.0
9,29.0,5,2,3.0,1383.0,1426.0,4000.0,nominal,0.0
10,29.0,1,3,5.0,1917.0,1978.0,4000.0,nominal,0.0
11,29.0,2,3,5.0,1942.0,1942.0,4000.0,nominal,0.0
12,29.0,3,3,3.0,1950.0,1997.0,4000.0,nominal,0.0
13,29.0,4,3,4.0,1926.0,1963.0,4000.0,nominal,0.0
14,29.0,5,3,1.0,1768.0,1884.0,4000.0,nominal,0.0
15,29.0,1,4,3.0,1776.0,1798.0,4000.0,nominal,0.0
16,29.0,2,4,3.0,1782.0,1789.0,4000.0,nominal,0.0
17,29.0,3,4,3.0,1791.0,1811.0,4000.0,nominal,0.0
18,29.0,4,4,3.0,1763.0,1845.0,4000.0,nominal,0.0
19,29.0,5,4,1.0,1658.0,1883.0,4000.0,nominal,0.0
20,29.0,1,5,3.0,1805.0,1853.0,4000.0,nominal,0.0
21,29.0,2,5,3.0,1821.0,1821.0,4000.0,nominal,0.0
22,29.0,3,5,3.0,1795.0,1860.0,4000.0,nominal,0.0
23,29.0,4,5,3.0,1780.0,1845.0,4000.0,nominal,0.0
24,29.0,5,5,2.0,1705.0,2047.0,4000.0,nominal,0.0
25,29.0,1,6,5.0,1724.0,1790.0,4000.0,nominal,0.0
26,29.0,2,6,5.0,1730.0,1759.0,4000.0,nominal,0.0
27,29.0,3,6,5.0,1738.0,1747.0,4000.0,nominal,0.0
28,29.0,4,6,5.0,1723.0,1806.0,4000.0,nominal,0.0
29,29.0,5,6,3.0,1812.0,1912.0,4000.0,nominal,0.0
30,29.0,1,7,5.0,1229.0,1256.0,4000.0,nominal,0.0
31,29.0,2,7,5.0,1230.0,1245.0,4000.0,nominal,0.0
32,29.0,3,7,5.0,1160.0,1255.0,4000.0,nominal,0.0
33,29.0,4,7,4.0,1225.0,1226.0,4000.0,nominal,0.0
34,29.0,5,7,3.0,1282.0,1313.0,4000.0,nominal,0.0
35,29.0,1,8,5.0,1031.0,1102.0,4000.0,ordinal,0.0
36,29.0,2,8,5.0,1012.0,1085.0,4000.0,ordinal,0.0
37,29.0,3,8,4.0,1016.0,1128.0,4000.0,ordinal,0.0
38,29.0,4,8,5.0,988.0,1073.0,4000.0,ordinal,0.0
39,29.0,5,8,4.0,1034.0,1181.0,4000.0,ordinal,0.0
40,29.0,1,9,4.0,1932.0,1998.0,4000.0,ordinal,0.0
41,29.0,2,9,3.0,1923.0,1981.0,4000.0,ordinal,0.0
42,29.0,3,9,3.0,1981.0,2009.0,4000.0,ordinal,0.0
43,29.0,4,9,3.0,1926.0,2015.0,4000.0,ordinal,0.0
44,29.0,5,9,4.0,1949.0,2128.0,4000.0,ordinal,0.0
45,29.0,1,10,3.0,1509.0,1563.0,4000.0,ordinal,0.0
46,29.0,2,10,3.0,1518.0,1566.0,4000.0,ordinal,0.0
47,29.0,3,10,3.0,1486.0,1512.0,4000.0,ordinal,0.0
48,29.0,4,10,2.0,1502.0,1612.0,4000.0,ordinal,0.0
49,29.0,5,10,4.0,1531.0,1619.0,4000.0,ordinal,0.0
