article_num,article_sha256,task_uuid,schema_namespace,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content
1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,755877c4-7dc1-401e-894a-04b9d70e70e7,Language Specialist V3,1,checklist,5,0.764705882352941,0.235294117647059,"[633, 634, 635, 636, 637, 638, 639, 640]",0.53168936353211,0.53168936353211,0.648197622942526,0.5,0.5,17,13,shocking,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Shock or surprise
1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,755877c4-7dc1-401e-894a-04b9d70e70e7,Language Specialist V3,3,ordinal,4,0.864825925143582,0.864825925143582,[],NA,NA,0.864825925143582,0.5,0.5,6,5,NA,How much does the exaggeration misrepresent reality?,Minor misrepresentation
1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,755877c4-7dc1-401e-894a-04b9d70e70e7,Language Specialist V3,7,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,What other emotion does the passage express?,zero
1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,755877c4-7dc1-401e-894a-04b9d70e70e7,Language Specialist V3,12,ordinal,1,0.845206927599924,0.845206927599924,"[2085, 2086, 2087, 2088, 2089]",0.064655358925138,0.064655358925138,0.454931143262531,0.5,0.5,17,4,spent,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope
1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,755877c4-7dc1-401e-894a-04b9d70e70e7,Language Specialist V3,15,ordinal,8,0.736715495319318,0.736715495319318,[],NA,NA,0.736715495319318,0.5,0.5,17,10,NA,"How confident are you about your answers, on the whole?",8
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ef335a02-a550-4d8b-9cbd-fb6622ad8c8f,Language Specialist V3,1,checklist,5,0.647058823529412,0.352941176470588,"[585, 586, 587, 588, 589, 590, 591, 592, 593, 594, 595, 596, 597, 598, 599, 600, 601, 602]",0.963913175833195,0.745997682598232,0.805485999681303,0.5,0.5,17,13,so shockingly high,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Shock or surprise
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ef335a02-a550-4d8b-9cbd-fb6622ad8c8f,Language Specialist V3,1,checklist,6,0.647058823529412,0.352941176470588,"[844, 845, 846, 847, 848, 849, 850, 851, 852, 853, 854, 855, 856, 857]",0.922892562575176,0.922892562575176,0.784975693052294,0.5,0.5,17,13,wind up hooked,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Slang
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ef335a02-a550-4d8b-9cbd-fb6622ad8c8f,Language Specialist V3,3,ordinal,4,0.735461465171853,0.735461465171853,[],NA,NA,0.735461465171853,0.5,0.5,9,5,NA,How much does the exaggeration misrepresent reality?,Minor misrepresentation
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ef335a02-a550-4d8b-9cbd-fb6622ad8c8f,Language Specialist V3,5,ordinal,1,0.970853654340483,0.970853654340483,[],NA,NA,0.970853654340483,0.5,0.5,4,5,NA,How strong is the emotional tone?,Very strong
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ef335a02-a550-4d8b-9cbd-fb6622ad8c8f,Language Specialist V3,9,ordinal,4,0.663503095278039,0.663503095278039,[],NA,NA,0.663503095278039,0.5,0.5,11,5,NA,How appropriate is the slang?,Mildly inappropriate
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ef335a02-a550-4d8b-9cbd-fb6622ad8c8f,Language Specialist V3,10,ordinal,4,0.762142414867244,0.762142414867244,[],NA,NA,0.762142414867244,0.5,0.5,11,5,NA,Is the slang used to denigrate a group or perspective?,No
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ef335a02-a550-4d8b-9cbd-fb6622ad8c8f,Language Specialist V3,11,ordinal,5,0.974091739550091,0.974091739550091,[],NA,NA,0.974091739550091,0.5,0.5,3,5,NA,Do the errors in the writing make understanding the text more difficult?,Not at all
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ef335a02-a550-4d8b-9cbd-fb6622ad8c8f,Language Specialist V3,12,ordinal,1,0.869979670026983,0.869979670026983,L,L,L,0.434989835013491,0.5,0.5,17,4,N/A,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ef335a02-a550-4d8b-9cbd-fb6622ad8c8f,Language Specialist V3,13,ordinal,2,0.796641282313959,0.796641282313959,[],NA,NA,0.796641282313959,0.5,0.5,5,5,NA,How misleading or otherwise problematic is the colorful language?,Somewhat
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ef335a02-a550-4d8b-9cbd-fb6622ad8c8f,Language Specialist V3,15,ordinal,8,0.669865088189599,0.669865088189599,[],NA,NA,0.669865088189599,0.5,0.5,17,10,NA,"How confident are you about your answers, on the whole?",8
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f108dd02-4869-4485-96c6-6b7ab391c281,Language Specialist V3,1,checklist,13,0.588235294117647,0.411764705882353,"[643, 644, 645, 646, 647, 648, 649, 650, 651, 652, 653, 654, 655]",0.953367127779959,0.953367127779959,0.770801210948803,0.5,0.5,17,13,common belief,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",Nothing wrong with language
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f108dd02-4869-4485-96c6-6b7ab391c281,Language Specialist V3,12,ordinal,1,0.712678985519861,0.712678985519861,L,L,L,0.356339492759931,0.5,0.5,17,4,N/A,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope
,,,,,,,,,,,,,,,,,,,
