schema_namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,557f79a2-8abd-46c7-a0e7-08bbfba5c5d2,Language Specialist V3,{},24529509-668e-44aa-89df-46c7309bd437,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,nominal,{},13,fc78748d-5bb4-4d3d-a9a9-b6fe092be1a1,T1.Q1.A1,Metaphorical Language,T1.Q2,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,557f79a2-8abd-46c7-a0e7-08bbfba5c5d2,Language Specialist V3,{},24529509-668e-44aa-89df-46c7309bd437,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,nominal,{},13,9220ea60-e59b-453f-b2d1-fdf99c0c289f,T1.Q1.A2,Exaggeration,T1.Q3,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,557f79a2-8abd-46c7-a0e7-08bbfba5c5d2,Language Specialist V3,{},24529509-668e-44aa-89df-46c7309bd437,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,nominal,{},13,8b92917d-7928-4b8a-b019-5ad1d4ccbb42,T1.Q1.A3,Scandal (i.e. portrayal of immoral actions/situations/behavior),T1.Q10,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,557f79a2-8abd-46c7-a0e7-08bbfba5c5d2,Language Specialist V3,{},24529509-668e-44aa-89df-46c7309bd437,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,nominal,{},13,446fc401-1794-43a1-8377-b523a44f569c,T1.Q1.A4,Emotional tone (including expletives),"T1.Q4, T1.Q5",1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,557f79a2-8abd-46c7-a0e7-08bbfba5c5d2,Language Specialist V3,{},24529509-668e-44aa-89df-46c7309bd437,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,nominal,{},13,954af8f4-c84d-4d6c-b6ff-ae1ebe6d16b9,T1.Q1.A5,Shock or surprise,T1.Q10,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,557f79a2-8abd-46c7-a0e7-08bbfba5c5d2,Language Specialist V3,{},24529509-668e-44aa-89df-46c7309bd437,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,nominal,{},13,5c5392dc-2638-4ffc-819e-c26b7a4b9a7b,T1.Q1.A6,Slang,"T1.Q7, T1.Q8",1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,557f79a2-8abd-46c7-a0e7-08bbfba5c5d2,Language Specialist V3,{},24529509-668e-44aa-89df-46c7309bd437,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,nominal,{},13,6107d320-cb68-47a7-97d3-fe755b6f87a8,T1.Q1.A7,Typos,T1.Q9,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,557f79a2-8abd-46c7-a0e7-08bbfba5c5d2,Language Specialist V3,{},24529509-668e-44aa-89df-46c7309bd437,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,nominal,{},13,847b453e-e314-41d3-91d9-3c1efc8263b7,T1.Q1.A8,Bad grammar,T1.Q9,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,557f79a2-8abd-46c7-a0e7-08bbfba5c5d2,Language Specialist V3,{},24529509-668e-44aa-89df-46c7309bd437,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,nominal,{},13,5be6395b-ff02-4a7f-bcd7-b13c0a86bf7d,T1.Q1.A9,Misleading or confusing sentence structure,T1.Q9,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,557f79a2-8abd-46c7-a0e7-08bbfba5c5d2,Language Specialist V3,{},24529509-668e-44aa-89df-46c7309bd437,T1.Q1,"Which of the following appears in the bolded text to the left? Check all that apply, or none, and highlight the part of the passage in which you see each.",CHECKBOX,NONE,,nominal,{},13,de570555-8a35-4250-b340-437eb2a180bc,T1.Q1.A10,Other unnecessary or misleading coloring of language,T1.Q10,1,1,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
