Article ID,Credibility Indicator ID,Credibilty Indicator Category,Credibility Indicator Name,Points,Indices of Label in Article,Start,End,target_text
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,H0,Holistic,Misleading Title,-2.0,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,H0,Holistic,Very Biased,-10.0,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,H0,Holistic,Vague Sourcing,-2.0,"[1490, 1491, 1492, 1493, 1494, 1495, 1496, 1497, 1498, 1499, 1500, 1501, 1502, 1503, 1504, 1505, 1506, 1507, 1508, 1509, 1510, 1511, 1512, 1513, 1514, 1515, 1516, 1517, 1518, 1519, 1520, 1521, 1522, 1523, 1524, 1525, 1526, 1527, 1528, 1529, 1530, 1531, 1532, 1533, 1534, 1535, 1536, 1537, 1538, 1539]",1490,1539,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,H0,Holistic,Vague Sourcing,0,"[1543, 1544, 1545, 1546, 1547, 1548, 1549, 1550, 1551, 1552, 1553, 1554, 1555, 1556, 1557, 1558, 1559, 1560, 1561]",1543,1562,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,H0,Holistic,Low Information,-2.0,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,L0,Language,Exaggeration,-2.5427696441723913,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,P0,Probability,Inappropriate confidence,-2.2815235590025003,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,P0,Probability,Acknowledges uncertainty,0.6629652413651719,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,P0,Probability,Doesn’t acknowledge uncertainty,-1.1054483912493094,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,P0,Probability,Open to evidence,0.6666666666666666,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,R0,Reasoning,Other misleading reasoning,-1.5,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,R0,Reasoning,Other appeals to biases,-3.0,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,R0,Reasoning,Begging the Question,-1.3333333333333333,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,R0,Reasoning,Appeal to Ignorance,-1.6666666666666665,[],-1,-1,nan
7360da3cdcf83a48e365821654ef0750810f3483efb8e25ad792eed6f4bf0b6f,R0,Reasoning,Misleading argument,-4.324129625717909,[],-1,-1,nan
,,,,,,,,
