article_filename,article_sha256,namespace,start_pos,end_pos,topic_name,case_number,target_text
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,271,326,Evidence,1,highway deaths increased 6% over 2015 and 14% over 2014
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,449,544,Evidence,2,"The worst month in 2016 was October, which contributed 3,790 to the total 40,200 highway deaths"
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,571,619,Evidence,2,"January saw the lowest number, with 2,740 deaths"
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,622,772,Evidence,3,"As might be expected due to the overall population of certain individual states, Texas, California and Florida each had more than 3,000 deaths in 2016"
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,774,879,Evidence,3,"Alaska, Vermont, Rhode Island and the District of Columbia had the least, with fewer than 100 deaths each"
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,882,1119,Evidence,3,"Overall, the researchers estimated 12.4 deaths per 100,000 people in 2016, a 5% increase over the 2015 rate. They also estimate about 4.6 million motor-vehicle injuries required a medical consultation in 2016, an increase of 7% from 2015"
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,1754,1952,Evidence,4,"For 2016, the council estimated a 3% increase in motor-vehicle mileage over the previous year, however, this increase in traffic, unfortunately, also leads to a swelling number of highway fatalities"
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,1955,2059,Evidence,5,"However, a 3% increase in miles driven versus a 6% increase in deaths suggests something else is at play"
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,3063,3143,Evidence,6,9% increase in the number of pedestrian deaths on the road between 2015 and 2016
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,4270,4391,Evidence,7,"alcohol and speed were factors in 28% and 27% of fatalities, while 48% of those killed in car crashes were not buckled up"
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,5365,5445,Evidence,8,13 states have raised speed limits on at least some portion of their interstates
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,5864,5929,Evidence,8,with a 25% decrease in roadway fatalities over the past two years
1730SSSArticle.txt,2d6de61b16c3ade370a26e2c410c884184c1272615b2be897518a54592c00cfd,nan,1373,1469,Reasoning,1,"During the recession, the number of deaths on our roadways went down a lot. We were driving less"
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,697,849,Evidence,1,"According to a new study, just a couple of nights under canvas is enough to reset the body’s internal clock, enabling people to fall asleep more quickly"
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,983,1221,Evidence,1,"However, a new experiment by the University of Colorado revealed how a stint in the countryside is able to rapidly shift the timing forward by two and a half hours, allowing campers to go to bed at a civilised hour once they returned home"
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,1224,1322,Evidence,1,The altered rhythms were detected by measuring levels of the hormone melatonin in the participants
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,1325,1506,Evidence,1,"Going to bed late is thought to contribute not only to sleepiness and reduced productivity during the day, but also more serious conditions like mood disorders, diabetes and obesity"
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,1658,1838,Evidence,1,Our findings demonstrate that living in our modern environment contributes to late circadian timing regardless of season and that a weekend camping trip can reset our clock rapidly
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,1894,2059,Evidence,1,people’s modern exposure to electrical lighting causes roughly a two-hour delay in circadian timing and that a week of summer sun shifted those internal rhythms back
1734SSSArticle.txt,337b76ddf39e3d9bce2f9af74ec716da60a029b3d83d217b2a01b8973f10ce9f,nan,2257,2458,Evidence,1,"In the new study, they sent a group of nine people out camping with no torches or mobile phones for a single weekend, and found that the light exposure was enough to bring their internal clocks forward"
