,Users,Score,Questions,Influence,Index,LastDate,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,2abbe1a3-c9a7-41ab-9738-64ca86756d37,0.8404383418792205,7.0,1.582295949268253,6,,1.0,0.9793871866295264,0.0,0.9156917363045496,1.0,0.9879894702204672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,aa967b51-e15e-4210-862a-18ffbb6aac7b,0.6597957288765088,3.0,0.377256959545446,2,,0.0,0.9793871866295264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7447f2a4-8e1c-486f-9589-49ade8dcc293,0.7985886722376974,5.0,1.32412997288422,4,,1.0,0.9955431754874652,0.0,0.9974001857010214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,a2c02f27-95a3-4b31-9f31-bd024c0c0517,0.6921369035017775,291.0,0.5620559790701434,20,2019-08-05,0.0,0.9982930298719772,0.0,0.9812233285917497,1.0,0.7997155049786628,0.0,0.9246088193456614,1.0,0.9992990654205608,0.0,0.9981308411214953,0.0,0.9941588785046729,0.0,0.9957943925233644,1.0,0.877803738317757,0.0,0.9549065420560747,0.0,0.9988857938718663,0.0,0.9992571959145775,1.0,0.9630454967502321,1.0,0.9923186344238976,0.0,0.9988620199146515
4,47f10cb0-4a56-4b77-ba40-5414b1332642,0.6655280387133504,3.0,0.406976464338078,2,,0.0,0.9965841161400512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,d970aaa4-3cde-4e75-937b-ea73fb0ca0f1,0.6929076043100295,239.0,0.5669387773239613,28,2019-08-05,0.0,0.9992571959145775,1.0,0.9630454967502321,1.0,0.9923186344238976,0.0,0.9988620199146515,0.0,0.9982930298719772,0.0,0.9812233285917497,1.0,0.7997155049786628,0.0,0.9246088193456614,1.0,0.9992990654205608,0.0,0.9981308411214953,0.0,0.9941588785046729,0.0,0.9957943925233644,1.0,0.877803738317757,0.0,0.9549065420560747,0.0,0.9988857938718663
6,e1ae8875-a398-4dde-8f4e-4b21109784e3,0.659813047262068,45.0,0.37734468351694594,14,2019-08-05,0.0,0.9246088193456614,1.0,0.9923186344238976,0.0,0.9988620199146515,0.0,0.9982930298719772,0.0,0.9812233285917497,1.0,0.7997155049786628,0.0,0.9246088193456614,0.0,0.9812233285917497,1.0,0.7997155049786628,0.0,0.9246088193456614,1.0,0.9923186344238976,0.0,0.9988620199146516,0.0,0.9982930298719772,0.0,0.9812233285917497,1.0,0.7997155049786628
7,e4a2f20b-0ee3-4d4c-a622-e392d1150ec8,0.9931290622098422,3.0,1.975022985115814,2,,1.0,0.9793871866295264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,fed45769-aa61-4b8b-847e-a9c799acce15,0.9931290622098422,3.0,1.975022985115814,2,,1.0,0.9793871866295264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,5c1e8c1e-0766-425a-a122-eabf8998349d,0.7934753313699987,5.0,1.288745788335222,4,,0.0,0.9793871866295264,1.0,0.9879894702204672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,e44f5799-6915-45fd-874e-060f6afedcb9,0.7790157845868152,5.0,1.1855010308201035,4,,1.0,0.9793871866295264,0.0,0.9156917363045496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,0.6773908159141049,19.0,0.4727433748732526,18,,0.0,0.9793871866295264,0.0,0.9965841161400512,0.0,0.9955431754874652,0.0,0.9974001857010214,0.0,0.9917363803305448,0.0,1.0,0.9841938883034772,0.9841938883034772,1.0,0.9611443210930828,1.0,0.9802423603793466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,3a6b0929-a821-4616-8599-9b860526d09d,0.7016512773843537,277.0,0.6237085841620874,6,2019-08-05,0.0,0.9957943925233644,1.0,0.877803738317757,0.0,0.9549065420560747,0.0,0.9988857938718663,0.0,0.9992571959145775,1.0,0.9630454967502321,1.0,0.9923186344238976,0.0,0.9988620199146515,0.0,0.9982930298719772,0.0,0.9812233285917497,1.0,0.7997155049786628,0.0,0.9246088193456614,1.0,0.9992990654205608,0.0,0.9981308411214953,0.0,0.9941588785046729
13,93b5d16a-4388-49d6-9217-d6607167f6c2,0.7214718629120039,11.0,0.7605186268131856,10,,1.0,0.9793871866295264,0.0,0.9965841161400512,0.0,0.9841938883034772,0.0,0.9893899204244032,1.0,0.9866353805345848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,bcf4ec10-b869-4e0f-89a7-133f825c910d,0.71087539234389,309.0,0.6861150578293309,8,2019-08-05,1.0,0.7997155049786628,0.0,0.9246088193456614,1.0,0.877803738317757,0.0,0.9549065420560747,0.0,0.992818671454219,1.0,0.7905445840813884,0.0,0.9030520646319569,1.0,0.9983286908077994,0.0,0.9988857938718663,0.0,0.9992571959145775,1.0,0.9630454967502321,0.0,0.9923186344238976,1.0,0.9988620199146515,0.0,0.9982930298719772,0.0,0.9812233285917497
15,b359f9af-81af-4246-96d3-ee2c770022bb,0.8601939273930308,57.0,1.680556880788886,26,2019-08-05,0.8443032138341651,0.7365624337006781,0.0,0.9972144846796658,1.0,0.9649025069637884,1.0,0.8702702702702703,1.0,0.963045496750232,0.0,0.9972144846796658,1.0,0.9649025069637884,1.0,0.8702702702702703,1.0,0.963045496750232,0.0,0.9972144846796658,1.0,0.9649025069637883,1.0,0.8702702702702703,1.0,0.9630454967502321,0.9354440954382724,0.904002056204414,0.7986218001019046,0.7984352062233762
16,fb0bfdce-316c-46b8-a7f3-097457d92afb,0.7132053168077322,25.0,0.7022449891401523,24,,1.0,0.9879894702204672,0.0,0.9965841161400512,0.0,0.9955431754874652,0.0,0.9974001857010214,0.0,1.0,0.9917363803305448,0.9917363803305448,0.0,0.9841938883034772,0.0,1.0,0.9611443210930828,0.9611443210930828,1.0,0.9893899204244032,0.0,1.0,0.9866353805345848,0.9866353805345848,0.0,0.0,0.0,0.0,0.0,0.0
17,f18207d6-37cb-4349-a31e-a4ff2adcf299,0.740950117871821,349.0,0.9027346506576928,18,2019-08-05,0.0,1.0,0.9246088193456614,0.9246088193456614,1.0,0.9992990654205608,0.0,1.0,0.9981308411214953,0.9981308411214953,0.0,0.9941588785046729,0.0,0.9957943925233644,1.0,0.877803738317757,0.0,0.9549065420560747,1.0,0.9923186344238976,0.0,1.0,0.9988620199146515,0.9988620199146515,0.0,0.9982930298719772,0.0,0.9812233285917497,1.0,0.7997155049786628
18,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,0.6886497930512305,13.0,0.5402208095083443,12,,0.0,0.9793871866295264,1.0,0.9879894702204672,0.0,0.9965841161400512,0.0,1.0,0.9955431754874652,0.9955431754874652,0.0,0.9974001857010214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,f9143626-bfe0-4e69-b652-6d1525ab4eb0,0.7977725243245282,15.0,1.318527602214839,14,,0.0,1.0,0.9965841161400512,0.9965841161400512,0.0,1.0,1.0,0.9955431754874652,0.9955431754874652,0.9955431754874652,0.0,0.9974001857010214,1.0,0.9893899204244032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,a2f9116f-94e4-448c-b513-8a7ab93d3d2f,0.6885424916838931,295.0,0.5395557121697351,24,2019-08-05,1.0,0.9923186344238976,0.0,0.9988620199146515,0.0,0.9982930298719772,0.0,0.9812233285917497,1.0,0.7997155049786628,0.0,0.9246088193456614,1.0,0.9992990654205608,0.0,0.9981308411214953,0.0,0.9941588785046729,0.0,0.9957943925233644,1.0,0.877803738317757,0.0,0.9549065420560747,0.0,0.9988857938718663,0.0,0.9992571959145775,1.0,0.9630454967502321
21,7b50486e-3d5e-474f-a40a-09c738f19bda,0.6948365910903926,275.0,0.5792482763143674,4,2019-08-05,1.0,0.877803738317757,0.0,0.9549065420560747,0.0,0.9988857938718663,0.0,0.9992571959145775,1.0,0.9630454967502321,1.0,0.9923186344238976,0.0,0.9988620199146515,0.0,0.9982930298719772,0.0,0.9812233285917497,1.0,0.7997155049786628,0.0,0.9246088193456614,1.0,0.9992990654205608,0.0,0.9981308411214953,0.0,0.9941588785046729,0.0,0.9957943925233644
22,6ae640df-8dbc-4401-ae14-0636d2c0d086,0.9931290622098422,3.0,1.975022985115814,2,,1.0,0.9793871866295264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,d55a5d06-7f8d-4450-bee1-e293f6265840,0.5790157845868152,5.0,0.10096238978461404,4,,0.0,0.9793871866295264,0.0,0.9156917363045496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,7ae543c3-9854-4453-962d-01eb3b9805a5,0.8030053375606345,21.0,1.3541305662956054,20,,0.0,0.9965841161400512,0.0,0.9955431754874652,0.0,0.9974001857010214,1.0,0.9917363803305448,1.0,0.9841938883034772,1.0,0.9611443210930828,1.0,0.9893899204244032,1.0,0.9866353805345848,0.0,1.0,0.9802423603793466,0.9802423603793466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,e0834165-64cc-41e5-994f-9be97a16ef93,0.6650078503128892,9.0,0.40422325226148115,8,,0.0,0.9965841161400512,0.0,1.0,0.9955431754874652,0.9955431754874652,0.0,0.9974001857010214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
