highlight_task_uuid,task_url,article_batch_name,article_number,article_filename,article_sha256,ah_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,hg_tua_uuid,namespace,topic_name,case_number,start_pos,end_pos,target_text,source_text_length
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,63696364-985b-4533-89a3-f065e11ba0b6,80f1eda5-ad01-4955-9f64-2dc67579ee89,2018-08-02 23:14:06.607215,2018-08-02 23:42:03.452835,1676.84562,44dcdfaf-4c6a-4526-9e44-13add2907093,,Probability,1,113,133,"It\u2019s long been known",2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,63696364-985b-4533-89a3-f065e11ba0b6,80f1eda5-ad01-4955-9f64-2dc67579ee89,2018-08-02 23:14:06.607215,2018-08-02 23:42:03.452835,1676.84562,35a62c2c-a171-4599-ac7a-42628530ee00,,Probability,2,184,192,can have,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,63696364-985b-4533-89a3-f065e11ba0b6,80f1eda5-ad01-4955-9f64-2dc67579ee89,2018-08-02 23:14:06.607215,2018-08-02 23:42:03.452835,1676.84562,e84173bc-1f93-4e7b-b691-224040e14eed,,Probability,3,264,270,can be,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,63696364-985b-4533-89a3-f065e11ba0b6,80f1eda5-ad01-4955-9f64-2dc67579ee89,2018-08-02 23:14:06.607215,2018-08-02 23:42:03.452835,1676.84562,239201ac-2221-4c2d-a33c-9f96115304f4,,Probability,4,344,354,can affect,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,63696364-985b-4533-89a3-f065e11ba0b6,80f1eda5-ad01-4955-9f64-2dc67579ee89,2018-08-02 23:14:06.607215,2018-08-02 23:42:03.452835,1676.84562,f7f1c30b-9994-4581-9dba-39bced746cb2,,Probability,5,395,420,still struggling to grasp,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,63696364-985b-4533-89a3-f065e11ba0b6,80f1eda5-ad01-4955-9f64-2dc67579ee89,2018-08-02 23:14:06.607215,2018-08-02 23:42:03.452835,1676.84562,f7a2bce5-c48b-4513-a8b5-00002732df62,,Probability,6,1314,1330,could be related,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,63696364-985b-4533-89a3-f065e11ba0b6,80f1eda5-ad01-4955-9f64-2dc67579ee89,2018-08-02 23:14:06.607215,2018-08-02 23:42:03.452835,1676.84562,155aacaf-2ba2-4ab5-ad88-6e65a9866a76,,Probability,7,1540,1553,may result in,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,63696364-985b-4533-89a3-f065e11ba0b6,80f1eda5-ad01-4955-9f64-2dc67579ee89,2018-08-02 23:14:06.607215,2018-08-02 23:42:03.452835,1676.84562,28e88cc9-9189-4f32-90b4-607785aff000,,Probability,8,1902,1919,may be related to,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,03091ba0-0aa6-4383-89fb-db19582d3c5d,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-08-02 23:41:09.397174,2018-08-02 23:46:58.377825,348.980651,946bd5ff-8c54-49ef-99c4-3d9005cfa76d,,Language,1,633,641,shocking,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,03091ba0-0aa6-4383-89fb-db19582d3c5d,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-08-02 23:41:09.397174,2018-08-02 23:46:58.377825,348.980651,ab72f679-ad8c-4192-8039-88cb0beefebf,,Reasoning,1,1598,1689,"In short, the lack of gravity actually changed the physical shape of the astronauts\u2019 brains",2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,03091ba0-0aa6-4383-89fb-db19582d3c5d,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-08-02 23:41:09.397174,2018-08-02 23:46:58.377825,348.980651,57cf4673-bbdb-4df3-a3d9-228c9720e5bd,,Evidence,1,644,1034,"A total of 26 astronauts were scanned before and after their stays in space; 12 who were shuttle crew members spending two weeks in space, and 14 who resided on the International Space Station for six months at a time. After comparing the scans, the scientists discovered that every single one of them saw noticeable changes in the amount and gray matter on various sections of their brains",2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,03091ba0-0aa6-4383-89fb-db19582d3c5d,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-08-02 23:41:09.397174,2018-08-02 23:46:58.377825,348.980651,57cf4673-bbdb-4df3-a3d9-228c9720e5bd,,Evidence,1,1252,1306,We found large regions of gray matter volume decreases,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,03091ba0-0aa6-4383-89fb-db19582d3c5d,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-08-02 23:41:09.397174,2018-08-02 23:46:58.377825,348.980651,97caefe7-bdbd-4d90-9526-d78dbec2439c,,Evidence,2,2005,2176,The scans also showed that the changes were more dramatic in the astronauts who spent months aboard the ISS as opposed to those who only had brief trips aboard the shuttle,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,03091ba0-0aa6-4383-89fb-db19582d3c5d,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-08-02 23:41:09.397174,2018-08-02 23:46:58.377825,348.980651,90e863c7-8b88-4432-ac81-29539f0e64f4,,Probability,1,1314,1330,could be related,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,03091ba0-0aa6-4383-89fb-db19582d3c5d,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-08-02 23:41:09.397174,2018-08-02 23:46:58.377825,348.980651,286b410b-d3d7-47ab-bcc8-2a983f82c117,,Probability,2,1540,1550,may result,2342
4f15c2e6-ffc8-4edc-b01b-0eaad15dffe1,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1139,SSSPETest2-Demo1,1737,1737SSSArticle.txt,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,03091ba0-0aa6-4383-89fb-db19582d3c5d,2abbe1a3-c9a7-41ab-9738-64ca86756d37,2018-08-02 23:41:09.397174,2018-08-02 23:46:58.377825,348.980651,1f09ff31-159e-4994-9f80-e14bd781969c,,Probability,3,1902,1916,may be related,2342
fe67158f-7829-4187-8c9f-5812726e7208,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1140,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,1efb3d87-006b-44ac-994f-369abea85fed,80f1eda5-ad01-4955-9f64-2dc67579ee89,2018-08-02 23:14:07.593741,2018-08-02 23:51:34.901617,2247.307876,7666f9ac-771a-4822-8f04-42a919333a46,,Probability,1,216,230,may be tied to,3796
fe67158f-7829-4187-8c9f-5812726e7208,https://pe.goodlylabs.org/project/SemanticsTriager1.4C2/task/1140,SSSPETest2,1728,1728SSSArticle.txt,b3ab388528c6115f1d85529f203b533fb84143f467acfc31d289bdc58c08d49d,1efb3d87-006b-44ac-994f-369abea85fed,80f1eda5-ad01-4955-9f64-2dc67579ee89,2018-08-02 23:14:07.593741,2018-08-02 23:51:34.901617,2247.307876,37d00a9f-16b4-4a4d-917d-bdca710db072,,Probability,2,261,285,at least in part because,3796
