task_pybossa_id,taskrun_pybossa_id,task_url,taskrun_article_batch_name,taskrun_article_number,taskrun_article_filename,contributor_id,created,finish_time,elapsed_seconds,anno_id,namespace,topic_name,case_number,start_pos,end_pos,target_text,source_text_length
1042,2387,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,25,32:06.8,43:23.3,676.503765,457,,Language,1,583,595,"two big ""ifs",3844
1042,2387,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,25,32:06.8,43:23.3,676.503765,457,,Language,1,1631,1637,merely,3844
1042,2387,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,25,32:06.8,43:23.3,676.503765,458,,Reasoning,1,327,469,"The company behind it says a two-year trial, published in Basic and Clinical Andrology, shows the gel works and is safe - at least in primates",3844
1042,2387,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,25,32:06.8,43:23.3,676.503765,459,,Evidence,1,1853,2428,"The University of California researchers tested the gel on 16 adult male monkeys, 10 of whom were already fathers.

The monkeys were monitored for a week after getting the injection and were then released back into their an enclosure to rejoin some fertile females.

Mating did occur, but none of the female monkeys became pregnant over the course of the study, which included two full breeding periods for some of the animals.

Few of the male monkeys had side-effects, although one did need an operation because the injection did not go to plan and damaged one of his tubes",3844
1042,2388,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,2,30:16.7,43:51.1,814.453315,460,,Language,1,587,595,"big ""ifs",3844
1042,2388,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,2,30:16.7,43:51.1,814.453315,460,,Language,1,1631,1637,merely,3844
1042,2388,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,2,30:16.7,43:51.1,814.453315,461,,Reasoning,1,415,469,shows the gel works and is safe - at least in primates,3844
1042,2388,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,2,30:16.7,43:51.1,814.453315,461,,Reasoning,1,2613,2762,"in order for it to have a chance of replacing the traditional surgical method of vasectomy, the authors need to show that the procedure is reversible",3844
1042,2388,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,2,30:16.7,43:51.1,814.453315,461,,Reasoning,1,3092,3269,"I would imagine there is a worldwide market for a new male contraceptive, but trials in humans and more long-term safety data are required before we will know if it is a success",3844
1042,2388,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,2,30:16.7,43:51.1,814.453315,461,,Reasoning,1,3617,3691,If you can have more options available then maybe more men would go for it,3844
1042,2388,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,2,30:16.7,43:51.1,814.453315,461,,Reasoning,1,3695,3842,"He said the idea of a ""reversible vasectomy"" was desirable, whereas asking some men to take hormones to control their fertility might be ""a big ask",3844
1042,2388,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1042,SSSPETest2,1732,1732SSSArticle.txt,2,30:16.7,43:51.1,814.453315,462,,Evidence,1,1853,2428,"The University of California researchers tested the gel on 16 adult male monkeys, 10 of whom were already fathers.

The monkeys were monitored for a week after getting the injection and were then released back into their an enclosure to rejoin some fertile females.

Mating did occur, but none of the female monkeys became pregnant over the course of the study, which included two full breeding periods for some of the animals.

Few of the male monkeys had side-effects, although one did need an operation because the injection did not go to plan and damaged one of his tubes",3844
1044,2389,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1044,SSSPETest2,1737,1737SSSArticle.txt,17,41:50.4,45:55.9,245.482908,463,,Language,1,633,641,shocking,2342
1044,2389,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1044,SSSPETest2,1737,1737SSSArticle.txt,17,41:50.4,45:55.9,245.482908,463,,Language,1,1691,1707,but there’s more,2342
1044,2389,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1044,SSSPETest2,1737,1737SSSArticle.txt,17,41:50.4,45:55.9,245.482908,463,,Language,1,26,31,prove,2342
1044,2389,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1044,SSSPETest2,1737,1737SSSArticle.txt,17,41:50.4,45:55.9,245.482908,463,,Language,1,921,945,every single one of them,2342
1044,2389,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1044,SSSPETest2,1737,1737SSSArticle.txt,17,41:50.4,45:55.9,245.482908,463,,Language,1,118,133,long been known,2342
1044,2389,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1044,SSSPETest2,1737,1737SSSArticle.txt,17,41:50.4,45:55.9,245.482908,464,,Reasoning,1,113,230,It’s long been known that spending an extended period of time in space can have detrimental effects to the human body,2342
1044,2389,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1044,SSSPETest2,1737,1737SSSArticle.txt,17,41:50.4,45:55.9,245.482908,464,,Reasoning,1,1598,1707,"In short, the lack of gravity actually changed the physical shape of the astronauts’ brains, but there’s more",2342
1044,2389,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1044,SSSPETest2,1737,1737SSSArticle.txt,17,41:50.4,45:55.9,245.482908,465,,Evidence,1,422,641,"A research team led by Rachael Seidler, a professor at the University of Michigan, took MRI scans of over twenty astronauts before and after spaceflights of various lengths, and some of the changes observed are shocking",2342
1044,2389,http://pe.goodlylabs.org/project/SemanticsTriager1.3C2/task/1044,SSSPETest2,1737,1737SSSArticle.txt,17,41:50.4,45:55.9,245.482908,465,,Evidence,1,646,1034,"total of 26 astronauts were scanned before and after their stays in space; 12 who were shuttle crew members spending two weeks in space, and 14 who resided on the International Space Station for six months at a time. After comparing the scans, the scientists discovered that every single one of them saw noticeable changes in the amount and gray matter on various sections of their brains",2342
