article_num,article_sha256,task_uuid,schema_namespace,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,1,checklist,1,1.0,0.0,"[641, 642, 643, 644, 645, 646, 647, 648, 649, 650, 651, 652, 653, 654, 655, 656, 657, 658, 659, 660, 661, 662, 663, 664, 665, 666, 667, 668, 669, 670, 671, 672, 673, 674, 675, 676, 677, 678, 679, 680, 681, 682, 683, 684, 685, 686, 687, 688, 689, 690, 691, 692, 693, 694, 695, 696, 697, 698, 699, 700, 701, 702, 703, 704, 705, 706, 707, 708, 709, 710, 711, 712, 713, 714, 715, 716, 717, 718, 719, 720, 721, 722, 723, 724, 725, 726, 727, 728, 729, 730, 731, 732, 733, 734]",1.0,1.0,1.0,0.5,0.5,3,5,A common belief is that opioid addiction often begins with a single prescription from a doctor,Does the passage contain... (check all that apply):,"Estimates of the likelihood/probability or frequency of an event (past, present, or future)"
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,1,checklist,2,1.0,0.0,"[2331, 2332, 2333, 2334, 2335, 2336, 2337, 2338, 2339, 2340, 2341, 2342, 2343, 2344]",1.0,1.0,1.0,0.5,0.5,3,5,more judicious,Does the passage contain... (check all that apply):,An evaluative judgment (claims about something being good or bad)
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,1,checklist,3,1.0,0.0,"[2331, 2332, 2333, 2334, 2335, 2336, 2337, 2338, 2339, 2340, 2341, 2342, 2343, 2344]",1.0,1.0,1.0,0.5,0.5,3,5,more judicious,Does the passage contain... (check all that apply):,Confusion of the argument
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,5,L,Does the passage contain... (check all that apply):,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,1,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,5,L,Does the passage contain... (check all that apply):,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6525f7cd-7a08-4576-84a9-5ca8d1c06b22,Beginner Reasoning Specialist Structured,2,checklist,L,0.0,1.0,L,L,L,0.0,0.5,0.5,3,6,L,Does the argument contain any of the following misleading forms of reasoning? Check all that apply.,L
