schema_namespace,schema_sha256,topic_uuid,topic_name,topic_options,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,alpha_distance,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,highlight,require_highlight,answer_options
NYU_Overall,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,8a055584-92e4-4f55-92d0-67c68ec71291,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",3fa19272-166e-4d04-858e-bd7ba09d2511,T1.Q1,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,3c6d7706-ecb4-412a-bbdf-ae7ab48b7143,T1.Q1.A1,Very credible,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Overall,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,8a055584-92e4-4f55-92d0-67c68ec71291,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",3fa19272-166e-4d04-858e-bd7ba09d2511,T1.Q1,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,4af1c5a5-650e-4ea3-a8dd-9274cf48016b,T1.Q1.A2,Fairly credible,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Overall,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,8a055584-92e4-4f55-92d0-67c68ec71291,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",3fa19272-166e-4d04-858e-bd7ba09d2511,T1.Q1,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,fd896075-0043-4e55-8804-4d26c9f1a448,T1.Q1.A3,Somewhat credible,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Overall,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,8a055584-92e4-4f55-92d0-67c68ec71291,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",3fa19272-166e-4d04-858e-bd7ba09d2511,T1.Q1,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,196a8fb1-1651-4502-88ca-d4778b975a53,T1.Q1.A4,Slightly credible,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Overall,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,8a055584-92e4-4f55-92d0-67c68ec71291,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",3fa19272-166e-4d04-858e-bd7ba09d2511,T1.Q1,"Knowing everything you know about the world, how *credible* does the article seem to you, overall?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,1e093ed3-0216-4000-b1f5-a4424fe5c309,T1.Q1.A5,Not at all credible,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Overall,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,8a055584-92e4-4f55-92d0-67c68ec71291,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",03ac80d1-7a59-422d-bfb8-f2a69eb32a66,T1.Q2,"Given everything you know about the world, how *biased* does the article seem to you, overall?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,9e699d80-4eb0-431e-8f19-b3e50c1759b8,T1.Q2.A1,Extremely biased,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Overall,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,8a055584-92e4-4f55-92d0-67c68ec71291,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",03ac80d1-7a59-422d-bfb8-f2a69eb32a66,T1.Q2,"Given everything you know about the world, how *biased* does the article seem to you, overall?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,0ca38e4b-7559-4aa7-ab44-868f49244d12,T1.Q2.A2,Very biased,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Overall,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,8a055584-92e4-4f55-92d0-67c68ec71291,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",03ac80d1-7a59-422d-bfb8-f2a69eb32a66,T1.Q2,"Given everything you know about the world, how *biased* does the article seem to you, overall?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,623c118e-a20b-41f9-8497-1c8ac7f9f6ab,T1.Q2.A3,Somewhat biased,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Overall,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,8a055584-92e4-4f55-92d0-67c68ec71291,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",03ac80d1-7a59-422d-bfb8-f2a69eb32a66,T1.Q2,"Given everything you know about the world, how *biased* does the article seem to you, overall?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,f46bee86-5228-438b-8789-48133b231ab8,T1.Q2.A4,Mildly biased,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
NYU_Overall,73547c3c231ca8366dfcec3758c9248bd090123e5fd8e249c635222488b354da,8a055584-92e4-4f55-92d0-67c68ec71291,Holistic Evaluation of Article,"{""highlight"": true, ""version"": ""4"", ""hint_type"": """"}",03ac80d1-7a59-422d-bfb8-f2a69eb32a66,T1.Q2,"Given everything you know about the world, how *biased* does the article seem to you, overall?",RADIO,,,nominal,"{""version"": ""4"", ""alpha_distance"": ""nominal"", ""require_one_or_more"": true, ""hint_type"": """"}",5,5e5c35ea-e965-41c3-921c-0a75f87fc648,T1.Q2.A5,Not at all biased,,0,1,"{""case_numbers"": true, ""highlight"": false, ""version"": ""4"", ""require_highlight"": true}"
