schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q2.A1,T1.Q2.A2,T1.Q2.A3,T1.Q2.A4,T1.Q2.A5,T1.Q2.A6,T1.Q3.A1,T1.Q3.A2,T1.Q3.A3,T1.Q3.A4,T1.Q3.A5,T1.Q3.A6,T1.Q3.A7,T1.Q4,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q6.A9,T1.Q6.A10,T1.Q7,T1.Q8,T1.Q9,T1.Q10
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,bd838e8a-31a0-4a2f-8f1f-bb2819f4adbf,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2603,3,3,NYU_Articles/Day4/SchiffNamedinWHOfficial.txt,100042,SchiffNamedinWHOfficial.txt,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,dedb973e-9121-4ca2-83e8-565af0b49bfa,50b97722-8671-4131-8a54-409491b48a1e,2019-11-19 22:26:38.280922,2019-11-19 22:31:17.507988,279.227066,"T1.Q1, T1.Q2, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,Slightly,author threw out a random conjecture and didn't justify it at all,6,6
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,bd838e8a-31a0-4a2f-8f1f-bb2819f4adbf,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2603,3,3,NYU_Articles/Day4/SchiffNamedinWHOfficial.txt,100042,SchiffNamedinWHOfficial.txt,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,069c920e-f077-4f2b-9a5c-901515419f5d,3412be43-641f-4df9-a2d3-bc24946e4640,2019-11-19 22:18:32.813938,2019-11-19 22:21:35.186704,182.372766,"T1.Q1, T1.Q2, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,bd838e8a-31a0-4a2f-8f1f-bb2819f4adbf,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2603,3,3,NYU_Articles/Day4/SchiffNamedinWHOfficial.txt,100042,SchiffNamedinWHOfficial.txt,c87020bba7064b93bf74559d8ba394ef83b1b4d84f1308fc4f77ba3b1099a140,7e453825-9ba2-4d39-94d5-fe75d4e6c550,294a6c7b-515a-495b-b8c9-2ec7df3ef46b,2019-11-19 21:46:16.097629,2019-11-19 21:51:39.859352,323.761723,"T1.Q1, T1.Q3, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,1,0,0,0,0,0,0,0,Extremely,"sarcasm was also used, also trying to make one side look bad using sarcasm",8,8
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,70d914cb-4991-4b10-87e3-f72e3166675c,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2648,3,3,NYU_Articles/Day5/NoShotsFiredCitizenwith.txt,100046,NoShotsFiredCitizenwith.txt,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,49223240-f50d-4e13-8174-523db70eab04,294a6c7b-515a-495b-b8c9-2ec7df3ef46b,2019-11-20 21:16:08.587329,2019-11-20 21:53:54.818111,2266.230782,"T1.Q1, T1.Q3, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,Very,,8,8
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,70d914cb-4991-4b10-87e3-f72e3166675c,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2648,3,3,NYU_Articles/Day5/NoShotsFiredCitizenwith.txt,100046,NoShotsFiredCitizenwith.txt,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,f68e2424-5098-41f5-8b10-b9129a9b317b,12d9718f-030a-487e-872c-46372f945e17,2019-11-20 21:15:30.377988,2019-11-20 21:16:53.319766,82.941778,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,3,9
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,70d914cb-4991-4b10-87e3-f72e3166675c,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2648,3,3,NYU_Articles/Day5/NoShotsFiredCitizenwith.txt,100046,NoShotsFiredCitizenwith.txt,df6df207fbec112ddaf44daf2190f5f8dc1812eeed256738e6bf658ec8217f52,ddd0d868-d7a9-47d5-9b9e-7de563f9adb3,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-11-20 20:56:06.242479,2019-11-20 20:58:32.269078,146.026599,"T1.Q1, T1.Q3, T1.Q7, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,Somewhat,,6,6
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,452fba65-fe45-44b4-b0ba-dffc96e444bc,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2546,3,3,NYU_Articles/Day 3/DoctorTellsCNNTrump’sWalter.txt,100039,DoctorTellsCNNTrump’sWalter.txt,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,ac80d338-c340-4c04-bc6c-71d340e27fe9,c56a533a-deab-4c1a-a516-e8994c45e84c,2019-11-18 21:50:14.172146,2019-11-18 22:05:13.697611,899.525465,"T1.Q1, T1.Q3, T1.Q7, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,Somewhat,,5: Middling difficulty,5: 50-50 that I had it on any given item
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,452fba65-fe45-44b4-b0ba-dffc96e444bc,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2546,3,3,NYU_Articles/Day 3/DoctorTellsCNNTrump’sWalter.txt,100039,DoctorTellsCNNTrump’sWalter.txt,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,8412e4ed-d488-4b36-922b-2b307d3f20b5,294a6c7b-515a-495b-b8c9-2ec7df3ef46b,2019-11-18 20:51:08.584041,2019-11-18 20:52:26.610410,78.026369,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,8,8
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,452fba65-fe45-44b4-b0ba-dffc96e444bc,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2546,3,3,NYU_Articles/Day 3/DoctorTellsCNNTrump’sWalter.txt,100039,DoctorTellsCNNTrump’sWalter.txt,ea908e535280e57805f9f5f093d5694d37623279c3cd90ee46dff92144237ad7,2b9a85e3-247f-4fc1-9862-c745a420123e,12d9718f-030a-487e-872c-46372f945e17,2019-11-18 20:20:28.582328,2019-11-18 20:22:04.069142,95.486814,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,3,8
NYU_Reasoning2,eace698d45562a4832f0753fc291ea8199df836c5c98517a897c6d112e9f1545,40e0026d-15d3-4ba8-a9e5-f9062a67952a,https://pe.goodlylabs.org/project/NYU_Reasoning2/task/2477,3,3,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,5b12d22b-9240-4ab5-a5c9-ac23697e251e,40e8da50-18a7-4eaf-aba1-69b3ee956fc1,2019-11-15 01:23:54.680283,2019-11-15 01:43:33.933007,1179.252724,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,2,9
