schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q1.A7,T1.Q1.A8,T1.Q1.A9,T1.Q2.A1,T1.Q2.A2,T1.Q3.A1,T1.Q3.A2,T1.Q3.A3,T1.Q3.A4,T1.Q3.A5,T1.Q3.A6,T1.Q4,T1.Q5,T1.Q6
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,22,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,3272a22d-db4c-4816-8ed6-26ef11d593f1,c2f193ad-2cdc-46b8-a5bf-c45cfbee3da7,2019-09-30 15:11:57.787099,2019-09-30 15:13:21.604049,83.81695,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,Provide important support to central claim of article.,2,9
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,22,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,9edde0df-cf84-4c47-81a1-b9d3402cd584,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-10-04 23:32:30.802559,2019-10-04 23:35:12.188121,161.385562,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Provide important support to central claim of article.,7,4
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,22,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e7e73167-7971-45b0-876f-e6edb33fecc1,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2019-10-04 23:55:44.377535,2019-10-04 23:59:04.634900,200.257365,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,Central idea/s of article.,4,8
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,22,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,8f62ef1a-e241-4bf1-bd7d-f94f17b268ba,782cf148-ffac-43f1-99aa-27a9d64b5212,2019-10-05 00:13:25.581786,2019-10-05 00:17:33.114808,247.533022,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,Central idea/s of article.,3,8
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,22,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,4b03b164-899f-45c8-be33-d1492f16a63b,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-10-05 00:13:23.208031,2019-10-05 00:17:38.591759,255.383728,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,Provide important support to central claim of article.,6,8
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,22,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,3b7bc1ba-7816-4002-aa28-fc24eeda2249,3412be43-641f-4df9-a2d3-bc24946e4640,2019-10-05 00:14:54.976336,2019-10-05 00:17:38.776634,163.800298,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,Provide important support to central claim of article.,5: Middling difficulty,9
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,22,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ac8adfbd-cfde-4f83-9bee-7ebe4d993ce1,aa6922da-994c-4d34-aa93-ae9abc41d8f7,2019-10-05 00:12:50.234068,2019-10-05 00:17:47.788737,297.554669,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,Provide important support to central claim of article.,3,9
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,22,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,37f95222-ddbf-4f69-b4e6-1c48a697864b,50b97722-8671-4131-8a54-409491b48a1e,2019-10-05 00:13:31.878276,2019-10-05 00:17:52.428153,260.549877,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,Provide important support to central claim of article.,3,8
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,22,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b90bcc89-99e9-4ac3-ad7e-6270aab5b05b,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-10-05 00:13:22.779246,2019-10-05 00:18:00.511431,277.732185,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,Provide important support to central claim of article.,2,9
SourceSpecialist2019_08_04,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,d6ff3fec-c265-40e7-9af8-9c703cbaac63,https://pe.goodlylabs.org/project/BETA_Quoted_Sources/task/2231,22,40,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,4dd42957-b2b4-466e-a447-efb16d45f3af,03d36f1f-7b8a-4dd4-9ebe-246a1461a007,2019-10-05 00:15:43.415846,2019-10-05 00:18:00.929356,137.51351,"T1.Q1, T1.Q2, T1.Q3, T1.Q4, T1.Q5, T1.Q6",0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,Provide important support to central claim of article.,4,8
