schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q1.A7,T1.Q1.A8,T1.Q1.A9,T1.Q1.A10,T1.Q1.A11,T1.Q1.A12,T1.Q1.A13,T1.Q2,T1.Q3,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q7,T1.Q9,T1.Q10,T1.Q11,T1.Q12,T1.Q13,T1.Q14,T1.Q15
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,bb5dd15d-6e6a-4d1f-8594-ca83ebfe8f82,https://pe.goodlylabs.org/project/NYU_Language2/task/2674,3,3,NYU_Articles/Day6/UkrainianMPClaims$7.4Billion.txt,100048,UkrainianMPClaims$7.4Billion.txt,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,78e9bacf-556a-46cd-8ff8-038a286422b9,782cf148-ffac-43f1-99aa-27a9d64b5212,2019-11-21 22:42:56.552521,2019-11-21 22:44:05.147275,68.594754,"T1.Q1, T1.Q11, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,Somewhat,Nope,,3,9
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,bb5dd15d-6e6a-4d1f-8594-ca83ebfe8f82,https://pe.goodlylabs.org/project/NYU_Language2/task/2674,3,3,NYU_Articles/Day6/UkrainianMPClaims$7.4Billion.txt,100048,UkrainianMPClaims$7.4Billion.txt,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,8dc57702-00bb-4950-b1d0-0987527626ef,0bfad233-85ca-4cbc-807e-5feb0ba0604b,2019-11-21 22:29:06.102734,2019-11-21 22:31:10.037506,123.934772,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,,,,,Excellent job! (artfully and fairly presenting a very difficult subject),,1: Easiest thing I've ever done in a classroom setting,10: 100% certain about all my answers
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,bb5dd15d-6e6a-4d1f-8594-ca83ebfe8f82,https://pe.goodlylabs.org/project/NYU_Language2/task/2674,3,3,NYU_Articles/Day6/UkrainianMPClaims$7.4Billion.txt,100048,UkrainianMPClaims$7.4Billion.txt,451edcdfeb13e92a47319c8933da0a45dfc5c7baa616f64ed73bad2bd3b59b05,a1650752-3561-4f9b-8abe-d92ae4cd9fef,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-11-21 22:09:49.294808,2019-11-21 22:10:53.436973,64.142165,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,,2,9
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,bc20c95d-adbe-4273-9799-88e1646cfe2f,https://pe.goodlylabs.org/project/NYU_Language2/task/2418,5,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,1865e70d-8e3b-4f97-93cc-dabb00f510a7,782cf148-ffac-43f1-99aa-27a9d64b5212,2019-11-14 21:21:05.832383,2019-11-14 21:22:32.241188,86.408805,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,,4,9
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,bc20c95d-adbe-4273-9799-88e1646cfe2f,https://pe.goodlylabs.org/project/NYU_Language2/task/2418,5,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,309b0555-a344-4753-afdc-d0d9c7eebab7,46c713ca-b363-4ed6-aa35-6f5b24db7d5e,2019-11-13 22:42:20.551091,2019-11-13 22:43:03.449756,42.898665,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Good job!,,5: Middling difficulty,4
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,bc20c95d-adbe-4273-9799-88e1646cfe2f,https://pe.goodlylabs.org/project/NYU_Language2/task/2418,5,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,565bb874-172a-4591-9b89-9159dc6132d2,2b2f1081-fac7-4884-b56c-28501b89abb8,2019-11-13 22:35:39.773374,2019-11-13 22:37:21.415841,101.642467,"T1.Q1, T1.Q5, T1.Q6, T1.Q12, T1.Q14, T1.Q15",0,0,0,1,0,0,0,0,0,0,0,0,0,,,Very mild,0,1,0,0,0,0,0,0,,,,,Nope,,4,7
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,bc20c95d-adbe-4273-9799-88e1646cfe2f,https://pe.goodlylabs.org/project/NYU_Language2/task/2418,5,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,8f2304c3-40f8-4113-ade8-11b40ca251ac,0e4b8a3e-2714-4b5f-ba10-bb576aaa5cc6,2019-11-13 20:51:58.593573,2019-11-13 20:53:32.316679,93.723106,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,1,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Good job!,,5: Middling difficulty,7
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,bc20c95d-adbe-4273-9799-88e1646cfe2f,https://pe.goodlylabs.org/project/NYU_Language2/task/2418,5,3,NYU_Articles/Pilot/ExplosiveReportRepAdamSchiff.txt,100029,ExplosiveReportRepAdamSchiff.txt,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,02a1d5fe-c3d8-4ff1-b23d-3a7c8a39ae40,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2019-11-13 20:36:53.451518,2019-11-13 20:39:52.063961,178.612443,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,,3,8
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,cb82f1f9-9383-49c9-a244-65e044e642d7,https://pe.goodlylabs.org/project/NYU_Language2/task/2438,5,3,NYU_Articles/Pilot/CouldTrumpsImpeachmentPushHilary.txt,100030,CouldTrumpsImpeachmentPushHilary.txt,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,7534cc20-d032-4bfb-bdda-78e3a1763bd9,ad9e9ff6-b175-4aa0-a5f9-6d6df546a0da,2019-11-14 23:58:11.792055,2019-11-14 23:59:41.770005,89.97795,"T1.Q1, T1.Q3, T1.Q12, T1.Q14, T1.Q15",0,1,1,0,0,0,0,0,0,0,0,0,0,,Some misrepresentation,,0,0,0,0,0,0,0,0,,,,,Nope,,2,8
NYU_Language2,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,cb82f1f9-9383-49c9-a244-65e044e642d7,https://pe.goodlylabs.org/project/NYU_Language2/task/2438,5,3,NYU_Articles/Pilot/CouldTrumpsImpeachmentPushHilary.txt,100030,CouldTrumpsImpeachmentPushHilary.txt,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,a2b9886a-48c8-4713-9531-688f659852c9,782cf148-ffac-43f1-99aa-27a9d64b5212,2019-11-14 22:48:18.410718,2019-11-14 22:49:48.834276,90.423558,"T1.Q1, T1.Q3, T1.Q12, T1.Q14, T1.Q15",0,1,0,0,0,0,0,0,0,0,0,0,0,,Some misrepresentation,,0,0,0,0,0,0,0,0,,,,,Good job!,,4,8
