,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Unnamed: 0,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema
0,Language,2,,ordinal,3,-2.0,Metaphor unhelpful,415,100032,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,c3247759-6acc-470c-abad-363a6ddf71cf,7dc6b045-95bd-410c-9bff-3f41f6ccfd5d,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,bfe63c0d-f476-4d2e-950a-15166ca335e2,ordinal,3,0.8479969065549499,0.8479969065549499,[],nan,nan,0.8479969065549499,2,5,nan,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",SOMEWHAT excessive/inappropriate,True,-1.6959938131098997,Language
1,Language,3,,ordinal,1,-5.0,Exaggeration,457,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,c5ded0a6-42b7-4a2e-96e7-1c29c5ee8e19,352a7135-e111-4746-ada2-91add1ee10f0,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,1058c09b-d8bb-426a-be1d-71f7c1d2186e,ordinal,1,0.7853812700750918,0.7853812700750918,"[295.0, 296.0, 297.0, 298.0, 299.0, 300.0, 301.0, 302.0, 303.0, 304.0, 305.0, 306.0, 307.0, 308.0, 309.0, 310.0, 311.0, 312.0, 313.0, 314.0, 315.0, 316.0, 317.0, 318.0, 319.0, 320.0, 321.0, 322.0, 323.0, 324.0, 325.0, 326.0, 327.0, 328.0, 329.0, 330.0, 331.0, 332.0, 333.0, 334.0, 335.0, 336.0, 337.0, 338.0, 339.0, 340.0, 341.0, 342.0, 343.0, 344.0, 345.0, 346.0, 347.0, 348.0, 349.0, 350.0, 351.0, 352.0, 353.0, 638.0, 639.0, 640.0, 641.0, 642.0, 643.0, 644.0, 645.0]",0.37338092012055657,0.37338092012055657,0.7853812700750918,3,5,nan,How much does the exaggeration misrepresent reality?,Enormous misrepresentation,True,-3.926906350375459,Language
2,Language,3,,ordinal,3,-2.5,Exaggeration,480,100030,dafa2bb8de86d276aa69797936139a5fdb4c067ef5353f586b53fab36bdd360b,cb82f1f9-9383-49c9-a244-65e044e642d7,bec3f95b-c917-42b3-9619-0c9a31132479,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,eeb1946c-0054-45ae-ae67-ace18d009fa0,ordinal,3,0.8479969065549499,0.8479969065549499,"[2686.0, 2687.0, 2688.0, 2689.0, 2690.0, 2691.0, 2692.0, 2693.0, 2694.0, 2695.0, 2696.0, 2697.0, 2698.0, 2699.0, 2700.0, 2701.0, 2702.0, 2703.0, 2704.0, 2786.0, 2787.0, 2788.0, 2789.0, 2790.0, 2791.0, 2792.0, 2793.0, 2794.0, 2795.0, 2796.0, 2797.0, 2798.0, 2799.0, 2800.0, 2801.0, 2802.0, 2803.0]",1.0,1.0,0.8479969065549499,2,5,nan,How much does the exaggeration misrepresent reality?,Some misrepresentation,True,-2.1199922663873747,Language
3,Language,3,,ordinal,3,-2.5,Exaggeration,32,100031,729c16dbf760152f8bb67a7ecfbb15a25ae7f594fe35bd711c1d5e1ef1ff5c1f,0251a8d9-7e15-4521-8353-5ff620c8f113,9a5069d1-5b3d-4c1b-8505-9774a32647cd,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,eeb1946c-0054-45ae-ae67-ace18d009fa0,ordinal,3,0.8479969065549499,0.8479969065549499,"[3709.0, 3710.0, 3711.0, 3712.0, 3713.0, 3714.0, 3715.0, 3716.0]",0.27618851049191606,0.27618851049191606,0.8479969065549499,2,5,nan,How much does the exaggeration misrepresent reality?,Some misrepresentation,True,-2.1199922663873747,Language
4,Language,5,,ordinal,1,-6.0,Inappropriately emotional,458,100029,4c3b112770659ce6b8ac1363730d5843907463a9f5535277b674a6ad19e87364,c5ded0a6-42b7-4a2e-96e7-1c29c5ee8e19,352a7135-e111-4746-ada2-91add1ee10f0,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,53c72a31-02ef-4001-9c53-5a36e947d3ae,ordinal,1,0.8648259251435817,0.8648259251435817,"[744.0, 745.0, 746.0, 747.0, 748.0, 749.0, 750.0, 751.0, 752.0, 753.0, 754.0, 755.0, 756.0, 757.0, 758.0, 759.0, 760.0, 761.0, 762.0, 763.0, 764.0, 765.0, 766.0, 767.0, 768.0, 769.0, 770.0, 771.0, 772.0, 773.0, 774.0, 775.0, 776.0, 777.0, 778.0, 779.0, 780.0, 781.0, 782.0, 783.0, 784.0, 785.0, 786.0, 787.0, 788.0, 789.0, 790.0, 791.0, 792.0, 793.0, 794.0, 795.0, 796.0, 797.0, 798.0, 799.0]",0.1799093957141864,0.1799093957141864,0.8648259251435817,3,5,nan,How strong is the emotional tone?,Very strong,True,-5.18895555086149,Language
5,Language,5,,ordinal,2,-4.5,Inappropriately emotional,247,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,54c0bd02-0a38-4390-8825-867e46e85b56,e8cd3a4b-7d82-41f0-8eaa-8d701f524c58,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,9588b82a-f13c-4738-a7d8-73271f38426a,ordinal,2,0.6547945540147673,0.6547945540147673,"[1573.0, 1574.0, 1575.0, 1576.0, 1577.0, 1578.0, 1579.0, 1580.0]",0.44328416370028856,0.22581900116283626,0.6547945540147673,4,5,nan,How strong is the emotional tone?,Somewhat strong,True,-2.9465754930664527,Language
6,Language,9,,ordinal,3,-0.5,Inappropriate slang,378,100033,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,a5cd74e5-0be8-4307-96dd-52a197308fdf,c4692d72-62d6-43bb-8989-0b5640098950,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,a342a447-6fed-4069-8fac-b979ad44f8b0,ordinal,3,0.8479969065549499,0.8479969065549499,[],nan,nan,0.8479969065549499,2,5,nan,How appropriate is the slang?,Moderately inappropriate,True,-0.42399845327747493,Language
7,Language,9,,ordinal,4,-0.25,Inappropriate slang,419,100032,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,c3247759-6acc-470c-abad-363a6ddf71cf,7dc6b045-95bd-410c-9bff-3f41f6ccfd5d,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,14a4bb20-dde1-498a-8e29-f80bb0f07760,ordinal,4,0.8479969065549499,0.8479969065549499,"[1769.0, 1770.0, 1771.0, 1772.0, 1774.0, 1775.0, 1776.0, 1777.0, 1778.0]",0.9472200469851214,0.9472200469851214,0.8479969065549499,2,5,nan,How appropriate is the slang?,Mildly inappropriate,True,-0.21199922663873746,Language
8,Language,9,,ordinal,5,0.0,Inappropriate slang,13,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,0120f692-0e1d-4943-94ce-b9d3983d35d7,744c7cbe-cf44-4cbb-bbb0-901b0d4f35a3,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,3356b504-ad15-4b82-a826-499d1bcb57ee,ordinal,5,0.8858832505079115,0.8858832505079115,"[4286.0, 4287.0, 4288.0, 4289.0, 4290.0, 4291.0, 4292.0, 4293.0, 4294.0, 4295.0, 4296.0, 4297.0, 4298.0, 4299.0, 4300.0, 4301.0, 4302.0, 4303.0, 4304.0, 4305.0, 4306.0, 4307.0, 4308.0]",0.6603862461539698,0.6603862461539698,0.8858832505079115,4,5,nan,How appropriate is the slang?,Completely appropriate,True,0.0,Language
9,Language,10,,ordinal,2,-0.75,Denigration,14,100028,f7eb2314bb13aae4542caf7ee10c336890c3e911c50093d575b1849e107abfb7,0120f692-0e1d-4943-94ce-b9d3983d35d7,744c7cbe-cf44-4cbb-bbb0-901b0d4f35a3,Language Specialist V4,c61fde1e9a2fcf6f097f0d93b27f7f53fd89c4e5771654f4bdd2711376b3dad6,e82bde65-4d6b-4499-9444-310d56f8480e,ordinal,2,0.691800412632,0.691800412632,"[4286.0, 4287.0, 4288.0, 4289.0, 4290.0, 4291.0, 4292.0, 4293.0, 4294.0, 4295.0, 4296.0, 4297.0, 4298.0, 4299.0, 4300.0, 4301.0, 4302.0, 4303.0, 4304.0, 4305.0, 4306.0, 4307.0, 4308.0]",0.6603862461539698,0.6603862461539698,0.691800412632,4,4,nan,Is the slang used to denigrate a group or perspective?,"Yes, somewhat",True,-0.518850309474,Language
