schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1,T1.Q2,T1.Q5,T1.Q6,T1.Q7,T1.Q10,T1.Q11,T1.Q12.A1,T1.Q12.A2,T1.Q12.A3,T1.Q12.A4,T1.Q12.A5,T1.Q13,T1.Q14
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,bdd80524-b482-4f27-9ac4-cf371f5893dd,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2838,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,39a22aa7-68af-4c4b-83fd-9a39a8d09c3a,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 20:18:29.760573,2020-03-23 20:21:07.768298,158.007725,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",Maybe,Mostly justified,"Yes, explicitly",No,,,"Yes, explicitly",0,1,0,0,0,5: Middling difficulty,7
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,bdd80524-b482-4f27-9ac4-cf371f5893dd,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2838,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,959267f1-d90c-448b-a8d6-7e4548fa1542,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 06:35:38.109557,2020-03-23 06:36:50.498535,72.388978,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Mostly justified,No,No,,,"No, not at all",0,0,0,0,0,8,4
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,bdd80524-b482-4f27-9ac4-cf371f5893dd,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2838,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,3de314df-3274-49bd-bf40-47aaf7066297,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:54:31.046730,2020-03-22 21:56:25.940560,114.89383,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",Yes,Slightly justified,"Yes, implicitly",No,,,"Yes, implicitly",0,1,0,0,0,3,10: 100% certain about all my answers
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,bdd80524-b482-4f27-9ac4-cf371f5893dd,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2838,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,437cae5d-9c09-4cd5-97be-e3c814205742,e0834165-64cc-41e5-994f-9be97a16ef93,2020-03-22 21:21:51.444276,2020-03-22 21:23:50.903611,119.459335,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",No,,"Yes, explicitly",No,,,"Yes, explicitly",0,0,1,0,0,3,9
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,3b5cdc96-0bb8-4b25-90b6-6766682b70b9,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2839,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,b0e71334-d344-440d-b107-8e9cf850a21e,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 20:18:29.926006,2020-03-23 20:21:47.763611,197.837605,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Completely justified,No,No,,,I can't tell,0,0,0,0,0,5: Middling difficulty,7
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,3b5cdc96-0bb8-4b25-90b6-6766682b70b9,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2839,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,0d11880a-e861-45d4-b297-33349fecfa1f,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 06:35:38.228510,2020-03-23 06:38:17.304541,159.076031,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Completely justified,No,No,,,"No, not at all",0,0,0,0,0,6,7
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,3b5cdc96-0bb8-4b25-90b6-6766682b70b9,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2839,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,587dfff6-1825-4fdb-912d-397fa5a22f9c,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:54:31.229288,2020-03-22 21:58:31.876711,240.647423,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",Yes,Somewhat justified,"Yes, explicitly",No,,,"Yes, explicitly",1,0,1,0,0,4,10: 100% certain about all my answers
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,3b5cdc96-0bb8-4b25-90b6-6766682b70b9,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2839,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,8fdbc0ea-7349-4590-a995-e014d92bf47a,e0834165-64cc-41e5-994f-9be97a16ef93,2020-03-22 21:21:51.570770,2020-03-22 21:26:28.274189,276.703419,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Maybe,Mostly justified,No,No,,,"No, not at all",0,0,0,0,0,4,7
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,1ec3b603-ba25-42f7-8404-bf47fcdf1f2b,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2840,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,bfde1cab-ada8-47b7-9fae-4f5810c34e80,f500d7b6-c571-45f2-9f75-a8a583e11f3b,2020-03-23 20:38:00.439248,2020-03-23 20:42:36.096317,275.657069,"T1.Q1, T1.Q2, T1.Q5, T1.Q6, T1.Q11, T1.Q13, T1.Q14",Yes,Slightly justified,No,No,,,"No, not at all",0,0,0,0,0,6,7
Covid_Probability,d5f24573a7077ee3ebb203ca64f955a8c5d5a6c6b25aa65e1bfa6fa71d1311f2,1ec3b603-ba25-42f7-8404-bf47fcdf1f2b,https://pe.goodlylabs.org/project/Covid_Probabilityv1/task/2840,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,1963cf9c-7feb-4c0f-96b8-d37f535fa998,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 06:36:50.876939,2020-03-23 06:39:31.210585,160.333646,"T1.Q1, T1.Q5, T1.Q6, T1.Q11, T1.Q12, T1.Q13, T1.Q14",No,,No,No,,,"Yes, implicitly",0,0,0,1,0,8,6
