schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q2.A1,T1.Q2.A2,T1.Q2.A3,T1.Q2.A4,T1.Q2.A5,T1.Q2.A6,T1.Q3.A1,T1.Q3.A2,T1.Q3.A3,T1.Q3.A4,T1.Q3.A5,T1.Q3.A6,T1.Q3.A7,T1.Q4,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q6.A9,T1.Q6.A10,T1.Q7,T1.Q8,T1.Q9,T1.Q10
Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,https://pe.goodlylabs.org/project/Covid_Reasoningv1/task/2858,5,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,16a8f9ed-4ae8-4942-99f8-075151c4f512,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 21:51:37.212817,2020-03-24 00:53:33.139675,10915.926858,"T1.Q1, T1.Q2, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,0,Somewhat,"Describes ""the worst case"" as being when Westerners specifically are affected.",8,8
Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,https://pe.goodlylabs.org/project/Covid_Reasoningv1/task/2858,5,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,af21b2cb-e4b9-4cc2-b4df-8c9412ac6582,a17fda3d-ad81-4fa4-9fa2-aa42d7c8f493,2020-03-23 22:10:19.424695,2020-03-23 22:12:17.243721,117.819026,"T1.Q1, T1.Q2, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,5: 50-50 that I had it on any given item
Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,https://pe.goodlylabs.org/project/Covid_Reasoningv1/task/2858,5,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,9ee09fc8-d6b4-4019-8ab4-1293a237057e,172e9a38-d3e4-453e-8556-18bbd0fcb07e,2020-03-23 20:34:23.107209,2020-03-23 20:35:34.792699,71.68549,"T1.Q1, T1.Q9, T1.Q10",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,4,6
Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,https://pe.goodlylabs.org/project/Covid_Reasoningv1/task/2858,5,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,690548d9-826b-4592-952f-cb4b22e1a847,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-23 20:16:33.350047,2020-03-23 20:23:19.345522,405.995475,"T1.Q1, T1.Q2, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,Somewhat,"The article only quotes the worst case scenario, and doesn't put these numbers in context. ",5: Middling difficulty,6
Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,d463bb7f-4e42-4f56-bf9d-35e6dbc3d6c2,https://pe.goodlylabs.org/project/Covid_Reasoningv1/task/2858,5,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aee0060b-e1ec-4420-9857-af35eac05e09,e0834165-64cc-41e5-994f-9be97a16ef93,2020-03-22 21:43:29.773780,2020-03-22 21:47:50.413858,260.640078,"T1.Q1, T1.Q2, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,Somewhat,a point estimate of deaths is derived from the highest estimate of a range of infections,3,9
Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,https://pe.goodlylabs.org/project/Covid_Reasoningv1/task/2859,5,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,38a97bb6-0359-4caf-8f5e-d4b29fe348e1,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 21:51:37.486326,2020-03-24 00:55:26.325490,11028.839164,"T1.Q1, T1.Q2, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,Slightly,Very absolute stating of what will happen,9,2
Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,https://pe.goodlylabs.org/project/Covid_Reasoningv1/task/2859,5,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,a2e733d7-bf08-4e2d-8d6c-d7945f04d1cb,a17fda3d-ad81-4fa4-9fa2-aa42d7c8f493,2020-03-23 22:10:19.578552,2020-03-23 22:14:22.659864,243.081312,"T1.Q1, T1.Q3, T1.Q9, T1.Q10",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,5: Middling difficulty,5: 50-50 that I had it on any given item
Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,https://pe.goodlylabs.org/project/Covid_Reasoningv1/task/2859,5,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,5ece77a1-a79b-4378-84ec-54e4c881d7a8,172e9a38-d3e4-453e-8556-18bbd0fcb07e,2020-03-23 20:34:23.231231,2020-03-23 20:36:12.655950,109.424719,"T1.Q1, T1.Q2, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,4,6
Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,https://pe.goodlylabs.org/project/Covid_Reasoningv1/task/2859,5,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,ec9fd732-f8a5-4864-a049-372fdc73820d,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-23 20:16:33.455013,2020-03-23 20:32:09.890182,936.435169,"T1.Q1, T1.Q2, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,Somewhat,"It is playing on fears and worst case scenarios, without putting things in context or giving supporting evidence from the report for this statement",5: Middling difficulty,5: 50-50 that I had it on any given item
Covid_Reasoning,9dfbf61fb64553748d371fac309ff63ef29f205810c24953012d827305f20dbf,aee6c90e-90cf-460e-a62c-5bf6b055ffa9,https://pe.goodlylabs.org/project/Covid_Reasoningv1/task/2859,5,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,b40e336b-8deb-4cb7-a624-728919731981,e0834165-64cc-41e5-994f-9be97a16ef93,2020-03-22 21:43:29.902172,2020-03-22 21:48:38.371628,308.469456,"T1.Q1, T1.Q2, T1.Q9, T1.Q10",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,3,8
