schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q1.A7,T1.Q1.A8,T1.Q1.A9,T1.Q1.A10,T1.Q1.A11,T1.Q1.A12,T1.Q1.A13,T1.Q2,T1.Q3,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q7,T1.Q9,T1.Q10,T1.Q11,T1.Q12,T1.Q13,T1.Q14,T1.Q15
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,a6012395-1d36-4cdd-bb4f-5bb7842cf10d,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2828,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,67d0fe2f-a471-4959-9a6b-427974d1f63e,47f10cb0-4a56-4b77-ba40-5414b1332642,2020-03-23 19:43:50.515474,2020-03-23 19:45:32.701923,102.186449,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,,7,7
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,a6012395-1d36-4cdd-bb4f-5bb7842cf10d,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2828,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,9deb0efa-132f-4b05-ab0f-9f913f7e3a34,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 05:39:58.184033,2020-03-23 05:40:25.744547,27.560514,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Nope,,2,8
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,a6012395-1d36-4cdd-bb4f-5bb7842cf10d,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2828,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,c61809b6-161e-4fe5-bcb7-1bfa3588b3e4,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 05:25:05.492579,2020-03-23 05:28:42.275402,216.782823,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Great job!,,3,7
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,a6012395-1d36-4cdd-bb4f-5bb7842cf10d,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2828,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,2d19d6c1-34aa-43e0-afa8-36cef0831c28,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:26:16.903515,2020-03-22 21:33:06.414812,409.511297,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Excellent job! (artfully and fairly presenting a very difficult subject),,2,9
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,f717dbae-576b-4521-9402-51f76a34c41a,47f10cb0-4a56-4b77-ba40-5414b1332642,2020-03-23 19:43:50.627704,2020-03-23 19:49:19.453792,328.826088,"T1.Q1, T1.Q12, T1.Q13, T1.Q14, T1.Q15",0,0,1,0,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,Mildly,3,9
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,c880599d-da38-449f-97ca-9e9a07dae675,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 05:25:05.633327,2020-03-23 06:22:11.727029,3426.093702,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Good job!,,3,7
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,71c671ed-3379-479d-80d9-e984e2543739,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 05:39:58.318702,2020-03-23 05:40:52.721771,54.403069,"T1.Q1, T1.Q11, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,Not at all,Nope,,2,9
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,06a60a10-cf7d-4d58-b57d-b99fa3e9cd40,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2829,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,26ffe523-0ec7-4752-8eae-10bcfa66929a,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:36:19.706483,2020-03-22 21:39:02.859896,163.153413,"T1.Q1, T1.Q3, T1.Q12, T1.Q14, T1.Q15",0,1,0,0,0,0,0,0,0,0,0,0,0,,Some misrepresentation,,0,0,0,0,0,0,0,0,,,,,Good job!,,9,10: 100% certain about all my answers
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,cbe5ccd4-d275-4025-b44e-f4a99b49b298,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2830,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,01e196b9-a0bc-42e3-93c3-91edbd0fef17,47f10cb0-4a56-4b77-ba40-5414b1332642,2020-03-23 19:45:32.904615,2020-03-23 19:49:44.710956,251.806341,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Nope,,2,8
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,cbe5ccd4-d275-4025-b44e-f4a99b49b298,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2830,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,1e31f729-7d22-46c1-8e7a-0b3ce857853d,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 05:28:42.484114,2020-03-23 06:25:43.235123,3420.751009,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,,7,7
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,cbe5ccd4-d275-4025-b44e-f4a99b49b298,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2830,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,1fa4bfe5-a42c-4fac-9dbf-6d021e6d4064,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 05:40:26.005428,2020-03-23 05:44:13.402235,227.396807,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,1,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,,2,8
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,cbe5ccd4-d275-4025-b44e-f4a99b49b298,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2830,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,e9b6dcfe-e92d-4d1f-b13f-13105711312f,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:36:20.410579,2020-03-22 21:41:14.757804,294.347225,"T1.Q1, T1.Q12, T1.Q13, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Good job!,Very Mildly,1: Easiest thing I've ever done in a classroom setting,10: 100% certain about all my answers
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,82ef0986-46ce-4b8b-9551-74b750f35465,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2831,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,916afc53-fcea-4978-b8c5-597f115fa74c,47f10cb0-4a56-4b77-ba40-5414b1332642,2020-03-23 19:49:19.660738,2020-03-23 19:50:14.106485,54.445747,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,,3,8
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,82ef0986-46ce-4b8b-9551-74b750f35465,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2831,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,98f5a83e-f975-4186-a71a-145dc53a0f66,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 06:22:11.949590,2020-03-23 06:26:38.250618,266.301028,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,,7,7
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,82ef0986-46ce-4b8b-9551-74b750f35465,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2831,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,1c4c9a0e-1d14-4f4b-a2c9-1fd3359d69ca,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 05:40:53.011502,2020-03-23 05:44:32.465502,219.454,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,1,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,,2,8
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,82ef0986-46ce-4b8b-9551-74b750f35465,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2831,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,9fdadd64-11c5-4210-9c9a-6b8da672e06b,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:39:03.128317,2020-03-22 21:42:09.562482,186.434165,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,,,,,Nope,,1: Easiest thing I've ever done in a classroom setting,10: 100% certain about all my answers
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,9f12ada4-435b-40f5-9e4b-a0662c5877a9,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2832,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,eafe51b2-fe51-4bc2-92bc-d693cb3bb3b2,47f10cb0-4a56-4b77-ba40-5414b1332642,2020-03-23 19:49:44.913515,2020-03-23 19:50:30.849367,45.935852,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Nope,,2,8
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,9f12ada4-435b-40f5-9e4b-a0662c5877a9,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2832,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,f74f0009-4faf-45fe-b47a-6c69631e4ae7,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 06:25:43.433238,2020-03-23 06:27:54.136211,130.702973,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Nope,,2,9
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,9f12ada4-435b-40f5-9e4b-a0662c5877a9,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2832,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,bdbfcf84-5611-430d-b442-9ada6e2f34a4,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 05:44:13.686039,2020-03-23 05:45:00.597037,46.910998,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Nope,,2,8
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,9f12ada4-435b-40f5-9e4b-a0662c5877a9,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2832,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,e33e215d-7351-4521-b617-bbcc0105aa23,ea0c03d5-df91-40b0-8558-4b5cb433094e,2020-03-22 21:41:15.041993,2020-03-22 21:43:09.120674,114.078681,"T1.Q1, T1.Q12, T1.Q14, T1.Q15",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,Nope,,1: Easiest thing I've ever done in a classroom setting,10: 100% certain about all my answers
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,849998f9-bf3e-4d3a-a834-da809e74ca2d,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2833,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,71c67794-e1bc-4e78-bf43-ce4f853082da,47f10cb0-4a56-4b77-ba40-5414b1332642,2020-03-23 19:50:14.332929,2020-03-23 19:51:12.261666,57.928737,"T1.Q1, T1.Q3, T1.Q12, T1.Q14, T1.Q15",0,1,0,0,0,0,0,0,0,0,1,0,0,,Some misrepresentation,,0,0,0,0,0,0,0,0,,,,,Nope,,4,7
Covid_Languagev1.1,a6eca3a8c143a31e7b37337f744912e6d33c5b2f49cd29570daee3cfdb9a017c,849998f9-bf3e-4d3a-a834-da809e74ca2d,https://pe.goodlylabs.org/project/Covid_Languagev1.1/task/2833,4,4,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,fd7f4354-9a17-436b-8b34-f294fbd7c615,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 06:26:38.454402,2020-03-23 06:28:51.518846,133.064444,"T1.Q1, T1.Q3, T1.Q12, T1.Q14, T1.Q15",0,1,1,0,0,0,0,0,0,0,0,0,0,,Considerable misrepresentation,,0,0,0,0,0,0,0,0,,,,,Nope,,5: Middling difficulty,6
